"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","2239","2","3","2","74","51","342","454","573","492","C0000768"
"2","8085","2","3","12","19","31","1","426","55","78","C0000768"
"3","1280","2","5","7","53","51","342","454","573","492","C0000768"
"4","3417","2","3","7","34","52","216","395","549","319","C0000768"
"5","1298","2","5","7","53","51","342","454","573","492","C0000768"
"6","1728","2","3","2","41","116","268","434","568","605","C0000768"
"7","6391","2","3","2","48","170","50","119","444","556","C0000768"
"8","23767","2","5","7","53","14","20","25","40","186","C0000768"
"9","2108","2","3","2","48","170","50","119","444","556","C0000768"
"10","4000","2","3","12","26","105","178","226","297","156","C0000768"
"11","2950","2","5","7","34","52","216","395","549","674","C0000768"
"12","9820","2","3","12","41","116","268","434","468","213","C0000832"
"13","3730","2","5","7","53","14","20","25","40","186","C0000832"
"14","2302","2","3","12","76","153","40","38","54","75","C0000832"
"15","2651","2","3","2","78","184","202","124","337","434","C0000887"
"16","9129","2","3","2","22","33","323","66","101","136","C0000887"
"17","3315","2","3","12","41","181","160","362","402","215","C0000887"
"18","57817","2","5","7","34","51","342","350","243","561","C0000887"
"19","5832","2","3","2","101","62","189","182","509","252","C0000887"
"20","7332","2","3","12","41","116","268","434","468","213","C0000887"
"21","6929","2","3","12","19","31","1","426","55","78","C0000889"
"22","2332","2","3","2","22","33","71","373","466","609","C0000889"
"23","27316","2","3","2","22","33","323","66","101","136","C0000889"
"24","2317","2","5","7","63","45","23","103","287","664","C0000889"
"25","3977","2","5","7","53","51","119","25","40","416","C0000889"
"26","7474","2","5","3","68","221","184","259","544","669","C0000889"
"27","3081","2","3","2","91","51","3","267","308","429","C0000889"
"28","7421","2","3","3","19","151","276","91","433","118","C0000889"
"29","23592","2","3","12","26","105","342","259","423","389","C0000889"
"30","1991","2","5","7","34","52","216","395","549","674","C0000889"
"31","4000","2","3","12","26","105","178","226","297","156","C0000889"
"32","26503","2","3","2","89","124","204","272","347","442","C0000889"
"33","1161","2","3","12","41","116","268","434","468","213","C0000889"
"34","7299","2","3","5","23","18","138","250","332","407","C0000889"
"35","540","2","5","8","63","45","23","103","464","187","C0000889"
"36","3425","2","3","5","80","81","166","454","573","492","C0000889"
"37","2516","2","3","3","19","151","276","91","433","118","C0000889"
"38","51085","2","3","2","48","57","110","141","359","462","C0000889"
"39","4791","2","3","12","41","219","339","156","568","697","C0000889"
"40","54938","2","3","2","110","85","67","76","252","154","C0000889"
"41","1786","2","3","12","19","31","1","426","55","78","C0001122"
"42","2670","2","5","7","27","36","150","341","223","628","C0001122"
"43","2733","2","3","2","22","33","323","66","101","664","C0001122"
"44","28952","2","3","12","41","116","268","434","468","213","C0001126"
"45","5077","2","3","3","19","221","321","428","541","667","C0001126"
"46","6821","2","3","5","114","211","332","175","556","256","C0001126"
"47","355","2","3","7","41","219","339","156","568","697","C0001126"
"48","4784","2","3","2","22","33","261","116","159","211","C0001126"
"49","4047","2","3","3","19","151","276","91","433","118","C0001126"
"50","51339","2","3","12","41","116","268","434","568","605","C0001126"
"51","5424","2","3","12","19","31","261","116","1","86","C0001126"
"52","4534","2","3","5","80","81","296","399","362","468","C0001126"
"53","2812","2","5","7","53","51","342","454","573","492","C0001126"
"54","22891","2","3","12","76","153","40","341","54","75","C0001175"
"55","2072","2","3","12","19","31","261","116","1","86","C0001175"
"56","8643","2","5","3","68","221","197","259","560","422","C0001175"
"57","9031","2","3","12","19","31","1","426","55","78","C0001202"
"58","5832","2","3","2","101","62","189","182","509","252","C0001202"
"59","8195","2","3","12","76","153","76","38","54","75","C0001206"
"60","1352","2","3","2","48","170","50","119","444","556","C0001206"
"61","6899","2","5","7","53","184","335","259","560","373","C0001206"
"62","9990","2","5","8","45","94","199","240","415","666","C0001206"
"63","2153","2","5","7","53","51","342","454","573","492","C0001206"
"64","4867","2","5","7","76","153","40","38","54","75","C0001206"
"65","23534","2","3","2","22","33","323","66","101","136","C0001206"
"66","3848","2","5","7","34","52","225","142","220","298","C0001206"
"67","9394","2","3","2","74","58","112","148","193","263","C0001206"
