"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"10686","2","5","6","42","36","71","177","64","219","C0000768"
"4536","2","3","2","48","170","50","119","444","556","C0000768"
"2743","2","5","8","27","70","99","162","216","290","C0000768"
"5159","2","5","7","53","14","20","25","40","186","C0000768"
"8642","2","5","7","53","51","335","444","560","373","C0000768"
"3081","2","3","2","91","51","3","267","308","429","C0000768"
"10000","2","5","7","53","14","20","34","540","68","C0000768"
"7681","2","3","12","41","116","268","434","468","213","C0000768"
"10058","2","3","5","44","50","209","68","11","141","C0000768"
"11160","2","3","12","41","116","268","423","536","445","C0000768"
"4023","2","3","5","24","51","342","91","20","27","C0000768"
"3043","2","5","7","34","52","216","395","549","116","C0000832"
"9839","2","3","3","19","221","321","428","541","667","C0000832"
"51204","2","3","2","48","170","50","119","444","556","C0000832"
"23111","2","3","12","41","219","339","156","568","697","C0000887"
"6201","2","3","2","110","85","237","433","547","671","C0000887"
"6674","2","3","12","48","57","50","38","54","462","C0000887"
"1440","2","5","7","53","51","119","25","489","416","C0000887"
"5308","2","3","3","19","221","321","428","541","667","C0000887"
"8287","2","3","12","41","219","339","156","568","605","C0000887"
"5130","2","3","2","85","143","286","51","488","102","C0000889"
"808","2","5","8","63","45","23","103","464","187","C0000889"
"9187","2","5","8","45","94","199","240","415","666","C0000889"
"7227","2","3","12","19","31","276","91","433","118","C0000889"
"10749","2","3","7","76","153","40","38","54","75","C0000889"
"90","2","5","7","53","51","342","259","423","389","C0000889"
"9927","2","3","12","19","31","118","155","287","116","C0000889"
"2132","2","3","2","74","58","112","148","193","263","C0000889"
"2074","2","3","12","19","31","1","426","55","78","C0000889"
"5167","2","3","5","32","93","163","207","303","126","C0000889"
"10847","2","3","12","19","31","1","426","55","78","C0000889"
"7401","2","5","7","60","83","101","126","170","224","C0000889"
"3897","2","5","7","53","51","335","444","560","373","C0000889"
"9897","2","3","12","76","18","75","38","1","212","C0000889"
"29110","2","3","12","41","219","339","156","568","697","C0000889"
"2178","2","3","12","19","31","261","116","1","86","C0000889"
"760","2","3","5","35","41","77","40","78","178","C0000889"
"5015","2","3","3","19","221","321","428","541","667","C0000889"
"175","2","3","7","34","52","216","395","549","674","C0000889"
"5077","2","3","3","19","221","321","428","541","667","C0000889"
"462","2","5","7","53","51","342","454","573","492","C0001122"
"7299","2","3","5","23","18","138","250","332","407","C0001122"
"7518","2","3","12","19","31","261","116","1","86","C0001122"
"6299","2","3","12","19","221","321","428","541","667","C0001126"
"26119","2","5","7","60","14","184","341","544","669","C0001126"
"3815","2","5","7","53","14","20","25","40","186","C0001126"
"2876","2","3","5","80","81","110","378","173","229","C0001126"
"53947","2","3","2","78","114","192","254","319","408","C0001126"
"3973","2","5","4","68","96","326","427","548","672","C0001126"
"4758","2","3","7","34","52","216","395","549","517","C0001126"
"4247","2","3","2","68","67","320","98","180","279","C0001126"
"4436","2","3","12","19","31","261","116","1","86","C0001126"
"6247","2","5","7","53","51","342","454","573","492","C0001126"
"355","2","3","7","41","219","339","156","568","697","C0001175"
"6473","2","3","3","19","221","321","428","541","667","C0001175"
"26227","2","3","2","41","137","44","208","81","108","C0001175"
"190","2","3","3","19","151","276","91","433","118","C0001202"
"54361","2","5","3","68","221","197","259","560","422","C0001202"
"58","2","5","8","63","45","23","103","464","187","C0001206"
"2038","2","5","7","11","142","225","142","220","116","C0001206"
"2705","2","3","12","76","153","40","38","54","75","C0001206"
"1352","2","3","2","48","170","50","119","444","556","C0001206"
"9817","2","3","12","41","116","268","434","468","213","C0001206"
"176","2","5","7","53","51","342","454","573","492","C0001206"
"55670","2","3","5","43","161","305","409","208","482","C0001206"
"2260","2","5","7","53","14","20","25","40","186","C0001206"
"7403","2","3","12","19","31","1","426","55","78","C0001206"
"10083","2","5","7","42","36","71","177","223","219","C0001206"
"1174","2","5","7","60","153","184","341","544","669","C0001206"
"3764","2","5","8","63","36","166","106","110","158","C0001206"
"1410","2","3","12","63","45","23","38","54","187","C0001206"
"4436","2","3","12","19","31","261","116","1","86","C0001206"
"4921","2","5","7","53","14","20","25","573","186","C0001206"
"3166","2","3","3","19","221","321","428","541","667","C0001206"
"6197","2","3","12","19","14","20","34","540","68","C0001206"
"7421","2","3","3","19","151","276","91","433","118","C0001339"
"7474","2","5","3","68","221","184","259","544","669","C0001339"
"8777","2","5","7","42","36","71","177","223","219","C0001339"
"4313","2","5","7","53","51","342","454","573","492","C0001403"
"9632","2","3","7","60","153","40","38","54","203","C0001403"
"26235","2","3","12","41","116","268","434","468","213","C0001403"
"2717","2","3","7","34","52","216","395","549","674","C0001403"
"6775","2","5","7","53","14","119","25","40","186","C0001403"
"2296","2","3","3","19","221","321","428","541","667","C0001403"
"1999","2","3","3","19","221","321","428","148","667","C0001403"
"2934","2","5","7","34","52","216","395","549","674","C0001403"
"54344","2","3","2","61","77","142","176","280","363","C0001403"
"3954","2","3","2","48","170","67","119","444","593","C0001403"
"7531","2","3","2","48","170","110","329","251","533","C0001403"
"1440","2","5","7","53","51","119","25","489","416","C0001403"
"9791","2","3","8","45","94","199","240","415","666","C0001403"
"1499","2","3","12","19","221","197","259","560","422","C0001403"
"29760","2","5","7","53","14","20","25","40","186","C0001403"
"3426","2","5","7","53","51","119","395","549","674","C0001403"
