"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","3239","2","3","3","19","221","321","428","541","667","C0000768"
"2","652","2","5","7","53","51","342","454","573","492","C0000768"
"3","7421","2","3","3","19","151","276","91","433","118","C0000768"
"4","3762","2","5","8","63","36","166","106","110","158","C0000768"
"5","3953","2","5","7","53","14","20","25","40","186","C0000768"
"6","4621","2","5","8","63","45","23","103","464","187","C0000768"
"7","8200","2","5","7","53","51","342","259","423","389","C0000768"
"8","1147","2","3","12","41","219","339","156","568","697","C0000768"
"9","669","2","3","5","90","167","266","441","106","616","C0000768"
"10","189","2","3","5","43","161","305","409","208","482","C0000768"
"11","5982","2","3","12","19","31","261","116","1","86","C0000768"
"12","224","2","3","5","50","47","39","202","19","233","C0000832"
"13","7248","2","3","2","48","57","110","141","359","462","C0000832"
"14","1106","2","3","12","19","31","1","426","55","78","C0000832"
"15","5826","2","3","7","48","161","105","139","186","245","C0000887"
"16","8200","2","5","7","53","51","342","259","423","389","C0000887"
"17","7298","2","3","12","76","153","40","38","54","75","C0000887"
"18","1785","2","5","7","60","14","184","341","544","669","C0000887"
"19","338","2","5","7","53","51","342","454","573","492","C0000887"
"20","23592","2","3","12","26","105","342","259","423","389","C0000887"
"21","9401","2","3","12","76","31","261","116","1","86","C0000889"
"22","4534","2","3","5","80","81","296","399","362","468","C0000889"
"23","9289","2","5","4","68","96","326","427","548","672","C0000889"
"24","2969","2","3","12","19","31","276","91","433","118","C0000889"
"25","5122","2","5","4","27","36","184","141","359","411","C0000889"
"26","5468","2","3","3","19","151","276","91","433","118","C0000889"
"27","4323","2","5","7","53","51","342","454","573","492","C0000889"
"28","1760","2","5","8","63","14","20","34","540","68","C0000889"
"29","6662","2","3","3","19","221","321","428","541","667","C0000889"
"30","5970","2","3","12","19","31","276","91","433","118","C0000889"
"31","2492","2","5","4","68","96","326","427","548","672","C0000889"
"32","55651","2","3","2","110","85","237","433","547","671","C0000889"
"33","1938","2","3","7","34","52","216","395","549","671","C0000889"
"34","2737","2","3","12","19","116","321","428","54","667","C0000889"
"35","6392","2","3","2","48","170","50","119","444","556","C0000889"
"36","3425","2","3","5","80","81","166","454","573","492","C0000889"
"37","10195","2","3","2","48","69","99","162","216","290","C0000889"
"38","1584","2","3","5","79","159","256","276","353","456","C0000889"
"39","805","2","5","8","53","45","20","34","464","187","C0000889"
"40","23451","2","3","2","22","33","323","66","101","136","C0000889"
"41","6497","2","5","3","19","221","342","259","423","389","C0001122"
"42","1421","2","3","6","63","45","160","362","177","673","C0001122"
"43","191","2","3","5","80","81","105","426","129","690","C0001122"
"44","5125","2","5","6","11","51","225","142","220","298","C0001126"
"45","3575","2","5","7","53","51","184","341","544","669","C0001126"
"46","9342","2","5","7","34","52","216","395","549","674","C0001126"
"47","3914","2","5","7","53","51","342","454","573","492","C0001126"
"48","1280","2","5","7","53","51","342","454","573","492","C0001126"
"49","2316","2","5","7","53","51","342","454","573","702","C0001126"
"50","9401","2","3","12","76","31","261","116","1","86","C0001126"
"51","3479","2","5","7","53","51","342","454","573","492","C0001126"
"52","2261","2","5","7","53","14","20","25","40","186","C0001126"
"53","58","2","5","8","63","45","23","103","464","187","C0001126"
"54","2720","2","3","7","34","52","216","395","21","599","C0001175"
"55","4000","2","3","12","26","105","178","226","297","156","C0001175"
"56","51119","2","3","2","110","85","237","433","547","671","C0001175"
"57","6657","2","3","12","19","221","321","428","541","667","C0001202"
"58","7124","2","3","12","41","219","339","156","568","697","C0001202"
"59","1277","2","5","7","53","51","342","454","573","492","C0001206"
"60","6736","2","3","12","19","31","276","91","433","667","C0001206"
"61","3977","2","5","7","53","51","119","25","40","416","C0001206"
"62","2316","2","5","7","53","51","342","454","573","702","C0001206"
"63","28958","2","3","2","48","170","50","119","444","556","C0001206"
"64","26277","2","3","12","19","31","1","426","1","78","C0001206"
"65","117155","2","5","8","63","142","225","306","390","158","C0001206"
"66","2632","2","3","2","28","22","48","232","82","114","C0001206"
"67","857","2","5","7","53","45","23","57","83","422","C0001206"
"68","4669","2","3","5","80","81","166","454","453","492","C0001206"
"69","1302","2","5","7","53","51","342","454","573","492","C0001206"
"70","773","2","5","8","27","36","166","341","223","628","C0001206"
"71","1290","2","5","7","53","51","342","454","573","492","C0001206"
"72","1813","2","5","4","68","96","326","427","548","672","C0001206"
"73","6591","2","3","12","19","31","1","426","55","78","C0001206"
"74","1593","2","3","5","79","152","273","157","333","277","C0001206"
"75","6392","2","3","2","48","170","50","119","444","556","C0001206"
"76","4854","2","5","7","53","51","143","428","236","667","C0001339"
"77","1736","2","3","2","110","85","237","433","547","671","C0001339"
"78","2690","2","5","7","53","14","20","25","40","186","C0001339"
