"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"4000","2","3","12","26","105","178","226","297","156","C0000768"
"6683","2","3","12","76","153","40","38","54","75","C0000768"
"1230","2","5","4","68","96","326","427","548","672","C0000768"
"1813","2","5","4","68","96","326","427","548","672","C0000768"
"5194","2","3","5","43","161","305","409","208","482","C0000768"
"6569","2","3","8","45","94","199","240","415","666","C0000768"
"1947","2","5","7","53","51","20","25","560","373","C0000768"
"4000","2","3","12","26","105","178","226","297","156","C0000768"
"2668","2","5","7","53","14","20","25","40","186","C0000768"
"959","2","5","7","53","51","119","395","549","674","C0000768"
"2950","2","5","7","34","52","216","395","549","674","C0000768"
"3110","2","3","3","19","221","321","428","541","667","C0000832"
"5447","2","3","5","91","214","271","372","471","586","C0000832"
"5160","2","3","2","67","92","293","55","75","311","C0000832"
"54499","2","3","2","48","170","50","119","444","593","C0000887"
"26123","2","3","2","76","153","40","38","54","75","C0000887"
"2350","2","5","5","27","51","335","444","560","373","C0000887"
"444","2","5","8","63","45","23","34","464","187","C0000887"
"2542","2","3","5","80","81","296","399","500","577","C0000887"
"5095","2","3","2","48","40","130","166","127","173","C0000887"
"6125","2","3","2","110","85","237","433","547","671","C0000889"
"8820","2","3","3","19","221","321","428","541","667","C0000889"
"4854","2","5","7","53","51","143","428","236","667","C0000889"
"760","2","3","5","35","41","77","40","78","178","C0000889"
"3730","2","5","7","53","14","20","25","40","186","C0000889"
"7480","2","5","3","68","221","197","259","560","422","C0000889"
"10011","2","3","12","19","31","276","91","433","118","C0000889"
"55624","2","3","2","78","123","194","255","215","412","C0000889"
"6310","2","3","12","22","142","225","366","362","468","C0000889"
"54433","2","3","2","110","85","237","433","547","671","C0000889"
"8398","2","3","5","116","183","40","38","352","455","C0000889"
"7287","2","5","7","11","142","71","341","560","219","C0000889"
"10083","2","5","7","42","36","71","177","223","219","C0000889"
"1813","2","5","4","68","96","326","427","548","672","C0000889"
"1286","2","5","7","53","51","342","454","573","492","C0000889"
"1716","2","3","2","27","36","150","221","138","188","C0000889"
"5193","2","3","5","43","161","305","409","208","482","C0000889"
"9780","2","3","2","48","96","326","246","444","666","C0000889"
"5573","2","3","12","19","184","118","155","287","116","C0000889"
"8216","2","3","12","41","119","330","214","454","144","C0000889"
"2153","2","5","7","53","51","342","454","573","492","C0001122"
"2261","2","5","7","53","14","20","25","40","186","C0001122"
"51360","2","3","3","26","35","276","91","433","203","C0001122"
"3614","2","3","7","34","52","216","395","549","674","C0001126"
"23209","2","5","8","63","45","23","103","464","187","C0001126"
"489","2","5","8","63","45","23","103","464","187","C0001126"
"1728","2","3","2","41","116","268","434","568","605","C0001126"
"8660","2","5","7","53","14","20","25","40","186","C0001126"
"1308","2","5","7","53","51","119","454","573","492","C0001126"
"51114","2","5","5","68","96","326","162","216","290","C0001126"
"4598","2","3","2","19","151","276","198","259","427","C0001126"
"10225","2","5","7","53","51","119","395","549","674","C0001126"
"1028","2","3","12","19","31","1","116","1","86","C0001126"
"2178","2","3","12","19","31","261","116","1","86","C0001175"
"467","2","3","12","19","31","276","91","433","118","C0001175"
"462","2","5","7","53","51","342","454","573","492","C0001175"
"94","2","5","7","53","51","342","259","423","389","C0001202"
"5551","2","5","7","53","51","119","395","549","674","C0001202"
"84570","2","5","7","53","51","342","454","573","492","C0001206"
"6664","2","3","3","19","221","321","428","541","667","C0001206"
"5654","2","5","7","53","51","342","454","573","492","C0001206"
"604","2","3","12","19","151","276","91","489","416","C0001206"
"4137","2","3","7","27","36","150","341","223","628","C0001206"
"7299","2","3","5","23","18","138","250","332","407","C0001206"
"2717","2","3","7","34","52","216","395","549","674","C0001206"
"7249","2","3","7","60","57","110","141","359","462","C0001206"
"915","2","5","7","53","51","119","341","544","669","C0001206"
"23545","2","3","5","29","88","132","85","222","346","C0001206"
"1535","2","5","7","34","52","216","395","549","674","C0001206"
"570","2","3","5","43","161","305","409","255","56","C0001206"
"8518","2","3","12","19","31","1","426","55","78","C0001206"
"6135","2","3","2","110","85","237","433","547","671","C0001206"
"1440","2","5","7","53","51","119","25","489","416","C0001206"
"673","2","5","7","53","14","20","34","540","68","C0001206"
"2990","2","3","7","34","52","216","395","549","674","C0001206"
"3106","2","5","7","34","52","119","395","549","674","C0001339"
"4694","2","3","2","48","170","50","119","444","556","C0001339"
"2317","2","5","7","63","45","23","103","287","664","C0001339"
"3039","2","3","5","35","41","118","155","287","116","C0001403"
"7415","2","3","7","34","52","216","395","536","445","C0001403"
"4000","2","3","12","26","105","178","226","297","156","C0001403"
"9907","2","3","5","27","142","335","444","560","214","C0001403"
"805","2","5","8","53","45","20","34","464","187","C0001403"
"2626","2","3","12","19","31","118","155","287","116","C0001403"
"554","2","5","4","68","96","326","427","548","672","C0001403"
"6813","2","5","7","53","51","342","454","573","702","C0001403"
"5727","2","3","12","68","221","197","259","560","422","C0001403"
"3991","2","3","5","80","81","166","57","83","658","C0001403"
"9217","2","3","2","50","47","39","100","321","255","C0001403"
"2317","2","5","7","63","45","23","103","287","664","C0001403"
"3549","2","5","3","53","51","197","259","560","422","C0001403"
"1747","2","3","3","19","221","321","428","541","667","C0001403"
"1373","2","3","8","84","97","167","210","271","536","C0001403"
"6341","2","3","2","48","170","50","119","444","556","C0001403"
"10269","2","3","2","48","182","50","119","444","556","C0001403"
"183","2","5","4","68","96","326","427","548","672","C0001403"
"7681","2","3","12","41","116","268","434","468","213","C0001430"
"659","2","5","7","53","14","20","259","423","389","C0001430"
"2201","2","5","7","53","51","342","454","573","492","C0001430"
"871","2","5","7","53","51","342","454","573","492","C0001430"
"617","2","3","2","48","170","50","304","167","593","C0001430"
"6792","2","5","7","53","14","20","34","540","68","C0001430"
"11285","2","3","2","74","205","191","396","408","620","C0001430"
"54487","2","3","2","22","33","323","66","101","136","C0001430"
"4072","2","5","7","53","51","119","454","573","492","C0001430"
"8553","2","3","12","19","151","276","91","433","118","C0001430"
"10312","2","3","7","34","52","216","395","549","674","C0001430"
"7531","2","3","2","48","170","110","329","251","533","C0001430"
"2688","2","5","7","53","51","119","25","40","186","C0001430"
"2071","2","3","12","19","31","261","116","159","211","C0001430"
"3945","2","3","2","62","137","76","136","212","286","C0001430"
"132789","2","3","5","80","81","266","367","500","577","C0001430"
"7373","2","5","7","53","51","342","454","573","492","C0001430"
"6329","2","5","8","63","36","166","341","390","158","C0001430"
"8481","2","3","12","76","153","40","38","54","75","C0001430"
"3569","2","5","7","53","51","342","454","573","416","C0001430"
"54463","2","3","2","48","57","110","141","359","462","C0001430"
"2067","2","3","12","19","31","261","116","1","86","C0001430"
"7040","2","5","7","53","51","342","454","573","492","C0001430"
"8322","2","5","3","68","221","184","259","544","669","C0001430"
"4436","2","3","12","19","31","261","116","1","86","C0001430"
"1161","2","3","12","41","116","268","434","468","213","C0001430"
"811","2","3","2","41","116","342","423","536","342","C0001430"
"2521","2","3","2","22","33","323","66","101","136","C0001430"
"7048","2","5","7","53","51","342","259","423","389","C0001430"
"51715","2","5","7","60","54","24","30","46","72","C0001430"
"2731","2","3","2","106","104","214","234","67","53","C0001430"
"6657","2","3","12","19","221","321","428","541","667","C0001430"
"4621","2","5","8","63","45","23","103","464","187","C0001618"
"3758","2","5","8","63","36","166","106","110","158","C0001618"
"5308","2","3","3","19","221","321","428","541","667","C0001618"
"5468","2","3","3","19","151","276","91","433","118","C0001621"
"10806","2","3","12","76","153","40","38","54","75","C0001621"
"613","2","5","7","60","54","24","30","46","72","C0001623"
"2072","2","3","12","19","31","261","116","1","86","C0001623"
"8216","2","3","12","41","119","330","214","454","144","C0001623"
"170680","2","1","6","11","142","225","142","220","298","C0001623"
"5624","2","5","7","53","51","342","454","573","492","C0001623"
"5149","2","3","5","68","38","16","477","596","725","C0001623"
"9719","2","5","7","53","51","342","454","573","492","C0001623"
"4771","2","5","7","60","36","71","177","64","215","C0001623"
"3077","2","5","7","53","51","119","395","549","674","C0001623"
"3586","2","5","7","53","51","119","25","489","416","C0001624"
"50846","2","3","3","68","221","197","259","560","422","C0001624"
"5048","2","3","12","76","153","40","38","54","75","C0001624"
"9581","2","3","5","27","36","150","76","223","628","C0001624"
"22931","2","5","7","34","54","24","30","46","72","C0001624"
"4221","2","3","12","19","31","342","454","573","492","C0001624"
"5144","2","3","4","68","96","326","427","548","672","C0001624"
"6575","2","3","8","45","94","199","240","415","666","C0001624"
"1848","2","3","5","42","81","296","399","201","274","C0001624"
"3767","2","5","8","63","36","166","106","110","158","C0001624"
"2706","2","3","12","76","153","40","38","54","75","C0001624"
"55005","2","3","2","68","96","326","427","429","544","C0001627"
"1678","2","3","2","48","170","50","304","167","593","C0001627"
"26191","2","5","7","53","14","20","25","40","186","C0001627"
"1807","2","3","5","80","23","186","79","560","273","C0001627"
"64581","2","5","7","53","51","119","395","549","674","C0001627"
"6529","2","5","8","45","94","199","240","415","666","C0001627"
"4089","2","3","12","19","219","339","259","423","605","C0001627"
"4920","2","5","7","53","14","20","259","560","373","C0001627"
"8815","2","3","12","22","33","323","66","444","664","C0001627"
"26154","2","3","5","47","144","185","238","310","392","C0001627"
"8493","2","3","12","19","31","293","116","201","664","C0001627"
"1235","2","5","4","68","96","326","427","548","672","C0001723"
"3265","2","5","7","60","54","24","30","46","72","C0001723"
"2218","2","5","2","53","123","194","255","560","373","C0001723"
"5092","2","3","5","80","81","166","236","308","390","C0001723"
"3981","2","3","12","19","31","261","116","1","86","C0001723"
"411","2","3","7","34","52","216","395","549","674","C0001723"
"472","2","3","12","19","31","261","116","1","86","C0001733"
"10195","2","3","2","48","69","99","162","216","290","C0001733"
"7353","2","3","12","41","219","339","156","568","605","C0001733"
"7274","2","3","5","43","161","99","162","216","290","C0001768"
"7018","2","5","7","53","51","342","454","573","669","C0001768"
"3930","2","3","2","22","33","323","66","3","464","C0001768"
"23451","2","3","2","22","33","323","66","101","136","C0001768"
"1747","2","3","3","19","221","321","428","541","667","C0001768"
"2121","2","3","12","41","116","268","434","568","605","C0001768"
"5594","2","5","7","34","14","20","34","540","274","C0001768"
"5573","2","3","12","19","184","118","155","287","116","C0001768"
"7048","2","5","7","53","51","342","259","423","389","C0001768"
"51422","2","3","2","48","57","110","141","359","462","C0001768"
"4512","2","3","2","48","170","110","141","359","8","C0001768"
"27245","2","3","6","22","142","225","366","362","468","C0001768"
"103","2","3","2","110","184","119","156","287","116","C0001768"
"9401","2","3","12","76","31","261","116","1","86","C0001768"
"5048","2","3","12","76","153","40","38","54","75","C0001768"
"8647","2","3","5","46","158","252","352","449","563","C0001768"
"1896","2","5","12","41","219","339","156","568","697","C0001815"
"5159","2","5","7","53","14","20","25","40","186","C0001815"
"6572","2","3","7","60","14","184","341","544","669","C0001816"
"5116","2","3","12","76","153","40","38","54","75","C0001816"
"538","2","3","8","63","45","23","103","464","187","C0001816"
"5443","2","5","4","68","96","326","427","548","672","C0001818"
"367","2","3","12","19","31","276","91","433","118","C0001818"
"7436","2","5","7","53","51","342","341","544","669","C0001818"
"8450","2","3","12","41","116","268","434","468","213","C0001818"
"51025","2","3","2","48","170","50","304","167","593","C0001824"
"5111","2","3","12","19","31","261","116","1","86","C0001824"
"10815","2","5","7","60","36","71","341","223","666","C0001824"
"1583","2","3","5","79","152","273","375","100","589","C0001824"
"9451","2","3","2","110","51","335","226","297","380","C0001883"
"270","2","3","5","33","21","47","84","261","246","C0001883"
"6683","2","3","12","76","153","40","38","54","75","C0001883"
"2639","2","3","2","71","148","34","160","115","164","C0001916"
"50846","2","3","3","68","221","197","259","560","422","C0001916"
"3763","2","5","8","63","36","166","106","110","158","C0001916"
"9241","2","5","7","53","51","342","259","423","389","C0001916"
"9179","2","5","7","60","18","184","341","544","669","C0001916"
"2767","2","5","4","68","96","326","427","548","672","C0001916"
"4893","2","5","7","34","52","24","30","46","72","C0001916"
"1528","2","3","5","91","214","271","372","471","586","C0001916"
"5354","2","5","7","27","36","150","341","223","628","C0001916"
