"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"6389","2","3","2","48","170","50","119","444","556","C0000768"
"3930","2","3","2","22","33","323","66","3","464","C0000768"
"5063","2","5","7","53","14","20","34","540","68","C0000768"
"4626","2","5","8","63","45","23","103","464","187","C0000768"
"1137","2","5","8","27","70","99","162","216","290","C0000768"
"5190","2","3","5","43","161","305","409","208","482","C0000768"
"6638","2","3","2","22","33","323","66","101","136","C0000768"
"5728","2","3","5","80","81","339","156","568","605","C0000768"
"1636","2","3","5","80","81","166","397","418","568","C0000768"
"1855","2","5","12","76","153","197","259","560","422","C0000768"
"6403","2","5","7","53","51","342","454","573","702","C0000768"
"2776","2","5","4","68","96","326","427","548","672","C0000832"
"51314","2","3","2","76","153","178","378","54","229","C0000832"
"1493","2","5","7","53","51","119","25","40","186","C0000832"
"7050","2","3","12","19","31","321","428","541","667","C0000887"
"5106","2","3","2","67","92","293","55","500","577","C0000887"
"3814","2","5","4","68","96","326","427","548","672","C0000887"
"4893","2","5","7","34","52","24","30","46","72","C0000887"
"324","2","3","12","41","219","197","70","255","422","C0000887"
"3553","2","5","7","53","51","119","25","489","416","C0000887"
"80199","2","3","12","76","153","40","38","54","75","C0000889"
"53834","2","5","7","53","51","342","454","573","492","C0000889"
"26119","2","5","7","60","14","184","341","544","669","C0000889"
"875","2","3","5","80","137","44","21","451","316","C0000889"
"6655","2","5","7","60","54","24","30","46","72","C0000889"
"6891","2","3","12","41","116","119","156","568","116","C0000889"
"6909","2","5","7","53","51","335","444","560","373","C0000889"
"658","2","5","7","53","51","342","259","423","389","C0000889"
"3949","2","5","7","60","14","184","341","544","669","C0000889"
"5290","2","3","7","53","14","20","25","40","186","C0000889"
"51010","2","3","2","110","85","237","433","547","671","C0000889"
"270","2","3","5","33","21","47","84","261","246","C0000889"
"6697","2","3","2","69","91","75","204","267","352","C0000889"
"23224","2","3","12","19","31","1","426","55","78","C0000889"
"4322","2","5","7","53","51","342","454","573","492","C0000889"
"5195","2","3","5","43","161","305","409","208","482","C0000889"
"23093","2","3","12","76","153","40","38","54","75","C0000889"
"178","2","3","7","34","52","216","395","549","674","C0000889"
"5156","2","5","7","53","14","20","25","40","186","C0000889"
"4852","2","5","4","68","96","326","427","548","672","C0000889"
"7531","2","3","2","48","170","110","329","251","533","C0001122"
"8822","2","5","7","53","14","20","25","40","186","C0001122"
"207","2","3","7","53","14","20","34","489","416","C0001122"
"9215","2","5","2","27","36","150","430","215","628","C0001126"
"2992","2","3","7","34","52","216","395","549","674","C0001126"
"2899","2","5","4","68","96","326","427","548","672","C0001126"
"5626","2","3","3","19","221","321","428","541","667","C0001126"
"3832","2","3","12","76","153","40","38","54","75","C0001126"
"23414","2","3","12","19","31","118","155","287","116","C0001126"
"8518","2","3","12","19","31","1","426","55","78","C0001126"
"2354","2","3","12","19","31","1","426","55","78","C0001126"
"1499","2","3","12","19","221","197","259","560","422","C0001126"
"3763","2","5","8","63","36","166","106","110","158","C0001126"
"4893","2","5","7","34","52","24","30","46","72","C0001175"
"7353","2","3","12","41","219","339","156","568","605","C0001175"
"23169","2","3","2","78","205","112","430","429","544","C0001175"
"4591","2","3","12","41","116","268","434","468","213","C0001202"
"473","2","3","12","19","31","1","426","55","78","C0001202"
"6899","2","5","7","53","184","335","259","560","373","C0001206"
"26277","2","3","12","19","31","1","426","1","78","C0001206"
"5573","2","3","12","19","184","118","155","287","116","C0001206"
"4514","2","3","2","48","57","110","141","359","5","C0001206"
"51004","2","3","5","48","74","135","171","227","63","C0001206"
"7015","2","3","12","19","31","1","426","55","78","C0001206"
"55131","2","3","2","110","85","237","433","547","671","C0001206"
"10585","2","5","2","27","206","324","430","215","290","C0001206"
"735","2","5","7","53","51","119","395","549","674","C0001206"
"6310","2","3","12","22","142","225","366","362","468","C0001206"
"7681","2","3","12","41","116","268","434","468","213","C0001206"
"788","2","3","2","45","151","199","240","415","666","C0001206"
"7056","2","5","7","53","51","119","454","573","492","C0001206"
"27019","2","3","12","76","153","40","38","54","75","C0001206"
"25886","2","3","12","76","153","76","136","472","435","C0001206"
"2566","2","5","8","27","70","99","162","216","290","C0001206"
"3730","2","5","7","53","14","20","25","40","186","C0001206"
"22954","2","3","12","41","116","268","434","468","213","C0001339"
"6341","2","3","2","48","170","50","119","444","556","C0001339"
"9915","2","3","3","27","151","276","91","433","118","C0001339"
"53904","2","5","7","53","14","20","34","540","68","C0001403"
"4358","2","3","5","43","161","305","409","208","482","C0001403"
"81693","2","5","7","48","51","105","139","186","245","C0001403"
"3717","2","5","7","53","14","20","25","40","186","C0001403"
"5251","2","3","5","80","81","296","474","593","722","C0001403"
"931","2","5","7","53","14","119","156","287","116","C0001403"
"5896","2","3","12","41","116","268","434","568","605","C0001403"
"11280","2","5","8","63","36","166","341","390","158","C0001403"
"11284","2","3","12","19","31","261","116","1","86","C0001403"
"51702","2","3","12","19","31","1","426","55","78","C0001403"
"919","2","5","7","53","14","119","25","40","186","C0001403"
"54567","2","5","7","53","51","143","428","236","667","C0001403"
"7297","2","5","7","53","184","119","25","40","186","C0001403"
"641","2","3","12","19","31","261","116","1","86","C0001403"
"2200","2","5","7","53","51","342","454","573","492","C0001403"
"2317","2","5","7","63","45","23","103","287","664","C0001403"
