"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","27031","2","3","6","11","142","225","38","331","506","C0000768"
"2","3730","2","5","7","53","14","20","25","40","186","C0000768"
"3","4137","2","3","7","27","36","150","341","223","628","C0000768"
"4","1281","2","5","7","53","51","342","454","573","492","C0000768"
"5","2074","2","3","12","19","31","1","426","55","78","C0000768"
"6","23426","2","5","7","42","36","71","177","223","219","C0000768"
"7","8452","2","3","12","41","116","268","434","468","213","C0000768"
"8","6657","2","3","12","19","221","321","428","541","667","C0000768"
"9","6696","2","5","7","53","51","342","454","573","492","C0000768"
"10","6834","2","3","2","48","170","50","119","444","556","C0000768"
"11","3588","2","5","7","53","51","119","25","40","186","C0000768"
"12","51360","2","3","3","26","35","276","91","433","203","C0000832"
"13","2138","2","3","12","19","31","1","426","55","78","C0000832"
"14","9928","2","3","12","76","153","40","38","54","75","C0000832"
"15","1294","2","5","7","53","51","342","454","573","492","C0000887"
"16","5396","2","3","3","19","221","321","428","541","667","C0000887"
"17","50940","2","3","4","68","96","326","427","548","672","C0000887"
"18","2812","2","5","7","53","51","342","454","573","492","C0000887"
"19","6197","2","3","12","19","14","20","34","540","68","C0000887"
"20","3576","2","5","4","68","96","326","427","548","672","C0000887"
"21","51204","2","3","2","48","170","50","119","444","556","C0000889"
"22","9896","2","3","5","80","81","296","399","201","274","C0000889"
"23","673","2","5","7","53","14","20","34","540","68","C0000889"
"24","2706","2","3","12","76","153","40","38","54","75","C0000889"
"25","7132","2","3","12","41","219","339","156","568","697","C0000889"
"26","2937","2","3","2","83","171","97","381","478","597","C0000889"
"27","23203","2","3","5","80","81","50","304","167","593","C0000889"
"28","2316","2","5","7","53","51","342","454","573","702","C0000889"
"29","7476","2","5","3","68","221","197","259","560","422","C0000889"
"30","51082","2","3","2","19","31","1","426","55","78","C0000889"
"31","7415","2","3","7","34","52","216","395","536","445","C0000889"
"32","7033","2","3","12","19","31","1","426","55","78","C0000889"
"33","1493","2","5","7","53","51","119","25","40","186","C0000889"
"34","8891","2","3","2","110","85","237","433","547","671","C0000889"
"35","3265","2","5","7","60","54","24","30","46","72","C0000889"
"36","26160","2","3","12","76","153","40","38","54","75","C0000889"
"37","3909","2","5","7","53","51","342","454","573","492","C0000889"
"38","8878","2","3","12","41","219","339","156","568","697","C0000889"
"39","8626","2","3","3","19","221","321","428","541","667","C0000889"
"40","2261","2","5","7","53","14","20","25","40","186","C0000889"
"41","9935","2","3","12","19","31","1","426","55","78","C0001122"
"42","51360","2","3","3","26","35","276","91","433","203","C0001122"
"43","9049","2","3","3","41","151","276","378","271","356","C0001122"
"44","4893","2","5","7","34","52","24","30","46","72","C0001126"
"45","726","2","5","7","53","51","342","454","573","492","C0001126"
"46","10371","2","5","7","53","51","342","79","560","373","C0001126"
"47","5604","2","5","7","53","14","20","34","540","68","C0001126"
"48","1719","2","3","2","76","153","40","116","54","75","C0001126"
"49","8214","2","3","6","11","142","225","142","220","298","C0001126"
"50","2969","2","3","12","19","31","276","91","433","118","C0001126"
"51","57560","2","3","12","76","153","40","38","54","75","C0001126"
"52","51062","2","5","7","27","36","150","402","489","373","C0001126"
"53","27030","2","3","12","19","31","1","426","55","78","C0001126"
"54","54805","2","5","7","26","94","85","189","247","333","C0001175"
"55","53834","2","5","7","53","51","342","454","573","492","C0001175"
"56","1301","2","5","7","53","51","342","454","573","492","C0001175"
"57","51741","2","3","2","22","33","323","66","101","127","C0001202"
"58","51085","2","3","2","48","57","110","141","359","462","C0001202"
"59","3763","2","5","8","63","36","166","106","110","158","C0001206"
"60","4851","2","3","12","19","221","143","428","236","667","C0001206"
"61","143689","2","3","2","22","33","323","66","101","136","C0001206"
"62","3549","2","5","3","53","51","197","259","560","422","C0001206"
"63","2812","2","5","7","53","51","342","454","573","492","C0001206"
"64","3977","2","5","7","53","51","119","25","40","416","C0001206"
"65","472","2","3","12","19","31","261","116","1","86","C0001206"
"66","6314","2","3","12","19","31","1","426","568","78","C0001206"
"67","3815","2","5","7","53","14","20","25","40","186","C0001206"
"68","3586","2","5","7","53","51","119","25","489","416","C0001206"
"69","5824","2","3","5","47","144","185","238","310","392","C0001206"
"70","51594","2","3","7","76","153","40","38","54","75","C0001206"
"71","2697","2","3","7","76","153","40","38","54","75","C0001206"
"72","411","2","3","7","34","52","216","395","549","674","C0001206"
"73","3909","2","5","7","53","51","342","454","573","492","C0001206"
"74","4803","2","5","7","60","54","24","30","46","72","C0001206"
"75","3930","2","3","2","22","33","323","66","3","464","C0001206"
"76","55812","2","3","12","76","181","160","38","54","75","C0001339"
"77","5159","2","5","7","53","14","20","25","40","186","C0001339"
"78","2218","2","5","2","53","123","194","255","560","373","C0001339"
"79","4990","2","3","3","19","221","321","428","541","667","C0001403"
"80","5130","2","3","2","85","143","286","51","488","102","C0001403"
"81","4160","2","5","4","68","96","326","427","548","672","C0001403"
"82","1401","2","5","7","53","51","119","395","573","492","C0001403"
"83","10161","2","5","4","68","96","326","427","548","672","C0001403"
"84","2626","2","3","12","19","31","118","155","287","116","C0001403"
"85","6622","2","3","7","27","36","150","341","223","628","C0001403"
"86","338","2","5","7","53","51","342","454","573","492","C0001403"
"87","6899","2","5","7","53","184","335","259","560","373","C0001403"
"88","4846","2","3","5","41","219","75","243","44","64","C0001403"
"89","25913","2","3","12","19","31","261","116","1","78","C0001403"
"90","4053","2","5","7","53","51","342","454","573","492","C0001403"
"91","4322","2","5","7","53","51","342","454","573","492","C0001403"
"92","1482","2","3","3","19","221","321","428","541","667","C0001403"
"93","538","2","3","8","63","45","23","103","464","187","C0001403"
"94","1776","2","5","7","105","219","261","402","129","215","C0001403"
"95","644","2","3","2","42","49","93","192","253","338","C0001403"
"96","4747","2","5","7","27","36","150","341","223","628","C0001403"
"97","9820","2","3","12","41","116","268","434","468","213","C0001430"
"98","5979","2","5","7","53","14","20","25","40","186","C0001430"
"99","5476","2","3","7","34","52","216","395","152","310","C0001430"
"100","7015","2","3","12","19","31","1","426","55","78","C0001430"
"101","4952","2","3","5","60","54","184","30","544","669","C0001430"
"102","2161","2","5","7","68","51","119","395","549","674","C0001430"
