"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","3718","2","5","7","53","14","20","25","40","186","C0000768"
"2","10661","2","3","12","19","31","1","426","55","78","C0000768"
"3","5925","2","3","12","19","31","1","426","55","78","C0000768"
"4","3119","2","5","7","53","153","119","156","287","116","C0000768"
"5","3691","2","5","7","53","51","342","454","573","492","C0000768"
"6","5193","2","3","5","43","161","305","409","208","482","C0000768"
"7","6295","2","3","4","68","45","272","427","518","621","C0000768"
"8","54332","2","3","2","60","170","40","98","66","203","C0000768"
"9","547","2","3","7","76","153","40","38","54","75","C0000768"
"10","2626","2","3","12","19","31","118","155","287","116","C0000768"
"11","64240","2","3","5","47","144","185","238","310","392","C0000768"
"12","7287","2","5","7","11","142","71","341","560","219","C0000832"
"13","23556","2","3","2","61","77","142","176","235","317","C0000832"
"14","72","2","5","8","63","45","23","103","464","187","C0000832"
"15","1962","2","3","5","43","161","305","409","208","482","C0000887"
"16","6899","2","5","7","53","184","335","259","560","373","C0000887"
"17","10479","2","5","7","27","36","150","341","223","628","C0000887"
"18","2334","2","5","7","53","14","20","25","40","186","C0000887"
"19","10049","2","3","12","22","219","339","347","271","356","C0000887"
"20","973","2","5","7","53","14","20","25","40","186","C0000887"
"21","1503","2","3","2","76","109","182","235","307","411","C0000889"
"22","51103","2","3","2","48","170","50","119","444","556","C0000889"
"23","51626","2","3","12","76","153","40","38","54","75","C0000889"
"24","3636","2","3","5","80","14","20","25","40","186","C0000889"
"25","10318","2","3","12","41","219","339","156","568","697","C0000889"
"26","3758","2","5","8","63","36","166","106","110","158","C0000889"
"27","10555","2","3","7","34","52","216","395","549","622","C0000889"
"28","10908","2","3","2","97","173","275","377","473","592","C0000889"
"29","5792","2","5","7","53","51","335","444","560","373","C0000889"
"30","3425","2","3","5","80","81","166","454","573","492","C0000889"
"31","26503","2","3","2","89","124","204","272","347","442","C0000889"
"32","10682","2","5","4","68","96","326","48","69","204","C0000889"
"33","3043","2","5","7","34","52","216","395","549","116","C0000889"
"34","2182","2","3","2","67","92","265","284","147","235","C0000889"
"35","23639","2","3","12","41","219","261","136","271","356","C0000889"
"36","11277","2","3","12","19","31","261","116","1","86","C0000889"
"37","2492","2","5","4","68","96","326","427","548","672","C0000889"
"38","715","2","5","7","53","51","119","395","549","674","C0000889"
"39","10585","2","5","2","27","206","324","430","215","290","C0000889"
"40","26503","2","3","2","89","124","204","272","347","442","C0000889"
"41","4625","2","3","8","63","45","23","103","464","187","C0001122"
"42","7051","2","1","6","11","142","225","142","220","298","C0001122"
"43","1311","2","5","7","53","51","342","454","573","492","C0001122"
"44","860","2","3","12","19","31","276","91","433","118","C0001126"
"45","4882","2","3","4","68","96","326","427","548","672","C0001126"
"46","1716","2","3","2","27","36","150","221","138","188","C0001126"
"47","6331","2","5","8","63","36","166","341","223","158","C0001126"
"48","1848","2","3","5","42","81","296","399","201","274","C0001126"
"49","2773","2","5","4","68","96","326","427","548","672","C0001126"
"50","2542","2","3","5","80","81","296","399","500","577","C0001126"
"51","8029","2","5","7","53","51","105","139","186","245","C0001126"
"52","3643","2","5","7","53","14","20","25","40","186","C0001126"
"53","6496","2","3","3","19","221","321","428","541","667","C0001126"
"54","6392","2","3","2","48","170","50","119","444","556","C0001175"
"55","4598","2","3","2","19","151","276","198","259","427","C0001175"
"56","4359","2","5","7","53","51","342","454","573","492","C0001175"
"57","857","2","5","7","53","45","23","57","83","422","C0001202"
"58","23203","2","3","5","80","81","50","304","167","593","C0001202"
"59","3098","2","3","2","90","167","266","367","500","577","C0001206"
"60","55145","2","3","2","22","33","225","142","220","140","C0001206"
"61","1280","2","5","7","53","51","342","454","573","492","C0001206"
"62","2200","2","5","7","53","51","342","454","573","492","C0001206"
"63","546","2","3","12","19","31","261","426","1","86","C0001206"
"64","10269","2","3","2","48","182","50","119","444","556","C0001206"
"65","5591","2","3","12","19","31","261","116","1","86","C0001206"
"66","7157","2","3","12","19","31","261","402","489","551","C0001206"
"67","4221","2","3","12","19","31","342","454","573","492","C0001206"
"68","1130","2","5","7","60","54","326","141","359","462","C0001206"
"69","8893","2","3","2","110","85","237","433","547","671","C0001206"
"70","1019","2","3","12","19","31","1","116","1","86","C0001206"
"71","2969","2","3","12","19","31","276","91","433","118","C0001206"
"72","4704","2","3","2","48","170","50","119","444","556","C0001206"
"73","4312","2","5","7","53","51","342","454","573","492","C0001206"
"74","1836","2","3","2","35","41","94","260","330","375","C0001206"
"75","7468","2","3","12","19","31","1","426","55","78","C0001206"
"76","10815","2","5","7","60","36","71","341","223","666","C0001339"
"77","2710","2","3","2","72","43","179","88","125","382","C0001339"
"78","1109","2","3","2","46","51","227","168","225","490","C0001339"
"79","3690","2","5","7","53","51","342","454","573","492","C0001403"
"80","54209","2","5","7","53","51","119","395","549","674","C0001403"
"81","8643","2","5","3","68","221","197","259","560","422","C0001403"
"82","8722","2","3","7","76","153","40","38","54","75","C0001403"
"83","249","2","3","5","27","51","335","444","560","373","C0001403"
"84","10397","2","3","2","110","81","148","402","51","383","C0001403"
"85","1144","2","5","8","27","70","99","162","216","290","C0001403"
"86","8626","2","3","3","19","221","321","428","541","667","C0001403"
"87","3627","2","5","4","68","96","326","427","548","672","C0001403"
"88","5337","2","3","7","34","52","216","395","552","98","C0001403"
"89","207","2","3","7","53","14","20","34","489","416","C0001403"
"90","6910","2","3","12","19","51","335","444","560","373","C0001403"
"91","2202","2","5","7","53","51","342","454","573","492","C0001403"
"92","5728","2","3","5","80","81","339","156","568","605","C0001403"
"93","2147","2","5","7","68","51","342","454","573","492","C0001403"
"94","55532","2","3","7","25","44","165","101","274","358","C0001403"
"95","10484","2","3","7","60","153","40","38","54","203","C0001403"
"96","6337","2","5","8","63","45","23","34","464","187","C0001403"
"97","10585","2","5","2","27","206","324","430","215","290","C0001430"
"98","779","2","5","8","63","36","166","341","390","158","C0001430"
"99","5605","2","5","7","53","14","20","34","540","68","C0001430"
"100","538","2","3","8","63","45","23","103","464","187","C0001430"
"101","5824","2","3","5","47","144","185","238","310","392","C0001430"
"102","54463","2","3","2","48","57","110","141","359","462","C0001430"
"103","182","2","5","7","53","51","143","428","236","667","C0001430"
"104","7546","2","5","3","19","221","321","79","560","373","C0001430"
"105","2556","2","5","8","27","70","99","162","216","290","C0001430"
"106","4538","2","3","2","48","170","50","119","444","556","C0001430"
"107","5173","2","5","4","68","96","326","427","548","672","C0001430"
"108","54345","2","5","3","19","221","321","428","541","667","C0001430"
"109","4593","2","5","7","53","14","20","454","573","492","C0001430"
"110","8481","2","3","12","76","153","40","38","54","75","C0001430"
"111","5002","2","5","8","45","94","199","240","415","666","C0001430"
"112","8481","2","3","12","76","153","40","38","54","75","C0001430"
"113","4255","2","3","12","19","31","261","116","1","86","C0001430"
"114","51297","2","5","7","34","157","226","350","243","561","C0001430"
"115","2896","2","5","7","34","52","216","395","549","674","C0001430"
"116","1387","2","3","12","19","31","276","91","433","118","C0001430"
"117","930","2","5","7","53","14","119","25","40","186","C0001430"
"118","3304","2","5","7","34","52","216","395","271","356","C0001430"
"119","4129","2","3","5","63","63","120","197","203","350","C0001430"
"120","217","2","3","5","75","120","200","75","230","309","C0001430"
