"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","27436","2","3","12","76","153","40","38","54","75","C0000768"
"2","2206","2","3","12","41","14","20","25","40","186","C0000768"
"3","3745","2","5","8","63","36","166","106","110","158","C0000768"
"4","3329","2","3","2","48","170","50","304","167","593","C0000768"
"5","6399","2","5","7","60","54","24","30","46","72","C0000768"
"6","549","2","3","5","80","81","166","114","155","202","C0000768"
"7","3977","2","5","7","53","51","119","25","40","416","C0000768"
"8","2033","2","3","12","19","31","1","91","433","118","C0000768"
"9","25","2","3","12","19","14","20","25","287","116","C0000768"
"10","1297","2","5","7","53","51","342","454","573","492","C0000768"
"11","9990","2","5","8","45","94","199","240","415","666","C0000768"
"12","6662","2","3","3","19","221","321","428","541","667","C0000832"
"13","7461","2","3","7","60","153","40","38","93","75","C0000832"
"14","22917","2","5","7","11","51","342","454","573","617","C0000832"
"15","8878","2","3","12","41","219","339","156","568","697","C0000887"
"16","23426","2","5","7","42","36","71","177","223","219","C0000887"
"17","2263","2","5","7","53","14","20","25","40","186","C0000887"
"18","7439","2","5","8","63","45","23","34","464","187","C0000887"
"19","10102","2","3","2","48","182","67","76","463","153","C0000887"
"20","8243","2","3","12","76","31","40","38","54","75","C0000887"
"21","9871","2","3","7","60","153","40","38","54","203","C0000889"
"22","8526","2","3","2","63","30","193","306","390","158","C0000889"
"23","1813","2","5","4","68","96","326","427","548","672","C0000889"
"24","1280","2","5","7","53","51","342","454","573","492","C0000889"
"25","5831","2","3","2","101","62","189","182","566","409","C0000889"
"26","9187","2","5","8","45","94","199","240","415","666","C0000889"
"27","10560","2","3","2","65","196","310","127","527","648","C0000889"
"28","1583","2","3","5","79","152","273","375","100","589","C0000889"
"29","8878","2","3","12","41","219","339","156","568","697","C0000889"
"30","26040","2","3","12","19","31","1","116","297","78","C0000889"
"31","2697","2","3","7","76","153","40","38","54","75","C0000889"
"32","4838","2","5","3","53","221","321","259","423","389","C0000889"
"33","5660","2","5","7","34","52","326","427","548","702","C0000889"
