"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","6657","2","3","12","19","221","321","428","541","667","C0000768"
"2","2099","2","3","12","19","151","276","91","433","118","C0000768"
"3","55670","2","3","5","43","161","305","409","208","482","C0000768"
"4","7518","2","3","12","19","31","261","116","1","86","C0000768"
"5","9896","2","3","5","80","81","296","399","201","274","C0000768"
"6","2218","2","5","2","53","123","194","255","560","373","C0000768"
"7","29078","2","3","2","48","170","50","119","444","556","C0000768"
"8","1145","2","5","8","27","70","99","162","216","290","C0000768"
"9","9131","2","3","12","41","219","339","347","271","356","C0000768"
"10","5095","2","3","2","48","40","130","166","127","173","C0000768"
"11","3764","2","5","8","63","36","166","106","110","158","C0000768"
"12","8626","2","3","3","19","221","321","428","541","667","C0000832"
"13","5739","2","5","4","68","96","326","427","548","672","C0000832"
"14","2316","2","5","7","53","51","342","454","573","702","C0000832"
"15","1584","2","3","5","79","159","256","276","353","456","C0000887"
"16","26580","2","5","8","27","70","99","162","216","290","C0000887"
"17","1890","2","3","5","80","81","296","62","94","150","C0000887"
"18","6899","2","5","7","53","184","335","259","560","373","C0000887"
"19","54499","2","3","2","48","170","50","119","444","593","C0000887"
"20","5530","2","3","4","63","45","23","402","518","621","C0000887"
"21","11019","2","3","2","67","92","293","55","75","311","C0000889"
"22","207","2","3","7","53","14","20","34","489","416","C0000889"
"23","2260","2","5","7","53","14","20","25","40","186","C0000889"
"24","6492","2","3","3","19","151","276","91","433","118","C0000889"
"25","2018","2","3","3","19","221","321","428","541","667","C0000889"
"26","7498","2","3","5","80","157","187","159","209","282","C0000889"
"27","3912","2","5","7","53","51","342","454","573","492","C0000889"
"28","79048","2","3","2","110","85","237","433","547","671","C0000889"
"29","2153","2","5","7","53","51","342","454","573","492","C0000889"
"30","2010","2","3","12","26","105","296","226","488","156","C0000889"
"31","3126","2","5","7","53","153","119","156","287","116","C0000889"
"32","4854","2","5","7","53","51","143","428","236","667","C0000889"
"33","51199","2","3","12","76","153","40","38","54","75","C0000889"
"34","9782","2","3","2","22","33","323","66","101","136","C0000889"
"35","23522","2","3","12","19","31","1","426","55","78","C0000889"
"36","5732","2","5","4","68","96","326","427","548","672","C0000889"
"37","25978","2","3","2","48","57","110","141","359","462","C0000889"
"38","10290","2","5","7","53","14","20","34","540","68","C0000889"
"39","6576","2","3","2","45","94","199","240","569","666","C0000889"
"40","64135","2","3","12","41","219","339","156","568","605","C0000889"
"41","6338","2","5","8","63","45","23","34","464","187","C0001122"
"42","55072","2","3","12","41","219","339","156","568","697","C0001122"
"43","11340","2","3","2","110","85","237","433","547","671","C0001122"
"44","2187","2","3","12","19","31","261","116","1","86","C0001126"
"45","7259","2","3","12","19","31","1","426","55","78","C0001126"
"46","6016","2","5","7","60","54","24","30","46","72","C0001126"
"47","624","2","5","4","68","96","326","427","548","672","C0001126"
"48","4851","2","3","12","19","221","143","428","236","667","C0001126"
"49","7469","2","3","12","19","31","261","116","159","211","C0001126"
"50","54941","2","3","12","41","116","268","434","468","213","C0001126"
"51","3280","2","3","12","19","31","143","428","236","667","C0001126"
"52","2074","2","3","12","19","31","1","426","55","78","C0001126"
"53","1786","2","3","12","19","31","1","426","55","78","C0001126"
"54","4694","2","3","2","48","170","50","119","444","556","C0001175"
"55","5728","2","3","5","80","81","339","156","568","605","C0001175"
"56","7169","2","5","8","63","45","23","103","464","187","C0001175"
"57","9343","2","3","2","22","33","323","66","101","136","C0001202"
"58","6121","2","3","2","69","83","101","126","170","224","C0001202"
"59","175","2","3","7","34","52","216","395","549","674","C0001206"
"60","23503","2","3","6","11","142","225","142","220","298","C0001206"
"61","56623","2","3","5","80","81","296","118","543","214","C0001206"
"62","1203","2","3","2","41","170","342","423","536","342","C0001206"
"63","7171","2","5","8","63","45","23","103","464","187","C0001206"
"64","7248","2","3","2","48","57","110","141","359","462","C0001206"
"65","3043","2","5","7","34","52","216","395","549","116","C0001206"
"66","6648","2","3","2","95","151","160","378","173","229","C0001206"
"67","6833","2","5","8","45","36","166","240","415","666","C0001206"
"68","5116","2","3","12","76","153","40","38","54","75","C0001206"
"69","4313","2","5","7","53","51","342","454","573","492","C0001206"
"70","627","2","5","7","53","51","335","444","423","373","C0001206"
"71","8792","2","3","12","41","219","339","156","568","697","C0001206"
"72","5213","2","3","2","90","167","266","367","500","577","C0001206"
"73","3284","2","3","2","69","98","169","299","183","243","C0001206"
"74","672","2","3","12","19","31","261","116","1","86","C0001206"
"75","3508","2","3","12","19","31","261","116","1","86","C0001206"
"76","10016","2","3","2","41","57","50","202","359","462","C0001339"
"77","5116","2","3","12","76","153","40","38","54","75","C0001339"
"78","54765","2","3","12","48","182","50","119","444","556","C0001339"
"79","4719","2","3","2","48","170","50","119","444","556","C0001403"
"80","26580","2","5","8","27","70","99","162","216","290","C0001403"
"81","8085","2","3","12","19","31","1","426","55","78","C0001403"
"82","650","2","5","7","53","51","342","259","423","389","C0001403"
"83","2316","2","5","7","53","51","342","454","573","702","C0001403"
"84","7291","2","3","12","19","151","276","91","489","416","C0001403"
"85","2773","2","5","4","68","96","326","427","548","672","C0001403"
"86","6531","2","5","8","45","94","199","240","415","666","C0001403"
"87","4621","2","5","8","63","45","23","103","464","187","C0001403"
"88","4088","2","3","12","19","219","339","259","423","605","C0001403"
"89","22930","2","5","7","60","54","24","30","46","72","C0001403"
"90","2879","2","3","5","80","81","166","378","173","229","C0001403"
"91","1594","2","3","5","92","163","96","363","460","487","C0001403"
"92","1804","2","5","7","27","36","150","341","223","628","C0001403"
"93","51109","2","3","2","69","51","101","126","170","224","C0001403"
"94","2177","2","3","2","110","90","261","431","545","443","C0001403"
"95","4036","2","5","7","60","14","184","341","544","669","C0001403"
"96","168507","2","5","7","53","51","335","444","560","373","C0001403"
"97","10195","2","3","2","48","69","99","162","216","290","C0001430"
"98","5831","2","3","2","101","62","189","182","566","409","C0001430"
"99","51259","2","3","2","76","153","40","38","54","75","C0001430"
"100","22900","2","3","12","41","219","339","156","568","697","C0001430"
"101","23389","2","3","3","19","151","276","91","433","118","C0001430"
"102","5190","2","3","5","43","161","305","409","208","482","C0001430"
"103","249","2","3","5","27","51","335","444","560","373","C0001430"
"104","2255","2","5","7","53","14","20","25","40","186","C0001430"
"105","7353","2","3","12","41","219","339","156","568","605","C0001430"
"106","6387","2","5","4","68","96","326","427","548","672","C0001430"
"107","4292","2","3","12","19","31","261","116","1","86","C0001430"
"108","2200","2","5","7","53","51","342","454","573","492","C0001430"
"109","1605","2","5","7","53","51","342","454","573","492","C0001430"
"110","4627","2","5","7","63","45","184","103","572","658","C0001430"
"111","7305","2","5","7","34","52","216","395","549","674","C0001430"
"112","6683","2","3","12","76","153","40","38","54","75","C0001430"
"113","10117","2","5","7","53","51","342","454","573","492","C0001430"
"114","6223","2","3","2","110","85","237","433","547","671","C0001430"
"115","6103","2","3","12","76","153","40","38","54","75","C0001430"
"116","7066","2","5","7","53","51","119","25","573","416","C0001430"
"117","7124","2","3","12","41","219","339","156","568","697","C0001430"
"118","9652","2","3","2","110","85","237","433","547","671","C0001430"
"119","6870","2","5","4","68","96","326","427","548","672","C0001430"
"120","283","2","5","7","53","51","335","444","560","373","C0001430"
"121","4613","2","3","12","19","31","1","426","55","78","C0001430"
"122","51259","2","3","2","76","153","40","38","54","75","C0001430"
"123","5932","2","3","12","19","31","261","116","1","86","C0001430"
"124","4125","2","3","7","34","52","216","395","549","674","C0001430"
"125","51371","2","3","12","41","116","268","434","568","605","C0001430"
"126","5406","2","3","5","80","81","166","454","76","106","C0001430"
"127","11020","2","5","7","60","54","24","30","46","72","C0001430"
"128","2746","2","3","2","110","62","189","182","509","356","C0001430"
"129","1487","2","3","12","19","31","1","426","55","340","C0001618"
"130","58","2","5","8","63","45","23","103","464","187","C0001618"
"131","3586","2","5","7","53","51","119","25","489","416","C0001618"
"132","27031","2","3","6","11","142","225","38","331","506","C0001621"
"133","1302","2","5","7","53","51","342","454","573","492","C0001621"
"134","538","2","3","8","63","45","23","103","464","187","C0001623"
"135","940","2","5","7","53","14","20","25","40","186","C0001623"
"136","9049","2","3","3","41","151","276","378","271","356","C0001623"
"137","5771","2","5","7","53","14","296","25","40","186","C0001623"
"138","1409","2","3","12","76","153","40","38","54","75","C0001623"
"139","53834","2","5","7","53","51","342","454","573","492","C0001623"
"140","5621","2","5","8","27","36","342","454","573","628","C0001623"
"141","1130","2","5","7","60","54","326","141","359","462","C0001623"
"142","10804","2","3","12","76","153","40","38","54","75","C0001623"
"143","8878","2","3","12","41","219","339","156","568","697","C0001624"
"144","2778","2","5","4","68","96","326","427","548","672","C0001624"
"145","6696","2","5","7","53","51","342","454","573","492","C0001624"
"146","546","2","3","12","19","31","261","426","1","86","C0001624"
"147","2263","2","5","7","53","14","20","25","40","186","C0001624"
"148","1499","2","3","12","19","221","197","259","560","422","C0001624"
"149","10312","2","3","7","34","52","216","395","549","674","C0001624"
"150","10161","2","5","4","68","96","326","427","548","672","C0001624"
"151","6908","2","3","12","19","31","1","116","159","211","C0001624"
"152","729","2","5","7","53","51","119","395","549","219","C0001624"
"153","2153","2","5","7","53","51","342","454","573","492","C0001624"
