"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","2539","2","3","2","48","57","110","141","359","383","C0000768"
"2","1584","2","3","5","79","159","256","276","353","456","C0000768"
"3","2239","2","3","2","74","51","342","454","573","492","C0000768"
"4","2261","2","5","7","53","14","20","25","40","186","C0000768"
"5","1605","2","5","7","53","51","342","454","573","492","C0000768"
"6","4540","2","3","2","48","170","50","119","444","556","C0000768"
"7","1080","2","3","12","41","219","339","156","544","669","C0000768"
"8","6916","2","3","5","91","175","119","167","224","301","C0000768"
"9","672","2","3","12","19","31","261","116","1","86","C0000768"
"10","8242","2","3","12","19","31","1","426","55","78","C0000768"
"11","54658","2","3","2","78","205","207","67","355","138","C0000768"
"12","2492","2","5","4","68","96","326","427","548","672","C0000832"
"13","4719","2","3","2","48","170","50","119","444","556","C0000832"
"14","3835","2","3","12","76","153","40","38","54","75","C0000832"
"15","4591","2","3","12","41","116","268","434","468","213","C0000887"
"16","29925","2","3","2","68","66","123","158","207","278","C0000887"
"17","3592","2","5","7","53","51","119","25","489","416","C0000887"
"18","2317","2","5","7","63","45","23","103","287","664","C0000887"
"19","6121","2","3","2","69","83","101","126","170","224","C0000887"
"20","1299","2","5","7","53","51","342","454","573","492","C0000887"
"21","1299","2","5","7","53","51","342","454","573","492","C0000889"
"22","1548","2","3","5","91","214","226","326","447","586","C0000889"
"23","7048","2","5","7","53","51","342","259","423","389","C0000889"
"24","9469","2","3","2","103","189","303","29","475","467","C0000889"
"25","11136","2","3","5","80","94","199","240","415","666","C0000889"
"26","50940","2","3","4","68","96","326","427","548","672","C0000889"
"27","1716","2","3","2","27","36","150","221","138","188","C0000889"
"28","7076","2","5","7","53","51","342","454","573","492","C0000889"
"29","5982","2","3","12","19","31","261","116","1","86","C0000889"
"30","54714","2","5","8","63","36","166","106","110","158","C0000889"
"31","6845","2","5","7","60","14","184","341","544","669","C0000889"
"32","29089","2","3","12","41","116","268","434","468","213","C0000889"
"33","2260","2","5","7","53","14","20","25","40","186","C0000889"
"34","7099","2","5","7","41","219","339","156","568","697","C0000889"
"35","5654","2","5","7","53","51","342","454","573","492","C0000889"
"36","8842","2","5","5","53","82","147","184","179","328","C0000889"
"37","6557","2","5","8","45","94","199","240","415","666","C0000889"
"38","5296","2","5","7","53","14","20","25","40","186","C0000889"
"39","811","2","3","2","41","116","342","423","536","342","C0000889"
"40","2260","2","5","7","53","14","20","25","40","186","C0000889"
"41","1813","2","5","4","68","96","326","427","548","672","C0001122"
"42","26137","2","5","7","63","45","184","103","572","658","C0001122"
"43","51741","2","3","2","22","33","323","66","101","127","C0001122"
"44","6899","2","5","7","53","184","335","259","560","373","C0001126"
"45","23639","2","3","12","41","219","261","136","271","356","C0001126"
"46","50964","2","5","3","68","221","197","259","423","422","C0001126"
"47","8878","2","3","12","41","219","339","156","568","697","C0001126"
"48","2261","2","5","7","53","14","20","25","40","186","C0001126"
"49","7015","2","3","12","19","31","1","426","55","78","C0001126"
"50","3119","2","5","7","53","153","119","156","287","116","C0001126"
"51","3454","2","5","7","53","184","119","156","287","116","C0001126"
"52","3694","2","5","7","53","51","342","454","573","492","C0001126"
"53","8518","2","3","12","19","31","1","426","55","78","C0001126"
"54","1497","2","5","2","63","182","50","103","297","628","C0001175"
"55","4000","2","3","12","26","105","178","226","297","156","C0001175"
"56","7547","2","3","3","19","221","321","428","541","667","C0001175"
