"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","3048","2","3","12","19","31","118","155","287","116","C0000768"
"2","8289","2","3","12","19","31","1","426","55","78","C0000768"
"3","930","2","5","7","53","14","119","25","40","186","C0000768"
"4","5428","2","3","2","48","170","50","119","167","593","C0000768"
"5","5189","2","3","5","43","161","305","409","208","482","C0000768"
"6","348","2","5","7","53","51","342","454","573","492","C0000768"
"7","23064","2","3","6","11","31","261","142","220","664","C0000768"
"8","5428","2","3","2","48","170","50","119","167","593","C0000768"
"9","190","2","3","3","19","151","276","91","433","118","C0000768"
"10","54386","2","3","12","19","31","261","116","1","78","C0000768"
"11","3199","2","3","3","19","221","321","428","541","667","C0000768"
"12","6662","2","3","3","19","221","321","428","541","667","C0000832"
"13","1509","2","5","7","34","52","216","395","549","568","C0000832"
"14","23230","2","5","7","11","142","71","341","560","219","C0000832"
"15","5071","2","3","12","41","116","268","434","468","213","C0000887"
"16","22948","2","3","12","76","137","76","136","472","435","C0000887"
"17","6473","2","3","3","19","221","321","428","541","667","C0000887"
"18","2517","2","3","7","34","52","216","395","549","674","C0000887"
"19","673","2","5","7","53","14","20","34","540","68","C0000887"
"20","10804","2","3","12","76","153","40","38","54","75","C0000887"
"21","4983","2","5","7","60","54","24","30","46","72","C0000889"
"22","10559","2","3","2","89","124","204","272","347","451","C0000889"
"23","1290","2","5","7","53","51","342","454","573","492","C0000889"
"24","8842","2","5","5","53","82","147","184","179","328","C0000889"
"25","286","2","5","7","60","153","40","38","54","203","C0000889"
"26","3105","2","5","7","53","51","119","156","287","116","C0000889"
"27","26610","2","3","12","19","31","1","426","55","78","C0000889"
"28","6885","2","3","12","41","219","339","156","568","697","C0000889"
"29","7403","2","3","12","19","31","1","426","55","78","C0000889"
"30","8148","2","3","12","19","31","261","116","159","211","C0000889"
"31","2263","2","5","7","53","14","20","25","40","186","C0000889"
"32","2176","2","3","12","19","31","261","116","1","86","C0000889"
"33","695","2","5","7","53","14","20","25","40","186","C0000889"
"34","695","2","5","7","53","14","20","25","40","186","C0000889"
"35","338","2","5","7","53","51","342","454","573","492","C0000889"
"36","6662","2","3","3","19","221","321","428","541","667","C0000889"
"37","6794","2","3","12","53","14","20","34","540","68","C0000889"
"38","9533","2","3","2","19","31","1","426","55","78","C0000889"
"39","5828","2","3","5","43","161","305","409","208","482","C0000889"
