"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"26012","2","3","12","19","31","261","116","159","211","C0000768"
"6812","2","5","7","27","36","150","341","223","628","C0000768"
"9401","2","3","12","76","31","261","116","1","86","C0000768"
"6892","2","3","12","41","116","119","156","568","116","C0000768"
"7157","2","3","12","19","31","261","402","489","551","C0000768"
"54903","2","3","12","76","153","40","38","54","75","C0000768"
"7169","2","5","8","63","45","23","103","464","187","C0000768"
"9150","2","3","12","19","31","261","116","159","211","C0000768"
"2253","2","5","7","53","14","20","25","40","186","C0000768"
"5144","2","3","4","68","96","326","427","548","672","C0000768"
"2200","2","5","7","53","51","342","454","573","492","C0000768"
"5894","2","5","7","60","54","23","34","464","187","C0000832"
"4539","2","3","2","53","184","86","107","560","195","C0000832"
"7139","2","5","8","63","45","23","103","464","187","C0000832"
"5173","2","5","4","68","96","326","427","548","672","C0000887"
"8516","2","5","7","53","51","342","454","573","492","C0000887"
"5076","2","3","3","19","221","321","428","541","667","C0000887"
"2048","2","5","7","53","14","20","25","560","373","C0000887"
"1301","2","5","7","53","51","342","454","573","492","C0000887"
"5178","2","5","7","27","36","150","341","223","628","C0000887"
"8647","2","3","5","46","158","252","352","449","563","C0000889"
"8526","2","3","2","63","30","193","306","390","158","C0000889"
"10516","2","5","7","53","51","342","454","573","492","C0000889"
"4041","2","5","3","68","221","197","259","560","422","C0000889"
"5573","2","3","12","19","184","118","155","287","116","C0000889"
"4668","2","3","5","21","111","188","242","313","396","C0000889"
"356","2","5","7","53","219","339","25","489","697","C0000889"
"1499","2","3","12","19","221","197","259","560","422","C0000889"
"5189","2","3","5","43","161","305","409","208","482","C0000889"
"3953","2","5","7","53","14","20","25","40","186","C0000889"
"215","2","3","5","47","144","185","238","310","392","C0000889"
"4514","2","3","2","48","57","110","141","359","5","C0000889"
"5913","2","5","7","27","36","71","341","223","219","C0000889"
"8777","2","5","7","42","36","71","177","223","219","C0000889"
"2706","2","3","12","76","153","40","38","54","75","C0000889"
"3791","2","5","7","53","51","342","454","573","492","C0000889"
"23414","2","3","12","19","31","118","155","287","116","C0000889"
"7124","2","3","12","41","219","339","156","568","697","C0000889"
"9935","2","3","12","19","31","1","426","55","78","C0000889"
"26278","2","3","12","41","116","268","347","271","356","C0000889"
"55624","2","3","2","78","123","194","255","215","412","C0001122"
"51816","2","5","7","34","52","216","395","549","674","C0001122"
"54551","2","3","12","41","219","197","156","568","422","C0001122"
"6949","2","3","2","110","85","237","164","390","311","C0001126"
"55135","2","3","12","76","137","76","136","472","435","C0001126"
"801","2","5","8","63","45","23","103","464","187","C0001126"
"55315","2","3","5","80","81","296","62","94","150","C0001126"
"3106","2","5","7","34","52","119","395","549","674","C0001126"
"2131","2","3","2","74","58","112","148","181","416","C0001126"
"23556","2","3","2","61","77","142","176","235","317","C0001126"
"7157","2","3","12","19","31","261","402","489","551","C0001126"
"1021","2","3","12","19","31","1","426","55","78","C0001126"
"55651","2","3","2","110","85","237","433","547","671","C0001126"
"10084","2","3","2","22","33","323","66","101","136","C0001175"
"6497","2","5","3","19","221","342","259","423","389","C0001175"
"7374","2","3","12","19","31","261","116","1","86","C0001175"
"55624","2","3","2","78","123","194","255","215","412","C0001202"
"633","2","5","7","53","51","342","454","573","492","C0001202"
"1736","2","3","2","110","85","237","433","547","671","C0001206"
"10269","2","3","2","48","182","50","119","444","556","C0001206"
"3767","2","5","8","63","36","166","106","110","158","C0001206"
"26353","2","3","12","76","45","160","347","271","356","C0001206"
"5116","2","3","12","76","153","40","38","54","75","C0001206"
"2263","2","5","7","53","14","20","25","40","186","C0001206"
"2707","2","3","12","76","153","40","38","54","75","C0001206"
"6648","2","3","2","95","151","160","378","173","229","C0001206"
"9563","2","3","5","13","10","212","294","373","485","C0001206"
"8322","2","5","3","68","221","184","259","544","669","C0001206"
"6309","2","3","5","19","151","76","48","69","204","C0001206"
"5160","2","3","2","67","92","293","55","75","311","C0001206"
"2334","2","5","7","53","14","20","25","40","186","C0001206"
"6335","2","5","8","63","36","166","341","390","158","C0001206"
"6654","2","5","7","60","54","24","30","46","72","C0001206"
"9939","2","3","2","22","33","323","66","101","136","C0001206"
"359","2","3","5","80","81","166","397","374","486","C0001206"
"2706","2","3","12","76","153","40","38","54","75","C0001339"
"1277","2","5","7","53","51","342","454","573","492","C0001339"
"658","2","5","7","53","51","342","259","423","389","C0001339"
"2290","2","3","3","19","221","321","428","541","667","C0001403"
"4604","2","5","8","63","45","23","103","464","187","C0001403"
"3796","2","3","12","76","153","40","38","54","75","C0001403"
"2200","2","5","7","53","51","342","454","573","492","C0001403"
"2623","2","3","12","19","31","1","155","287","116","C0001403"
"2263","2","5","7","53","14","20","25","40","186","C0001403"
"3032","2","3","2","48","57","38","347","12","145","C0001403"
"930","2","5","7","53","14","119","25","40","186","C0001403"
"3119","2","5","7","53","153","119","156","287","116","C0001403"
"182","2","5","7","53","51","143","428","236","667","C0001403"
"54209","2","5","7","53","51","119","395","549","674","C0001403"
"3880","2","1","6","11","142","225","142","220","298","C0001403"
"4212","2","3","3","19","221","321","428","541","667","C0001403"
"6775","2","5","7","53","14","119","25","40","186","C0001403"
"3030","2","3","2","48","57","339","44","65","31","C0001403"
"29940","2","5","7","53","51","342","454","573","492","C0001403"
"10617","2","3","12","48","57","110","141","359","462","C0001403"
"51091","2","3","2","110","85","237","433","547","671","C0001403"
"3762","2","5","8","63","36","166","106","110","158","C0001430"
"3717","2","5","7","53","14","20","25","40","186","C0001430"
"2067","2","3","12","19","31","261","116","1","86","C0001430"
"1497","2","5","2","63","182","50","103","297","628","C0001430"
"3239","2","3","3","19","221","321","428","541","667","C0001430"
"5195","2","3","5","43","161","305","409","208","482","C0001430"
"2651","2","3","2","78","184","202","124","337","434","C0001430"
"774","2","5","8","63","36","166","341","390","158","C0001430"
"25959","2","3","3","19","151","276","91","433","118","C0001430"
"3861","2","1","6","11","142","225","142","220","298","C0001430"
"201163","2","3","2","34","57","110","141","271","356","C0001430"
"2099","2","3","12","19","151","276","91","433","118","C0001430"
"2068","2","3","12","19","31","261","116","159","211","C0001430"
"55636","2","3","3","19","221","321","428","423","389","C0001430"
"9786","2","3","12","76","153","40","38","54","75","C0001430"
"673","2","5","7","53","14","20","34","540","68","C0001430"
"2719","2","5","7","53","51","342","454","573","492","C0001430"
"2767","2","5","4","68","96","326","427","548","672","C0001430"
"2253","2","5","7","53","14","20","25","40","186","C0001430"
"8878","2","3","12","41","219","339","156","568","697","C0001430"
