"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"8573","2","5","7","53","36","71","341","223","219","C0000768"
"1584","2","3","5","79","159","256","276","353","456","C0000768"
"6901","2","3","2","48","170","50","304","167","593","C0000768"
"54499","2","3","2","48","170","50","119","444","593","C0000768"
"3892","2","1","6","11","142","225","142","220","298","C0000768"
"6335","2","5","8","63","36","166","341","390","158","C0000768"
"6598","2","3","12","19","31","1","426","55","78","C0000768"
"10020","2","3","2","89","124","204","42","452","258","C0000768"
"5885","2","3","12","76","153","40","38","54","75","C0000768"
"26504","2","3","5","42","81","296","399","201","274","C0000768"
"3119","2","5","7","53","153","119","156","287","116","C0000768"
"10815","2","5","7","60","36","71","341","223","666","C0000832"
"54101","2","3","2","48","170","50","347","167","593","C0000832"
"6197","2","3","12","19","14","20","34","540","68","C0000832"
"128178","2","3","12","41","219","339","156","568","697","C0000887"
"51151","2","3","5","23","18","138","250","332","407","C0000887"
"8195","2","3","12","76","153","76","38","54","75","C0000887"
"2697","2","3","7","76","153","40","38","54","75","C0000887"
"6445","2","5","8","63","45","23","103","464","187","C0000887"
"3694","2","5","7","53","51","342","454","573","492","C0000887"
"2056","2","5","7","53","51","119","25","40","186","C0000889"
"3043","2","5","7","34","52","216","395","549","116","C0000889"
"135228","2","5","7","53","51","342","454","573","702","C0000889"
"2290","2","3","3","19","221","321","428","541","667","C0000889"
"4591","2","3","12","41","116","268","434","468","213","C0000889"
"5015","2","3","3","19","221","321","428","541","667","C0000889"
"9401","2","3","12","76","31","261","116","1","86","C0000889"
"582","2","3","12","76","153","76","38","54","75","C0000889"
"2022","2","5","7","53","51","342","259","423","389","C0000889"
"3845","2","5","7","60","54","24","30","46","72","C0000889"
"2720","2","3","7","34","52","216","395","21","599","C0000889"
"5970","2","3","12","19","31","276","91","433","118","C0000889"
"4609","2","3","12","19","31","1","160","107","416","C0000889"
"5157","2","5","7","80","81","342","367","500","577","C0000889"
"5818","2","5","7","53","51","335","444","560","373","C0000889"
"282808","2","5","7","60","54","24","30","46","72","C0000889"
"2316","2","5","7","53","51","342","454","573","702","C0000889"
"5805","2","3","2","43","91","75","204","267","352","C0000889"
"9928","2","3","12","76","153","40","38","54","75","C0000889"
"51259","2","3","2","76","153","40","38","54","75","C0000889"
"2033","2","3","12","19","31","1","91","433","118","C0001122"
"5256","2","3","7","34","45","23","103","464","187","C0001122"
"9820","2","3","12","41","116","268","434","468","213","C0001122"
"4703","2","5","7","60","45","23","103","464","187","C0001126"
"55624","2","3","2","78","123","194","255","215","412","C0001126"
"5443","2","5","4","68","96","326","427","548","672","C0001126"
"5130","2","3","2","85","143","286","51","488","102","C0001126"
"6559","2","5","8","45","94","199","240","415","666","C0001126"
"8867","2","3","5","60","14","184","341","544","669","C0001126"
"5034","2","5","7","53","51","342","454","573","492","C0001126"
"1145","2","5","8","27","70","99","162","216","290","C0001126"
"8600","2","5","7","41","219","339","156","568","697","C0001126"
"3614","2","3","7","34","52","216","395","549","674","C0001126"
"53834","2","5","7","53","51","342","454","573","492","C0001175"
"4952","2","3","5","60","54","184","30","544","669","C0001175"
"2022","2","5","7","53","51","342","259","423","389","C0001175"
"6662","2","3","3","19","221","321","428","541","667","C0001202"
"3630","2","5","7","53","14","20","25","40","186","C0001202"
"5831","2","3","2","101","62","189","182","566","409","C0001206"
"1736","2","3","2","110","85","237","433","547","671","C0001206"
"5906","2","5","7","34","52","216","30","46","72","C0001206"
"3981","2","3","12","19","31","261","116","1","86","C0001206"
"1778","2","3","7","76","153","40","38","54","75","C0001206"
"1175","2","5","7","60","14","184","341","544","669","C0001206"
"7306","2","5","5","23","18","138","250","332","407","C0001206"
"4361","2","3","12","19","31","261","116","1","86","C0001206"
"2010","2","3","12","26","105","296","226","488","156","C0001206"
"10907","2","3","2","22","33","323","66","101","136","C0001206"
"54714","2","5","8","63","36","166","106","110","158","C0001206"
"9569","2","3","12","19","31","276","91","433","118","C0001206"
"4015","2","5","7","53","51","342","454","573","492","C0001206"
"8792","2","3","12","41","219","339","156","568","697","C0001206"
"10371","2","5","7","53","51","342","79","560","373","C0001206"
"57468","2","5","7","27","36","150","341","223","628","C0001206"
"9573","2","5","7","53","51","342","259","423","389","C0001206"
"3567","2","5","7","53","14","20","25","40","186","C0001339"
"6253","2","5","4","27","36","326","402","489","187","C0001339"
"4214","2","3","12","41","219","339","34","540","117","C0001339"
"18","2","3","8","67","94","199","182","509","666","C0001403"
"338","2","5","7","53","51","342","454","573","492","C0001403"
"857","2","5","7","53","45","23","57","83","422","C0001403"
"5830","2","3","5","43","161","305","409","208","482","C0001403"
"7422","2","5","7","53","51","342","454","573","702","C0001403"
"3763","2","5","8","63","36","166","106","110","158","C0001403"
"5626","2","3","3","19","221","321","428","541","667","C0001403"
"24","2","3","12","41","116","268","423","536","445","C0001403"
"9049","2","3","3","41","151","276","378","271","356","C0001403"
"3178","2","3","2","22","33","323","66","101","136","C0001403"
"2332","2","3","2","22","33","71","373","466","609","C0001403"
"51715","2","5","7","60","54","24","30","46","72","C0001403"
"291","2","3","2","48","170","50","304","167","593","C0001403"
"7043","2","5","7","53","51","342","454","573","492","C0001403"
"5728","2","3","5","80","81","339","156","568","605","C0001403"
"9927","2","3","12","19","31","118","155","287","116","C0001403"
"6495","2","3","3","19","221","321","428","541","667","C0001403"
"7534","2","3","2","48","57","110","141","359","411","C0001403"
"58","2","5","8","63","45","23","103","464","187","C0001430"
"132","2","3","2","110","85","237","433","80","394","C0001430"
"207","2","3","7","53","14","20","34","489","416","C0001430"
"3315","2","3","12","41","181","160","362","402","215","C0001430"
"1462","2","5","7","53","51","342","454","573","492","C0001430"
"9129","2","3","2","22","33","323","66","101","136","C0001430"
"10269","2","3","2","48","182","50","119","444","556","C0001430"
"55636","2","3","3","19","221","321","428","423","389","C0001430"
"5894","2","5","7","60","54","23","34","464","187","C0001430"
"6664","2","3","3","19","221","321","428","541","667","C0001430"
"9509","2","5","7","53","51","342","454","573","492","C0001430"
"5244","2","3","3","41","151","276","91","433","118","C0001430"
"5077","2","3","3","19","221","321","428","541","667","C0001430"
"5896","2","3","12","41","116","268","434","568","605","C0001430"
"26277","2","3","12","19","31","1","426","1","78","C0001430"
"5130","2","3","2","85","143","286","51","488","102","C0001430"
"8867","2","3","5","60","14","184","341","544","669","C0001430"
"10262","2","3","2","22","33","323","66","101","136","C0001430"
"5290","2","3","7","53","14","20","25","40","186","C0001430"
"6609","2","3","5","105","155","250","291","152","420","C0001430"
"5818","2","5","7","53","51","335","444","560","373","C0001430"
"1798","2","3","2","48","69","99","162","216","290","C0001430"
"3569","2","5","7","53","51","342","454","573","416","C0001430"
"2778","2","5","4","68","96","326","427","548","672","C0001430"
"2623","2","3","12","19","31","1","155","287","116","C0001430"
"29954","2","5","2","27","206","324","430","215","290","C0001430"
"224","2","3","5","50","47","39","202","19","233","C0001430"
"1832","2","5","7","34","52","225","142","220","298","C0001430"
"3043","2","5","7","34","52","216","395","549","116","C0001430"
"5325","2","3","12","19","31","198","261","146","118","C0001430"
"9215","2","5","2","27","36","150","430","215","628","C0001430"
"5073","2","3","2","110","85","323","433","146","194","C0001430"
"5604","2","5","7","53","14","20","34","540","68","C0001618"
"10161","2","5","4","68","96","326","427","548","672","C0001618"
"5832","2","3","2","101","62","189","182","509","252","C0001618"
"3853","2","1","6","11","142","225","142","220","298","C0001621"
"547","2","3","7","76","153","40","38","54","75","C0001621"
"3736","2","5","8","63","36","166","106","110","158","C0001623"
"6442","2","5","8","63","45","23","103","464","187","C0001623"
"4054","2","5","7","53","51","342","454","573","492","C0001623"
"26123","2","3","2","76","153","40","38","54","75","C0001623"
"5743","2","3","5","53","175","119","167","489","416","C0001623"
"7439","2","5","8","63","45","23","34","464","187","C0001623"
"5818","2","5","7","53","51","335","444","560","373","C0001623"
"23532","2","3","12","41","116","152","129","252","154","C0001623"
"51626","2","3","12","76","153","40","38","54","75","C0001623"
"2746","2","3","2","110","62","189","182","509","356","C0001624"
"79728","2","3","12","19","31","261","116","1","86","C0001624"
"51741","2","3","2","22","33","323","66","101","127","C0001624"
"3569","2","5","7","53","51","342","454","573","416","C0001624"
"4851","2","3","12","19","221","143","428","236","667","C0001624"
"860","2","3","12","19","31","276","91","433","118","C0001624"
"9401","2","3","12","76","31","261","116","1","86","C0001624"
"11155","2","5","7","63","45","23","103","464","187","C0001624"
"1280","2","5","7","53","51","342","454","573","492","C0001624"
"5994","2","3","12","19","31","276","91","491","118","C0001624"
"79571","2","5","7","60","54","24","98","66","203","C0001624"
"10585","2","5","2","27","206","324","430","215","290","C0001627"
"4204","2","3","12","19","31","1","426","55","78","C0001627"
"4784","2","3","2","22","33","261","116","159","211","C0001627"
"860","2","3","12","19","31","276","91","433","118","C0001627"
"6390","2","3","2","48","170","50","119","444","556","C0001627"
"348","2","5","7","53","51","342","454","573","492","C0001627"
"1836","2","3","2","35","41","94","260","330","375","C0001627"
"6340","2","5","8","63","45","23","34","464","187","C0001627"
"54556","2","3","12","19","31","1","426","55","78","C0001627"
"3991","2","3","5","80","81","166","57","83","658","C0001627"
"54968","2","3","2","48","170","50","119","444","556","C0001627"
"54209","2","5","7","53","51","119","395","549","674","C0001723"
"1174","2","5","7","60","153","184","341","544","669","C0001723"
"26277","2","3","12","19","31","1","426","1","78","C0001723"
"55612","2","5","7","60","36","71","177","560","701","C0001723"
"23166","2","5","7","53","51","342","395","549","674","C0001723"
"2657","2","5","7","53","51","342","259","423","389","C0001723"
"2483","2","3","2","22","33","323","66","101","136","C0001733"
"29954","2","5","2","27","206","324","430","215","290","C0001733"
"5781","2","5","7","53","14","20","25","40","186","C0001733"
"5189","2","3","5","43","161","305","409","208","482","C0001768"
"2261","2","5","7","53","14","20","25","40","186","C0001768"
"26580","2","5","8","27","70","99","162","216","290","C0001768"
"55214","2","5","7","53","51","342","454","573","492","C0001768"
"64220","2","3","2","69","83","101","126","170","224","C0001768"
"43","2","3","5","85","143","286","51","488","389","C0001768"
"8822","2","5","7","53","14","20","25","40","186","C0001768"
"1285","2","5","7","53","51","342","454","573","492","C0001768"
"43","2","3","5","85","143","286","51","488","389","C0001768"
"5627","2","5","7","53","51","342","454","573","702","C0001768"
"2006","2","5","7","53","51","342","454","573","492","C0001768"
"2629","2","3","5","80","81","250","291","152","420","C0001768"
"4893","2","5","7","34","52","24","30","46","72","C0001768"
"139189","2","3","2","63","30","193","306","390","158","C0001768"
"5308","2","3","3","19","221","321","428","541","667","C0001768"
"1836","2","3","2","35","41","94","260","330","375","C0001768"
"2697","2","3","7","76","153","40","38","54","75","C0001815"
"7849","2","3","3","19","221","321","428","541","667","C0001815"
"5327","2","5","7","53","51","342","454","573","492","C0001816"
"1292","2","5","7","53","51","342","454","573","492","C0001816"
"9723","2","5","7","53","51","342","79","560","373","C0001816"
"5346","2","3","3","19","151","276","91","433","118","C0001818"
"5728","2","3","5","80","81","339","156","568","605","C0001818"
"7298","2","3","12","76","153","40","38","54","75","C0001818"
"3586","2","5","7","53","51","119","25","489","416","C0001818"
"10686","2","5","6","42","36","71","177","64","219","C0001824"
"7399","2","5","7","53","51","342","454","573","492","C0001824"
"579","2","3","3","19","221","321","428","541","667","C0001824"
"4771","2","5","7","60","36","71","177","64","215","C0001824"
"203286","2","5","7","50","30","193","306","148","624","C0001883"
"5149","2","3","5","68","38","16","477","596","725","C0001883"
"8398","2","3","5","116","183","40","38","352","455","C0001883"
"23742","2","5","5","68","96","326","427","447","586","C0001916"
"3670","2","3","2","110","85","237","433","547","671","C0001916"
"2317","2","5","7","63","45","23","103","287","664","C0001916"
"7248","2","3","2","48","57","110","141","359","462","C0001916"
"1184","2","5","8","63","45","23","34","464","187","C0001916"
"5396","2","3","3","19","221","321","428","541","667","C0001916"
"8546","2","5","7","60","18","184","341","544","669","C0001916"
"4976","2","3","2","48","170","50","119","444","556","C0001916"
"6786","2","5","8","63","45","23","103","464","187","C0001916"
"2006","2","5","7","53","51","342","454","573","492","C0001916"
"4038","2","5","7","53","51","342","454","573","492","C0001916"
"6337","2","5","8","63","45","23","34","464","187","C0001925"
"11005","2","1","6","11","142","225","142","220","298","C0001925"
"7053","2","3","6","11","142","225","142","220","298","C0001925"
"1908","2","5","4","68","96","326","427","548","672","C0001925"
"1586","2","3","5","79","98","256","335","425","540","C0001925"
"3251","2","3","4","68","96","326","427","341","150","C0001925"
"54361","2","5","3","68","221","197","259","560","422","C0001925"
"1235","2","5","4","68","96","326","427","548","672","C0001925"
"3479","2","5","7","53","51","342","454","573","492","C0001925"
"7840","2","3","12","76","153","40","38","54","75","C0001925"
"5917","2","3","2","110","85","237","433","547","154","C0001925"
"5906","2","5","7","34","52","216","30","46","72","C0001925"
"6017","2","3","2","69","83","101","126","170","224","C0001925"
"1146","2","5","8","27","70","99","162","216","290","C0001925"
"25914","2","3","12","41","116","339","409","359","187","C0001925"
"207","2","3","7","53","14","20","34","489","416","C0001925"
"207","2","3","7","53","14","20","34","489","416","C0001925"
"3425","2","3","5","80","81","166","454","573","492","C0001925"
"4621","2","5","8","63","45","23","103","464","187","C0001925"
"55572","2","3","2","48","170","50","119","444","556","C0001925"
"857","2","5","7","53","45","23","57","83","422","C0001925"
"3663","2","3","12","53","184","119","156","287","116","C0001956"
"1910","2","5","4","68","96","326","427","548","672","C0001956"
"5443","2","5","4","68","96","326","427","548","672","C0001956"
"26191","2","5","7","53","14","20","25","40","186","C0001956"
"2261","2","5","7","53","14","20","25","40","186","C0001956"
"8564","2","3","5","52","212","183","307","391","522","C0001956"
"7827","2","5","7","53","170","335","25","560","373","C0001956"
"4750","2","5","12","76","14","20","34","540","68","C0001956"
"8200","2","5","7","53","51","342","259","423","389","C0001956"
"9321","2","3","12","76","153","40","38","54","203","C0001956"
"2263","2","5","7","53","14","20","25","40","186","C0001956"
"4148","2","5","7","53","51","342","454","573","492","C0001956"
"650","2","5","7","53","51","342","259","423","389","C0001957"
"720","2","5","7","53","51","342","454","573","492","C0001957"
"5449","2","3","3","19","221","321","428","541","667","C0002018"
"7124","2","3","12","41","219","339","156","568","697","C0002018"
"4604","2","5","8","63","45","23","103","464","187","C0002018"
"10653","2","5","7","68","51","114","162","321","475","C0002018"
"79583","2","5","8","27","70","99","38","54","75","C0002018"
"9860","2","5","7","53","219","184","156","568","697","C0002018"
"567","2","5","7","34","52","119","395","549","674","C0002063"
"1001","2","5","7","53","51","335","444","560","373","C0002063"
"1140","2","5","8","27","70","99","162","216","290","C0002064"
"5034","2","5","7","53","51","342","454","573","492","C0002064"
"1584","2","3","5","79","159","256","276","353","456","C0002064"
"338","2","5","7","53","51","342","454","573","492","C0002064"
"25793","2","3","12","41","116","268","434","468","213","C0002064"
"3691","2","5","7","53","51","342","454","573","492","C0002171"
"54968","2","3","2","48","170","50","119","444","556","C0002171"
"3912","2","5","7","53","51","342","454","573","492","C0002171"
"4072","2","5","7","53","51","119","454","573","492","C0002171"
"1387","2","3","12","19","31","276","91","433","118","C0002171"
"2006","2","5","7","53","51","342","454","573","492","C0002171"
"2670","2","5","7","27","36","150","341","223","628","C0002171"
"4893","2","5","7","34","52","24","30","46","72","C0002171"
"2253","2","5","7","53","14","20","25","40","186","C0002171"
"5621","2","5","8","27","36","342","454","573","628","C0002171"
"1387","2","3","12","19","31","276","91","433","118","C0002171"
"7353","2","3","12","41","219","339","156","568","605","C0002312"
"6660","2","3","3","19","221","321","428","541","667","C0002312"
"421","2","5","7","42","51","335","444","560","373","C0002312"
"5589","2","5","7","53","51","342","454","573","492","C0002382"
"27249","2","3","2","48","182","50","119","186","245","C0002382"
"1675","2","5","7","34","52","216","395","549","674","C0002418"
"5644","2","5","7","68","51","119","395","549","674","C0002418"
"7369","2","5","7","53","51","119","395","549","674","C0002418"
"3767","2","5","8","63","36","166","106","110","158","C0002418"
"54453","2","5","7","60","54","24","30","46","72","C0002418"
"3265","2","5","7","60","54","24","30","46","72","C0002418"
"9469","2","3","2","103","189","303","29","475","467","C0002418"
"5373","2","3","2","90","167","123","158","207","278","C0002418"
"207","2","3","7","53","14","20","34","489","416","C0002418"
"324","2","3","12","41","219","197","70","255","422","C0002418"
"1301","2","5","7","53","51","342","454","573","492","C0002418"
"8915","2","3","12","41","219","339","156","568","697","C0002418"
"4041","2","5","3","68","221","197","259","560","422","C0002418"
"930","2","5","7","53","14","119","25","40","186","C0002418"
"885","2","5","4","68","96","326","427","548","672","C0002418"
"1763","2","3","12","19","31","261","116","1","86","C0002418"
"5888","2","3","12","19","31","261","116","1","86","C0002418"
"2253","2","5","7","53","14","20","25","40","186","C0002418"
"2218","2","5","2","53","123","194","255","560","373","C0002418"
"2316","2","5","7","53","51","342","454","573","702","C0002448"
"1312","2","3","2","87","79","105","426","129","25","C0002448"
"9896","2","3","5","80","81","296","399","201","274","C0002452"
"4750","2","5","12","76","14","20","34","540","68","C0002452"
"6597","2","3","12","19","31","1","426","55","78","C0002452"
"4853","2","3","12","19","124","143","428","236","667","C0002452"
"2184","2","3","5","76","153","138","236","332","407","C0002452"
"1639","2","3","12","76","153","40","38","54","75","C0002452"
"3643","2","5","7","53","14","20","25","40","186","C0002452"
"8085","2","3","12","19","31","1","426","55","78","C0002452"
"2108","2","3","2","48","170","50","119","444","556","C0002452"
"25793","2","3","12","41","116","268","434","468","213","C0002452"
"1062","2","3","12","76","153","40","38","54","75","C0002452"
"51091","2","3","2","110","85","237","433","547","671","C0002452"
"2138","2","3","12","19","31","1","426","55","78","C0002452"
"9563","2","3","5","13","10","212","294","373","485","C0002452"
"3543","2","5","7","53","51","119","395","549","674","C0002453"
"6622","2","3","7","27","36","150","341","223","628","C0002453"
"1760","2","5","8","63","14","20","34","540","68","C0002453"
"54332","2","3","2","60","170","40","98","66","203","C0002453"
"6774","2","3","12","53","14","276","25","489","416","C0002453"
"54903","2","3","12","76","153","40","38","54","75","C0002453"
"3758","2","5","8","63","36","166","106","110","158","C0002514"
"6658","2","3","12","19","221","321","428","541","667","C0002514"
"1201","2","3","2","48","170","50","304","167","593","C0002514"
"1280","2","5","7","53","51","342","454","573","492","C0002514"
"3889","2","1","6","11","142","225","142","220","298","C0002514"
"6495","2","3","3","19","221","321","428","541","667","C0002514"
"10381","2","3","12","76","153","40","38","54","75","C0002514"
"56262","2","5","2","63","182","50","103","297","628","C0002514"
"54","2","3","5","80","81","178","195","256","342","C0002514"
"7466","2","5","7","53","51","342","454","573","492","C0002514"
"9516","2","3","2","48","116","110","141","152","462","C0002514"
"176","2","5","7","53","51","342","454","573","492","C0002514"
"392255","2","5","7","53","51","342","259","423","389","C0002514"
"10269","2","3","2","48","182","50","119","444","556","C0002622"
"374","2","5","7","60","153","40","202","66","203","C0002622"
"6663","2","3","3","19","221","321","428","541","667","C0002622"
"3786","2","5","8","63","36","166","106","110","158","C0002622"
"4000","2","3","12","26","105","178","226","297","156","C0002622"
"8701","2","3","12","76","153","40","38","54","75","C0002622"
"50939","2","3","12","76","153","40","38","472","435","C0002622"
"8822","2","5","7","53","14","20","25","40","186","C0002622"
"4089","2","3","12","19","219","339","259","423","605","C0002622"
"51085","2","3","2","48","57","110","141","359","462","C0002622"
"1289","2","5","7","53","51","342","454","573","492","C0002622"
"2176","2","3","12","19","31","261","116","1","86","C0002622"
"23742","2","5","5","68","96","326","427","447","586","C0002622"
"5447","2","3","5","91","214","271","372","471","586","C0002622"
"3845","2","5","7","60","54","24","30","46","72","C0002622"
"4851","2","3","12","19","221","143","428","236","667","C0002622"
"338","2","5","7","53","51","342","454","573","492","C0002622"
"27086","2","3","12","19","221","321","428","541","667","C0002726"
"4627","2","5","7","63","45","184","103","572","658","C0002726"
"10042","2","3","12","19","31","1","426","55","78","C0002726"
"1583","2","3","5","79","152","273","375","100","589","C0002726"
"3320","2","3","7","34","52","75","347","271","356","C0002726"
"5728","2","3","5","80","81","339","156","568","605","C0002726"
"6528","2","5","8","45","94","199","240","415","666","C0002726"
"2255","2","5","7","53","14","20","25","40","186","C0002726"
"1969","2","5","7","53","14","20","25","560","186","C0002726"
"4541","2","3","2","48","170","50","119","444","24","C0002768"
"4976","2","3","2","48","170","50","119","444","556","C0002768"
"1583","2","3","5","79","152","273","375","100","589","C0002768"
"4322","2","5","7","53","51","342","454","573","492","C0002768"
"26005","2","3","12","76","153","40","38","54","75","C0002768"
"54657","2","3","2","78","205","207","67","355","138","C0002768"
"1535","2","5","7","34","52","216","395","549","674","C0002792"
"91147","2","3","12","76","153","40","38","54","75","C0002792"
"7040","2","5","7","53","51","342","454","573","492","C0002792"
"4626","2","5","8","63","45","23","103","464","187","C0002792"
"55112","2","3","12","76","153","40","38","54","75","C0002793"
"624","2","5","4","68","96","326","427","548","672","C0002793"
"3861","2","1","6","11","142","225","142","220","298","C0002874"
"2657","2","5","7","53","51","342","259","423","389","C0002874"
"240","2","3","7","34","52","216","395","489","416","C0002874"
"6399","2","5","7","60","54","24","30","46","72","C0002874"
"7291","2","3","12","19","151","276","91","489","416","C0002874"
"5187","2","3","3","19","151","276","91","433","118","C0002874"
"51251","2","3","5","80","81","296","62","94","150","C0002874"
"51594","2","3","7","76","153","40","38","54","75","C0002874"
"7476","2","5","3","68","221","197","259","560","422","C0002874"
"5573","2","3","12","19","184","118","155","287","116","C0002874"
"7372","2","3","2","68","119","109","266","182","182","C0002874"
"1437","2","5","7","53","14","20","25","40","186","C0002876"
"2263","2","5","7","53","14","20","25","40","186","C0002876"
"2200","2","5","7","53","51","342","454","573","492","C0002876"
"6239","2","3","12","19","119","330","214","454","144","C0002876"
"9321","2","3","12","76","153","40","38","54","203","C0002876"
"2067","2","3","12","19","31","261","116","1","86","C0002880"
"658","2","5","7","53","51","342","259","423","389","C0002880"
"3291","2","3","2","69","83","101","94","133","318","C0002880"
"1829","2","1","6","11","142","225","142","220","298","C0002880"
"1146","2","5","8","27","70","99","162","216","290","C0002880"
"27173","2","5","5","27","81","99","162","216","290","C0002880"
"10891","2","3","3","19","151","276","91","433","118","C0002880"
"3775","2","5","8","63","36","166","106","110","158","C0002880"
"84466","2","5","7","60","175","184","341","544","669","C0002880"
"5982","2","3","12","19","31","261","116","1","86","C0002880"
