"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","1027","2","3","12","19","31","1","116","1","86","C0000768"
"2","2706","2","3","12","76","153","40","38","54","75","C0000768"
"3","5830","2","3","5","43","161","305","409","208","482","C0000768"
"4","3861","2","1","6","11","142","225","142","220","298","C0000768"
"5","255738","2","5","7","53","51","342","454","573","492","C0000768"
"6","55624","2","3","2","78","123","194","255","215","412","C0000768"
"7","8516","2","5","7","53","51","342","454","573","492","C0000768"
"8","8398","2","3","5","116","183","40","38","352","455","C0000768"
"9","54808","2","3","12","76","153","40","38","54","75","C0000768"
"10","3763","2","5","8","63","36","166","106","110","158","C0000768"
"11","8481","2","3","12","76","153","40","38","54","75","C0000768"
"12","2006","2","5","7","53","51","342","454","573","492","C0000832"
"13","2512","2","3","7","34","52","216","395","544","358","C0000832"
"14","3861","2","1","6","11","142","225","142","220","298","C0000832"
"15","1499","2","3","12","19","221","197","259","560","422","C0000887"
"16","2488","2","5","4","68","96","326","427","548","672","C0000887"
"17","10913","2","3","12","41","219","339","156","568","697","C0000887"
"18","2562","2","5","8","27","70","99","162","216","290","C0000887"
"19","1186","2","5","8","63","45","23","34","464","187","C0000887"
"20","5727","2","3","12","68","221","197","259","560","422","C0000887"
"21","9652","2","3","2","110","85","237","433","547","671","C0000889"
"22","118429","2","5","8","53","51","197","454","540","422","C0000889"
"23","1719","2","3","2","76","153","40","116","54","75","C0000889"
"24","6609","2","3","5","105","155","250","291","152","420","C0000889"
"25","3643","2","5","7","53","14","20","25","40","186","C0000889"
"26","83987","2","3","12","41","116","268","434","468","213","C0000889"
"27","2348","2","3","7","60","153","40","38","54","203","C0000889"
"28","3785","2","5","8","63","36","166","106","110","158","C0000889"
"29","1482","2","3","3","19","221","321","428","541","667","C0000889"
"30","2074","2","3","12","19","31","1","426","55","78","C0000889"
"31","538","2","3","8","63","45","23","103","464","187","C0000889"
"32","26053","2","3","12","19","31","1","426","55","78","C0000889"
"33","23767","2","5","7","53","14","20","25","40","186","C0000889"
"34","6261","2","5","8","63","45","23","34","464","187","C0000889"
"35","1305","2","5","7","53","51","342","454","573","492","C0000889"
"36","81839","2","3","2","41","36","71","259","64","422","C0000889"
"37","7422","2","5","7","53","51","342","454","573","702","C0000889"
"38","5077","2","3","3","19","221","321","428","541","667","C0000889"
"39","3949","2","5","7","60","14","184","341","544","669","C0000889"
"40","23305","2","3","2","67","92","265","284","126","171","C0000889"
"41","51422","2","3","2","48","57","110","141","359","462","C0001122"
"42","1947","2","5","7","53","51","20","25","560","373","C0001122"
"43","51473","2","5","7","60","36","20","25","64","215","C0001122"
"44","5830","2","3","5","43","161","305","409","208","482","C0001126"
"45","1293","2","5","7","53","51","342","454","573","492","C0001126"
"46","8452","2","3","12","41","116","268","434","468","213","C0001126"
"47","1301","2","5","7","53","51","342","454","573","492","C0001126"
"48","8600","2","5","7","41","219","339","156","568","697","C0001126"
"49","4512","2","3","2","48","170","110","141","359","8","C0001126"
"50","6229","2","3","2","110","85","237","433","547","671","C0001126"
"51","3848","2","5","7","34","52","225","142","220","298","C0001126"
"52","2316","2","5","7","53","51","342","454","573","702","C0001126"
"53","8462","2","3","6","22","142","225","366","362","468","C0001126"
"54","4088","2","3","12","19","219","339","259","423","605","C0001175"
"55","5265","2","5","7","34","52","216","395","573","702","C0001175"
"56","931","2","5","7","53","14","119","156","287","116","C0001175"
"57","2261","2","5","7","53","14","20","25","40","186","C0001202"
"58","51601","2","3","2","67","92","293","55","75","311","C0001202"
"59","56899","2","5","7","50","30","193","306","148","624","C0001206"
"60","6310","2","3","12","22","142","225","366","362","468","C0001206"
"61","9213","2","5","7","68","96","184","219","380","666","C0001206"
"62","249","2","3","5","27","51","335","444","560","373","C0001206"
"63","2932","2","3","12","19","14","197","34","540","68","C0001206"
"64","701","2","3","12","76","153","40","38","54","75","C0001206"
"65","4148","2","5","7","53","51","342","454","573","492","C0001206"
"66","4629","2","5","8","63","45","23","103","464","187","C0001206"
"67","5077","2","3","3","19","221","321","428","541","667","C0001206"
"68","5590","2","5","7","53","14","20","34","540","68","C0001206"
"69","2200","2","5","7","53","51","342","454","573","492","C0001206"
"70","7248","2","3","2","48","57","110","141","359","462","C0001206"
"71","29949","2","5","7","53","51","119","25","40","186","C0001206"
