"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"5428","2","3","2","48","170","50","119","167","593","C0000768"
"55612","2","5","7","60","36","71","177","560","701","C0000768"
"57728","2","3","12","76","153","40","38","54","75","C0000768"
"54","2","3","5","80","81","178","195","256","342","C0000768"
"8291","2","5","8","63","45","23","103","464","187","C0000768"
"5333","2","3","5","18","16","40","417","103","58","C0000768"
"2697","2","3","7","76","153","40","38","54","75","C0000768"
"4629","2","5","8","63","45","23","103","464","187","C0000768"
"1836","2","3","2","35","41","94","260","330","375","C0000768"
"7124","2","3","12","41","219","339","156","568","697","C0000768"
"1298","2","5","7","53","51","342","454","573","492","C0000768"
"1537","2","3","2","48","170","50","304","167","593","C0000832"
"6253","2","5","4","27","36","326","402","489","187","C0000832"
"3084","2","5","7","53","14","20","25","40","186","C0000832"
"22909","2","3","12","19","31","261","116","1","86","C0000887"
"4982","2","5","12","41","219","339","156","568","697","C0000887"
"8092","2","3","3","19","221","321","428","541","667","C0000887"
"2812","2","5","7","53","51","342","454","573","492","C0000887"
"8891","2","3","2","110","85","237","433","547","671","C0000887"
"2161","2","5","7","68","51","119","395","549","674","C0000887"
"54361","2","5","3","68","221","197","259","560","422","C0000889"
"3709","2","5","8","63","45","23","306","390","158","C0000889"
"3569","2","5","7","53","51","342","454","573","416","C0000889"
"51021","2","3","2","48","182","67","76","463","153","C0000889"
"3043","2","5","7","34","52","216","395","549","116","C0000889"
"3239","2","3","3","19","221","321","428","541","667","C0000889"
"472","2","3","12","19","31","261","116","1","86","C0000889"
"7547","2","3","3","19","221","321","428","541","667","C0000889"
"6303","2","3","2","67","118","160","261","188","423","C0000889"
"4297","2","3","12","19","31","1","426","55","78","C0000889"
"2643","2","3","5","87","91","75","204","267","352","C0000889"
"5742","2","3","5","91","175","134","167","224","301","C0000889"
"10686","2","5","6","42","36","71","177","64","219","C0000889"
"4041","2","5","3","68","221","197","259","560","422","C0000889"
"1824","2","1","6","11","142","225","142","220","298","C0000889"
"1311","2","5","7","53","51","342","454","573","492","C0000889"
"10733","2","3","12","76","153","40","38","54","75","C0000889"
"8200","2","5","7","53","51","342","259","423","389","C0000889"
"421","2","5","7","42","51","335","444","560","373","C0000889"
"3561","2","5","7","53","14","20","25","40","186","C0000889"
"217","2","3","5","75","120","200","75","230","309","C0001122"
"5888","2","3","12","19","31","261","116","1","86","C0001122"
"2516","2","3","3","19","151","276","91","433","118","C0001122"
"718","2","5","7","34","51","119","395","549","674","C0001126"
"347733","2","3","12","76","153","40","38","54","75","C0001126"
"6515","2","5","7","34","52","216","395","549","674","C0001126"
"26278","2","3","12","41","116","268","347","271","356","C0001126"
"2263","2","5","7","53","14","20","25","40","186","C0001126"
"10911","2","5","4","68","96","326","427","548","672","C0001126"
"55624","2","3","2","78","123","194","255","215","412","C0001126"
"1814","2","5","4","68","96","326","427","548","672","C0001126"
"1280","2","5","7","53","51","342","454","573","492","C0001126"
"7132","2","3","12","41","219","339","156","568","697","C0001126"
"7474","2","5","3","68","221","184","259","544","669","C0001175"
"673","2","5","7","53","14","20","34","540","68","C0001175"
"79147","2","3","2","27","36","150","430","215","628","C0001175"
"3106","2","5","7","34","52","119","395","549","674","C0001202"
"4208","2","3","12","19","151","276","91","433","118","C0001202"
"2161","2","5","7","68","51","119","395","549","674","C0001206"
"4621","2","5","8","63","45","23","103","464","187","C0001206"
"1376","2","3","2","19","151","276","91","433","118","C0001206"
"11277","2","3","12","19","31","261","116","1","86","C0001206"
"9935","2","3","12","19","31","1","426","55","78","C0001206"
"4023","2","3","5","24","51","342","91","20","27","C0001206"
"22","2","3","2","48","170","279","423","274","154","C0001206"
"8878","2","3","12","41","219","339","156","568","697","C0001206"
