"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"9742","2","3","12","76","153","40","38","54","75","C0000768"
"6335","2","5","8","63","36","166","341","390","158","C0000768"
"613","2","5","7","60","54","24","30","46","72","C0000768"
"2261","2","5","7","53","14","20","25","40","186","C0000768"
"3075","2","5","7","53","51","119","395","549","674","C0000768"
"3557","2","3","12","41","219","339","156","568","697","C0000768"
"2629","2","3","5","80","81","250","291","152","420","C0000768"
"7018","2","5","7","53","51","342","454","573","669","C0000768"
"29920","2","3","2","101","62","189","182","497","617","C0000768"
"23592","2","3","12","26","105","342","259","423","389","C0000768"
"5824","2","3","5","47","144","185","238","310","392","C0000768"
"6390","2","3","2","48","170","50","119","444","556","C0000832"
"1356","2","3","7","53","51","342","454","573","492","C0000832"
"23636","2","3","12","22","33","323","66","101","664","C0000832"
"4724","2","3","2","48","170","50","119","444","556","C0000887"
"2705","2","3","12","76","153","40","38","54","75","C0000887"
"1440","2","5","7","53","51","119","25","489","416","C0000887"
"11167","2","5","7","53","51","342","454","573","492","C0000887"
"2811","2","5","7","53","51","1","454","573","78","C0000887"
"22891","2","3","12","76","153","40","341","54","75","C0000887"
"23426","2","5","7","42","36","71","177","223","219","C0000889"
"8626","2","3","3","19","221","321","428","541","667","C0000889"
"54209","2","5","7","53","51","119","395","549","674","C0000889"
"23767","2","5","7","53","14","20","25","40","186","C0000889"
"54714","2","5","8","63","36","166","106","110","158","C0000889"
"1106","2","3","12","19","31","1","426","55","78","C0000889"
"9968","2","4","3","24","119","330","214","454","144","C0000889"
"7840","2","3","12","76","153","40","38","54","75","C0000889"
"7021","2","3","12","19","31","261","91","433","664","C0000889"
"7173","2","3","5","36","48","89","110","400","400","C0000889"
"7124","2","3","12","41","219","339","156","568","697","C0000889"
"54880","2","3","12","19","31","1","426","55","78","C0000889"
"348","2","5","7","53","51","342","454","573","492","C0000889"
"286","2","5","7","60","153","40","38","54","203","C0000889"
"4647","2","5","7","60","83","101","126","170","224","C0000889"
"182","2","5","7","53","51","143","428","236","667","C0000889"
"54556","2","3","12","19","31","1","426","55","78","C0000889"
"171023","2","3","12","41","116","268","426","55","78","C0000889"
"9215","2","5","2","27","36","150","430","215","628","C0000889"
"5830","2","3","5","43","161","305","409","208","482","C0000889"
"348","2","5","7","53","51","342","454","573","492","C0001122"
"4922","2","5","4","68","96","326","427","548","672","C0001122"
"3643","2","5","7","53","14","20","25","40","186","C0001122"
"5290","2","3","7","53","14","20","25","40","186","C0001126"
"5745","2","5","4","68","96","326","427","548","672","C0001126"
"23025","2","5","7","60","36","71","341","223","624","C0001126"
