"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"4306","2","3","3","19","151","276","91","433","118","C0000768"
"688","2","3","3","19","151","276","91","433","118","C0000768"
"728","2","5","4","34","96","326","427","548","672","C0000768"
"675","2","3","12","19","31","261","116","1","86","C0000768"
"4968","2","3","12","19","31","261","116","1","86","C0000768"
"10555","2","3","7","34","52","216","395","549","622","C0000768"
"9897","2","3","12","76","18","75","38","1","212","C0000768"
"6519","2","3","5","45","94","199","240","415","666","C0000768"
"5830","2","3","5","43","161","305","409","208","482","C0000768"
"8842","2","5","5","53","82","147","184","179","328","C0000768"
"11284","2","3","12","19","31","261","116","1","86","C0000768"
"3709","2","5","8","63","45","23","306","390","158","C0000832"
"1291","2","5","7","53","51","342","454","573","492","C0000832"
"23093","2","3","12","76","153","40","38","54","75","C0000832"
"6833","2","5","8","45","36","166","240","415","666","C0000887"
"8260","2","3","12","41","85","266","76","287","78","C0000887"
"23384","2","3","12","63","45","184","103","572","658","C0000887"
"2248","2","5","7","53","14","20","25","40","186","C0000887"
"10683","2","5","7","53","51","143","428","560","667","C0000887"
"1080","2","3","12","41","219","339","156","544","669","C0000887"
"3048","2","3","12","19","31","118","155","287","116","C0000889"
"3043","2","5","7","34","52","216","395","549","116","C0000889"
"595","2","3","12","19","31","1","426","489","416","C0000889"
"4214","2","3","12","41","219","339","34","540","117","C0000889"
"6144","2","3","2","110","85","237","433","547","671","C0000889"
"9782","2","3","2","22","33","323","66","101","136","C0000889"
"1062","2","3","12","76","153","40","38","54","75","C0000889"
"9569","2","3","12","19","31","276","91","433","118","C0000889"
"2263","2","5","7","53","14","20","25","40","186","C0000889"
"1493","2","5","7","53","51","119","25","40","186","C0000889"
"2314","2","3","12","63","45","184","103","572","658","C0000889"
"10577","2","5","7","34","52","216","395","549","674","C0000889"
"6521","2","5","8","35","41","199","40","415","666","C0000889"
"1272","2","5","7","53","51","335","444","236","373","C0000889"
"29940","2","5","7","53","51","342","454","573","492","C0000889"
"4352","2","5","7","53","14","20","25","40","186","C0000889"
"2629","2","3","5","80","81","250","291","152","420","C0000889"
"2588","2","3","7","34","52","216","395","549","674","C0000889"
"4982","2","5","12","41","219","339","156","568","697","C0000889"
"148022","2","3","12","41","219","339","156","568","697","C0000889"
"2263","2","5","7","53","14","20","25","40","186","C0001122"
"2263","2","5","7","53","14","20","25","40","186","C0001122"
"5428","2","3","2","48","170","50","119","167","593","C0001122"
"846","2","5","4","68","96","326","427","548","672","C0001126"
"6611","2","3","2","58","55","25","46","329","198","C0001126"
"8626","2","3","3","19","221","321","428","541","667","C0001126"
"4983","2","5","7","60","54","24","30","46","72","C0001126"
"54790","2","3","12","19","31","1","426","55","78","C0001126"
"3561","2","5","7","53","14","20","25","40","186","C0001126"
"3934","2","5","7","34","52","216","395","549","674","C0001126"
"3559","2","5","7","53","14","20","25","40","186","C0001126"
"1616","2","3","12","19","31","1","426","55","316","C0001126"
"729330","2","5","2","67","92","293","55","75","205","C0001126"
"26191","2","5","7","53","14","20","25","40","186","C0001175"
"29954","2","5","2","27","206","324","430","215","290","C0001175"
"8195","2","3","12","76","153","76","38","54","75","C0001175"
"1959","2","3","3","19","151","276","91","433","118","C0001202"
"9365","2","3","7","53","14","20","25","40","186","C0001202"
"8504","2","3","5","47","144","185","238","310","392","C0001206"
"10743","2","3","3","19","151","276","91","433","118","C0001206"
"4598","2","3","2","19","151","276","198","259","427","C0001206"
"4247","2","3","2","68","67","320","98","180","279","C0001206"
"3425","2","3","5","80","81","166","454","573","492","C0001206"
"7045","2","5","12","19","51","1","426","55","78","C0001206"
"3981","2","3","12","19","31","261","116","1","86","C0001206"
"3251","2","3","4","68","96","326","427","341","150","C0001206"
"25978","2","3","2","48","57","110","141","359","462","C0001206"
"5648","2","5","7","53","51","119","395","549","674","C0001206"
"2702","2","3","12","76","153","40","38","54","75","C0001206"
"4222","2","3","3","19","221","321","428","541","667","C0001206"
"207","2","3","7","53","14","20","34","489","416","C0001206"
"4534","2","3","5","80","81","296","399","362","468","C0001206"
"3848","2","5","7","34","52","225","142","220","298","C0001206"
"5922","2","5","7","60","54","24","30","46","72","C0001206"
"6845","2","5","7","60","14","184","341","544","669","C0001206"
"5573","2","3","12","19","184","118","155","287","116","C0001339"
"4535","2","3","2","48","170","50","119","444","556","C0001339"
"6628","2","3","2","22","33","323","66","101","136","C0001339"
"1019","2","3","12","19","31","1","116","1","86","C0001403"
"735","2","5","7","53","51","119","395","549","674","C0001403"
"2244","2","5","7","53","51","342","454","573","492","C0001403"
"2263","2","5","7","53","14","20","25","40","186","C0001403"
"467","2","3","12","19","31","276","91","433","118","C0001403"
"5251","2","3","5","80","81","296","474","593","722","C0001403"
"283","2","5","7","53","51","335","444","560","373","C0001403"
"3339","2","5","7","53","51","342","454","573","492","C0001403"
"1139","2","5","8","27","70","99","162","216","290","C0001403"
"1636","2","3","5","80","81","166","397","418","568","C0001403"
"2099","2","3","12","19","151","276","91","433","118","C0001403"
"54209","2","5","7","53","51","119","395","549","674","C0001403"
"929","2","5","7","34","52","216","395","549","674","C0001403"
"51010","2","3","2","110","85","237","433","547","671","C0001403"
"54361","2","5","3","68","221","197","259","560","422","C0001403"
"55062","2","3","2","48","57","110","141","359","462","C0001403"
"9215","2","5","2","27","36","150","430","215","628","C0001403"
"9076","2","5","6","42","36","71","177","64","219","C0001403"
"5307","2","3","3","19","221","321","428","541","667","C0001430"
"3655","2","5","7","53","51","342","454","573","492","C0001430"
"5728","2","3","5","80","81","339","156","568","605","C0001430"
"8671","2","5","8","45","94","199","240","415","666","C0001430"
"8864","2","3","3","19","151","276","91","433","118","C0001430"
"50484","2","3","5","80","109","182","235","307","506","C0001430"
"3691","2","5","7","53","51","342","454","573","492","C0001430"
"9569","2","3","12","19","31","276","91","433","118","C0001430"
"1027","2","3","12","19","31","1","116","1","86","C0001430"
"2736","2","3","12","41","116","321","428","54","667","C0001430"
"55670","2","3","5","43","161","305","409","208","482","C0001430"
"10518","2","3","2","22","170","50","119","444","556","C0001430"
"8626","2","3","3","19","221","321","428","541","667","C0001430"
"22995","2","3","12","76","153","40","38","54","75","C0001430"
"27077","2","3","12","76","153","40","38","54","75","C0001430"
"6662","2","3","3","19","221","321","428","541","667","C0001430"
"3575","2","5","7","53","51","184","341","544","669","C0001430"
"2308","2","3","12","19","151","276","91","489","416","C0001430"
"6532","2","5","8","45","94","199","240","415","666","C0001430"
"3691","2","5","7","53","51","342","454","573","492","C0001430"
"1290","2","5","7","53","51","342","454","573","492","C0001430"
"7249","2","3","7","60","57","110","141","359","462","C0001430"
"5589","2","5","7","53","51","342","454","573","492","C0001430"
"10558","2","3","2","50","47","39","100","321","209","C0001430"
"4000","2","3","12","26","105","178","226","297","156","C0001430"
"28976","2","3","2","48","170","50","247","322","446","C0001430"
"8139","2","3","12","41","116","268","434","468","213","C0001430"
"9791","2","3","8","45","94","199","240","415","666","C0001430"
"10262","2","3","2","22","33","323","66","101","136","C0001430"
"51626","2","3","12","76","153","40","38","54","75","C0001430"
"7291","2","3","12","19","151","276","91","489","416","C0001430"
"7080","2","3","3","19","221","321","428","541","667","C0001430"
"3845","2","5","7","60","54","24","30","46","72","C0001618"
"3483","2","5","7","53","51","342","454","573","492","C0001618"
"3718","2","5","7","53","14","20","25","40","186","C0001618"
"7849","2","3","3","19","221","321","428","541","667","C0001621"
"7454","2","5","7","60","14","20","25","40","215","C0001621"
"6235","2","3","2","110","85","237","433","547","671","C0001623"
"1813","2","5","4","68","96","326","427","548","672","C0001623"
"4519","2","3","2","48","170","50","119","508","312","C0001623"
"1493","2","5","7","53","51","119","25","40","186","C0001623"
"58","2","5","8","63","45","23","103","464","187","C0001623"
"1741","2","5","7","60","36","71","341","223","219","C0001623"
"930","2","5","7","53","14","119","25","40","186","C0001623"
"8200","2","5","7","53","51","342","259","423","389","C0001623"
"4720","2","3","2","48","170","50","119","444","556","C0001623"
"2879","2","3","5","80","81","166","378","173","229","C0001624"
"4644","2","5","7","60","54","184","141","359","411","C0001624"
"3479","2","5","7","53","51","342","454","573","492","C0001624"
"5251","2","3","5","80","81","296","474","593","722","C0001624"
"3594","2","5","7","53","51","119","25","560","373","C0001624"
"5048","2","3","12","76","153","40","38","54","75","C0001624"
"3075","2","5","7","53","51","119","395","549","674","C0001624"
"6638","2","3","2","22","33","323","66","101","136","C0001624"
"175","2","3","7","34","52","216","395","549","674","C0001624"
"2261","2","5","7","53","14","20","25","40","186","C0001624"
"796","2","5","4","68","96","326","427","548","672","C0001624"
"1280","2","5","7","53","51","342","454","573","492","C0001627"
"2176","2","3","12","19","31","261","116","1","86","C0001627"
"2189","2","3","12","19","31","261","116","1","86","C0001627"
"8086","2","3","12","22","33","323","66","101","664","C0001627"
"8260","2","3","12","41","85","266","76","287","78","C0001627"
"2260","2","5","7","53","14","20","25","40","186","C0001627"
"1836","2","3","2","35","41","94","260","330","375","C0001627"
"3565","2","5","7","53","51","119","25","489","416","C0001627"
"1890","2","3","5","80","81","296","62","94","150","C0001627"
"9569","2","3","12","19","31","276","91","433","118","C0001627"
"1906","2","5","4","68","96","326","427","548","672","C0001627"
"7298","2","3","12","76","153","40","38","54","75","C0001723"
"2668","2","5","7","53","14","20","25","40","186","C0001723"
"6323","2","5","8","63","36","166","341","390","158","C0001723"
"50485","2","3","12","19","31","261","116","1","86","C0001723"
"2138","2","3","12","19","31","1","426","55","78","C0001723"
"3664","2","5","7","53","184","119","156","287","116","C0001723"
"4929","2","3","3","19","151","276","91","433","118","C0001733"
"23090","2","3","12","19","151","276","91","433","118","C0001733"
"5771","2","5","7","53","14","296","25","40","186","C0001733"
"8260","2","3","12","41","85","266","76","287","78","C0001768"
"3918","2","5","7","53","51","342","454","573","492","C0001768"
"126328","2","3","2","48","170","50","119","444","556","C0001768"
"538","2","3","8","63","45","23","103","464","187","C0001768"
"1277","2","5","7","53","51","342","454","573","492","C0001768"
"2254","2","5","7","53","14","20","25","40","186","C0001768"
"4629","2","5","8","63","45","23","103","464","187","C0001768"
"54","2","3","5","80","81","178","195","256","342","C0001768"
"9518","2","5","7","53","51","342","259","423","389","C0001768"
"5077","2","3","3","19","221","321","428","541","667","C0001768"
"9841","2","3","6","11","142","225","142","220","298","C0001768"
"1001","2","5","7","53","51","335","444","560","373","C0001768"
"6628","2","3","2","22","33","323","66","101","136","C0001768"
"249","2","3","5","27","51","335","444","560","373","C0001768"
"8076","2","5","7","53","51","342","454","573","492","C0001768"
"2255","2","5","7","53","14","20","25","40","186","C0001768"
"11340","2","3","2","110","85","237","433","547","671","C0001815"
"5624","2","5","7","53","51","342","454","573","492","C0001815"
"51702","2","3","12","19","31","1","426","55","78","C0001816"
"1277","2","5","7","53","51","342","454","573","492","C0001816"
"2548","2","3","7","34","52","216","395","549","674","C0001816"
"9255","2","3","2","110","85","237","433","547","154","C0001818"
"546","2","3","12","19","31","261","426","1","86","C0001818"
"4535","2","3","2","48","170","50","119","444","556","C0001818"
"5428","2","3","2","48","170","50","119","167","593","C0001818"
"5605","2","5","7","53","14","20","34","540","68","C0001824"
"2184","2","3","5","76","153","138","236","332","407","C0001824"
"673","2","5","7","53","14","20","34","540","68","C0001824"
"1399","2","5","7","53","14","20","25","40","186","C0001824"
"5906","2","5","7","34","52","216","30","46","72","C0001883"
"3350","2","5","4","68","96","326","427","548","672","C0001883"
"8557","2","5","8","63","45","23","103","464","187","C0001883"
"23509","2","3","2","89","124","143","428","236","667","C0001916"
"64220","2","3","2","69","83","101","126","170","224","C0001916"
"546","2","3","12","19","31","261","426","1","86","C0001916"
"1861","2","5","7","60","14","184","341","544","669","C0001916"
"55636","2","3","3","19","221","321","428","423","389","C0001916"
"3630","2","5","7","53","14","20","25","40","186","C0001916"
"10518","2","3","2","22","170","50","119","444","556","C0001916"
"2719","2","5","7","53","51","342","454","573","492","C0001916"
"26608","2","3","2","22","170","50","119","463","153","C0001916"
"368","2","3","12","41","116","268","423","536","445","C0001916"
"2218","2","5","2","53","123","194","255","560","373","C0001916"
"1277","2","5","7","53","51","342","454","573","492","C0001925"
"4524","2","3","2","15","166","104","369","117","583","C0001925"
"7287","2","5","7","11","142","71","341","560","219","C0001925"
"5889","2","3","12","19","31","261","116","1","86","C0001925"
"1760","2","5","8","63","14","20","34","540","68","C0001925"
"4638","2","5","7","53","45","23","103","464","187","C0001925"
"9126","2","3","12","76","153","40","38","54","75","C0001925"
"2720","2","3","7","34","52","216","395","21","599","C0001925"
"1493","2","5","7","53","51","119","25","40","186","C0001925"
"208","2","5","7","53","14","20","34","540","68","C0001925"
"6197","2","3","12","19","14","20","34","540","68","C0001925"
"2294","2","3","3","19","221","321","428","541","667","C0001925"
"2218","2","5","2","53","123","194","255","560","373","C0001925"
"427","2","3","7","34","52","216","395","549","420","C0001925"
"773","2","5","8","27","36","166","341","223","628","C0001925"
"335","2","5","7","53","51","342","454","573","492","C0001925"
"26128","2","3","12","76","153","40","38","54","154","C0001925"
"1311","2","5","7","53","51","342","454","573","492","C0001925"
"51360","2","3","3","26","35","276","91","433","203","C0001925"
"4627","2","5","7","63","45","184","103","572","658","C0001925"
"6606","2","3","2","22","33","323","66","101","136","C0001925"
"5191","2","3","5","43","161","305","409","208","482","C0001956"
"2668","2","5","7","53","14","20","25","40","186","C0001956"
"2315","2","5","8","63","45","23","141","464","187","C0001956"
"5443","2","5","4","68","96","326","427","548","672","C0001956"
"8892","2","3","2","110","85","237","433","547","671","C0001956"
"51103","2","3","2","48","170","50","119","444","556","C0001956"
