"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","54938","2","3","2","110","85","67","76","252","154","C0000768"
"2","5443","2","5","4","68","96","326","427","548","672","C0000768"
"3","6331","2","5","8","63","36","166","341","223","158","C0000768"
"4","4638","2","5","7","53","45","23","103","464","187","C0000768"
"5","5130","2","3","2","85","143","286","51","488","102","C0000768"
"6","673","2","5","7","53","14","20","34","540","68","C0000768"
"7","6575","2","3","8","45","94","199","240","415","666","C0000768"
"8","2261","2","5","7","53","14","20","25","40","186","C0000768"
"9","2178","2","3","12","19","31","261","116","1","86","C0000768"
"10","3694","2","5","7","53","51","342","454","573","492","C0000768"
"11","4524","2","3","2","15","166","104","369","117","583","C0000768"
"12","200894","2","5","7","60","54","24","30","46","72","C0000832"
"13","1128","2","5","4","68","96","326","427","548","672","C0000832"
"14","4854","2","5","7","53","51","143","428","236","667","C0000832"
"15","2071","2","3","12","19","31","261","116","159","211","C0000887"
"16","26580","2","5","8","27","70","99","162","216","290","C0000887"
"17","26353","2","3","12","76","45","160","347","271","356","C0000887"
"18","1278","2","5","7","53","51","342","454","573","492","C0000887"
"19","5447","2","3","5","91","214","271","372","471","586","C0000887"
"20","6655","2","5","7","60","54","24","30","46","72","C0000887"
"21","411","2","3","7","34","52","216","395","549","674","C0000889"
"22","7248","2","3","2","48","57","110","141","359","462","C0000889"
"23","5745","2","5","4","68","96","326","427","548","672","C0000889"
"24","3930","2","3","2","22","33","323","66","3","464","C0000889"
"25","596","2","3","12","19","219","339","402","489","416","C0000889"
"26","7227","2","3","12","19","31","276","91","433","118","C0000889"
"27","26580","2","5","8","27","70","99","162","216","290","C0000889"
"28","836","2","3","12","41","219","339","402","489","697","C0000889"
"29","857","2","5","7","53","45","23","57","83","422","C0000889"
"30","4693","2","5","7","53","51","342","454","573","492","C0000889"
"31","51085","2","3","2","48","57","110","141","359","462","C0000889"
"32","6546","2","5","8","45","94","199","240","415","666","C0000889"
"33","3659","2","3","12","19","184","119","156","287","116","C0000889"
"34","3914","2","5","7","53","51","342","454","573","492","C0000889"
"35","1106","2","3","12","19","31","1","426","55","78","C0000889"
"36","29123","2","3","12","19","151","276","91","433","118","C0000889"
"37","4843","2","3","5","43","161","305","409","489","416","C0000889"
"38","2353","2","3","12","19","31","1","91","489","416","C0000889"
"39","5189","2","3","5","43","161","305","409","208","482","C0000889"
"40","1909","2","5","4","68","96","326","427","548","672","C0000889"
"41","6658","2","3","12","19","221","321","428","541","667","C0001122"
"42","8328","2","3","12","19","31","1","426","55","78","C0001122"
"43","2645","2","3","2","90","167","266","367","101","664","C0001122"
"44","658","2","5","7","53","51","342","259","423","389","C0001126"
"45","249","2","3","5","27","51","335","444","560","373","C0001126"
"46","9096","2","5","7","53","51","335","259","560","373","C0001126"
"47","8892","2","3","2","110","85","237","433","547","671","C0001126"
"48","6928","2","3","3","19","221","321","428","541","667","C0001126"
"49","23414","2","3","12","19","31","118","155","287","116","C0001126"
