"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","5130","2","3","2","85","143","286","51","488","102","C0000768"
"2","3730","2","5","7","53","14","20","25","40","186","C0000768"
"3","6524","2","5","8","45","94","199","240","415","666","C0000768"
"4","2778","2","5","4","68","96","326","427","548","672","C0000768"
"5","2517","2","3","7","34","52","216","395","549","674","C0000768"
"6","81622","2","3","2","48","219","50","156","444","697","C0000768"
"7","4784","2","3","2","22","33","261","116","159","211","C0000768"
"8","950","2","5","7","60","14","184","341","544","669","C0000768"
"9","10262","2","3","2","22","33","323","66","101","136","C0000768"
"10","4041","2","5","3","68","221","197","259","560","422","C0000768"
"11","3730","2","5","7","53","14","20","25","40","186","C0000768"
"12","2138","2","3","12","19","31","1","426","55","78","C0000832"
"13","2132","2","3","2","74","58","112","148","193","263","C0000832"
"14","778","2","5","8","63","36","166","341","223","158","C0000832"
"15","8777","2","5","7","42","36","71","177","223","219","C0000887"
"16","5897","2","3","12","41","116","268","141","568","605","C0000887"
"17","9215","2","5","2","27","36","150","430","215","628","C0000887"
"18","2072","2","3","12","19","31","261","116","1","86","C0000887"
"19","847","2","3","7","34","52","216","395","549","674","C0000887"
"20","2733","2","3","2","22","33","323","66","101","664","C0000887"
"21","4851","2","3","12","19","221","143","428","236","667","C0000889"
"22","8799","2","3","5","43","161","305","409","208","482","C0000889"
"23","1301","2","5","7","53","51","342","454","573","492","C0000889"
"24","673","2","5","7","53","14","20","34","540","68","C0000889"
"25","10083","2","5","7","42","36","71","177","223","219","C0000889"
"26","6898","2","3","8","67","94","199","182","509","666","C0000889"
"27","7299","2","3","5","23","18","138","250","332","407","C0000889"
"28","2560","2","5","8","27","70","99","162","216","290","C0000889"
"29","8481","2","3","12","76","153","40","38","54","75","C0000889"
"30","3764","2","5","8","63","36","166","106","110","158","C0000889"
"31","10913","2","3","12","41","219","339","156","568","697","C0000889"
"32","2879","2","3","5","80","81","166","378","173","229","C0000889"
"33","28982","2","3","5","25","44","165","101","274","358","C0000889"
"34","10020","2","3","2","89","124","204","42","452","258","C0000889"
"35","55690","2","3","2","48","57","110","141","359","462","C0000889"
"36","5972","2","5","5","34","52","216","397","418","568","C0000889"
"37","2159","2","5","7","68","51","119","454","549","674","C0000889"
"38","846","2","5","4","68","96","326","427","548","672","C0000889"
"39","1499","2","3","12","19","221","197","259","560","422","C0000889"
"40","5339","2","5","7","53","51","342","454","573","492","C0000889"
"41","4843","2","3","5","43","161","305","409","489","416","C0001122"
"42","5189","2","3","5","43","161","305","409","208","482","C0001122"
"43","54903","2","3","12","76","153","40","38","54","75","C0001122"
"44","1813","2","5","4","68","96","326","427","548","672","C0001126"
"45","26040","2","3","12","19","31","1","116","297","78","C0001126"
"46","72","2","5","8","63","45","23","103","464","187","C0001126"
"47","1410","2","3","12","63","45","23","38","54","187","C0001126"
"48","4893","2","5","7","34","52","24","30","46","72","C0001126"
"49","55172","2","5","7","27","36","150","341","223","628","C0001126"
"50","5447","2","3","5","91","214","271","372","471","586","C0001126"
"51","7124","2","3","12","41","219","339","156","568","697","C0001126"
"52","843","2","3","12","41","219","339","156","568","697","C0001126"
"53","9469","2","3","2","103","189","303","29","475","467","C0001126"
"54","6462","2","5","7","63","45","23","444","464","373","C0001175"
"55","94","2","5","7","53","51","342","259","423","389","C0001175"
"56","5468","2","3","3","19","151","276","91","433","118","C0001175"
"57","1301","2","5","7","53","51","342","454","573","492","C0001202"
"58","7248","2","3","2","48","57","110","141","359","462","C0001202"
"59","4068","2","5","7","53","51","119","25","549","674","C0001206"
"60","8893","2","3","2","110","85","237","433","547","671","C0001206"
"61","22854","2","5","5","27","51","335","444","560","373","C0001206"
"62","6662","2","3","3","19","221","321","428","541","667","C0001206"
"63","4000","2","3","12","26","105","178","226","297","156","C0001206"
"64","5025","2","5","8","63","45","23","306","390","158","C0001206"
"65","4703","2","5","7","60","45","23","103","464","187","C0001206"
"66","26005","2","3","12","76","153","40","38","54","75","C0001206"
"67","5657","2","5","7","34","52","216","395","549","674","C0001206"
"68","2010","2","3","12","26","105","296","226","488","156","C0001206"
"69","2317","2","5","7","63","45","23","103","287","664","C0001206"
"70","55605","2","3","12","76","153","40","38","54","75","C0001206"
"71","3479","2","5","7","53","51","342","454","573","492","C0001206"
"72","1649","2","3","12","19","31","276","91","433","118","C0001206"
