"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"4089","2","3","12","19","219","339","259","423","605","C0000768"
"1311","2","5","7","53","51","342","454","573","492","C0000768"
"5468","2","3","3","19","151","276","91","433","118","C0000768"
"5192","2","3","5","43","161","305","409","208","482","C0000768"
"8139","2","3","12","41","116","268","434","468","213","C0000768"
"859","2","5","8","63","45","23","103","464","187","C0000768"
"9049","2","3","3","41","151","276","378","271","356","C0000768"
"2629","2","3","5","80","81","250","291","152","420","C0000768"
"2937","2","3","2","83","171","97","381","478","597","C0000768"
"1302","2","5","7","53","51","342","454","573","492","C0000768"
"4683","2","3","12","19","31","261","116","1","86","C0000768"
"1278","2","5","7","53","51","342","454","573","492","C0000832"
"2492","2","5","4","68","96","326","427","548","672","C0000832"
"2109","2","3","2","48","170","50","119","444","556","C0000832"
"54808","2","3","12","76","153","40","38","54","75","C0000887"
"25953","2","3","2","67","92","293","137","75","664","C0000887"
"3425","2","3","5","80","81","166","454","573","492","C0000887"
"4998","2","3","12","76","31","261","116","1","86","C0000887"
"8443","2","3","5","43","161","305","409","208","482","C0000887"
"2895","2","5","4","68","36","71","427","223","219","C0000887"
"8842","2","5","5","53","82","147","184","179","328","C0000889"
"1290","2","5","7","53","51","342","454","573","492","C0000889"
"25939","2","3","12","53","184","119","156","287","116","C0000889"
"8985","2","5","7","53","51","342","454","573","492","C0000889"
"6870","2","5","4","68","96","326","427","548","672","C0000889"
"9742","2","3","12","76","153","40","38","54","75","C0000889"
"4669","2","3","5","80","81","166","454","453","492","C0000889"
"171023","2","3","12","41","116","268","426","55","78","C0000889"
"7337","2","3","12","41","116","268","434","468","213","C0000889"
"6926","2","5","7","53","51","335","259","560","373","C0000889"
"8820","2","3","3","19","221","321","428","541","667","C0000889"
"6154","2","3","2","110","85","237","433","547","671","C0000889"
"1778","2","3","7","76","153","40","38","54","75","C0000889"
"7010","2","5","7","53","14","20","25","40","186","C0000889"
"8526","2","3","2","63","30","193","306","390","158","C0000889"
"4137","2","3","7","27","36","150","341","223","628","C0000889"
"4089","2","3","12","19","219","339","259","423","605","C0000889"
"5205","2","3","8","63","45","23","103","464","619","C0000889"
"7200","2","5","4","68","96","326","427","548","672","C0000889"
"3594","2","5","7","53","51","119","25","560","373","C0000889"
"2332","2","3","2","22","33","71","373","466","609","C0001122"
"5932","2","3","12","19","31","261","116","1","86","C0001122"
"4627","2","5","7","63","45","184","103","572","658","C0001122"
"5660","2","5","7","34","52","326","427","548","702","C0001126"
"4000","2","3","12","26","105","178","226","297","156","C0001126"
"51816","2","5","7","34","52","216","395","549","674","C0001126"
"2316","2","5","7","53","51","342","454","573","702","C0001126"
"249","2","3","5","27","51","335","444","560","373","C0001126"
"5158","2","3","4","68","45","272","259","518","621","C0001126"
"3835","2","3","12","76","153","40","38","54","75","C0001126"
"1645","2","3","2","46","51","227","168","225","490","C0001126"
"7157","2","3","12","19","31","261","402","489","551","C0001126"
"25793","2","3","12","41","116","268","434","468","213","C0001126"
"2629","2","3","5","80","81","250","291","152","420","C0001175"
"2741","2","5","8","27","70","99","162","216","290","C0001175"
"1080","2","3","12","41","219","339","156","544","669","C0001175"
"2879","2","3","5","80","81","166","378","173","229","C0001202"
"368","2","3","12","41","116","268","423","536","445","C0001202"
"5728","2","3","5","80","81","339","156","568","605","C0001206"
"4852","2","5","4","68","96","326","427","548","672","C0001206"
"2022","2","5","7","53","51","342","259","423","389","C0001206"
"3852","2","1","6","11","142","225","142","220","298","C0001206"
"2099","2","3","12","19","151","276","91","433","118","C0001206"
"4000","2","3","12","26","105","178","226","297","156","C0001206"
"26123","2","3","2","76","153","40","38","54","75","C0001206"
"3242","2","3","5","67","92","293","55","308","390","C0001206"
"84197","2","5","2","53","14","20","25","215","186","C0001206"
"10117","2","5","7","53","51","342","454","573","492","C0001206"
"11093","2","5","7","53","51","342","454","573","492","C0001206"
"673","2","5","7","53","14","20","34","540","68","C0001206"
"4593","2","5","7","53","14","20","454","573","492","C0001206"
"5160","2","3","2","67","92","293","55","75","311","C0001206"
"1026","2","3","12","19","31","1","116","489","416","C0001206"
"2623","2","3","12","19","31","1","155","287","116","C0001206"
"4512","2","3","2","48","170","110","141","359","8","C0001206"
"860","2","3","12","19","31","276","91","433","118","C0001339"
"30008","2","5","7","53","51","342","454","573","492","C0001339"
"5314","2","3","12","76","153","40","38","54","75","C0001339"
"5993","2","3","12","19","31","1","426","55","78","C0001403"
"9401","2","3","12","76","31","261","116","1","86","C0001403"
"10021","2","5","8","63","36","166","106","110","158","C0001403"
"1144","2","5","8","27","70","99","162","216","290","C0001403"
"9321","2","3","12","76","153","40","38","54","203","C0001403"
"843","2","3","12","41","219","339","156","568","697","C0001403"
"5108","2","3","12","76","153","40","38","54","75","C0001403"
"4214","2","3","12","41","219","339","34","540","117","C0001403"
"3655","2","5","7","53","51","342","454","573","492","C0001403"
"4015","2","5","7","53","51","342","454","573","492","C0001403"
"2239","2","3","2","74","51","342","454","573","492","C0001403"
"4621","2","5","8","63","45","23","103","464","187","C0001403"
"940","2","5","7","53","14","20","25","40","186","C0001403"
"64072","2","5","7","53","51","335","444","560","373","C0001403"
"3576","2","5","4","68","96","326","427","548","672","C0001403"
"547","2","3","7","76","153","40","38","54","75","C0001403"
"10479","2","5","7","27","36","150","341","223","628","C0001403"
"6910","2","3","12","19","51","335","444","560","373","C0001403"
"124997","2","3","2","48","81","266","369","117","583","C0001430"
"6261","2","5","8","63","45","23","34","464","187","C0001430"
"90411","2","3","7","60","153","40","202","66","203","C0001430"
"3458","2","5","7","53","184","119","156","287","116","C0001430"
"554","2","5","4","68","96","326","427","548","672","C0001430"
"2629","2","3","5","80","81","250","291","152","420","C0001430"
"10273","2","3","12","41","116","268","434","468","213","C0001430"
"4763","2","5","7","60","54","24","30","46","214","C0001430"
"2488","2","5","4","68","96","326","427","548","672","C0001430"
"5741","2","5","4","68","96","326","427","548","672","C0001430"
"3972","2","5","4","68","96","326","427","548","672","C0001430"
"1723","2","3","2","48","170","50","119","444","556","C0001430"
"6499","2","3","2","110","85","237","433","547","671","C0001430"
"10060","2","3","8","41","45","23","423","464","445","C0001430"
"25814","2","3","2","48","170","110","119","444","462","C0001430"
"26258","2","5","7","60","18","184","341","544","669","C0001430"
"1482","2","3","3","19","221","321","428","541","667","C0001430"
"348","2","5","7","53","51","342","454","573","492","C0001430"
"4646","2","3","12","41","45","184","103","572","658","C0001430"
"775","2","5","8","63","36","166","341","223","158","C0001430"
"1277","2","5","7","53","51","342","454","573","492","C0001430"
"10483","2","3","7","60","54","24","30","46","72","C0001430"
"2627","2","3","12","19","31","118","155","287","116","C0001430"
"5318","2","1","6","11","142","225","142","220","298","C0001430"
"5295","2","5","7","53","14","20","25","40","186","C0001430"
"7200","2","5","4","68","96","326","427","548","672","C0001430"
"4519","2","3","2","48","170","50","119","508","312","C0001430"
"2316","2","5","7","53","51","342","454","573","702","C0001430"
"6121","2","3","2","69","83","101","126","170","224","C0001430"
"3265","2","5","7","60","54","24","30","46","72","C0001430"
"1289","2","5","7","53","51","342","454","573","492","C0001430"
"3691","2","5","7","53","51","342","454","573","492","C0001430"
"5932","2","3","12","19","31","261","116","1","86","C0001618"
"4524","2","3","2","15","166","104","369","117","583","C0001618"
"5826","2","3","7","48","161","105","139","186","245","C0001618"
"2776","2","5","4","68","96","326","427","548","672","C0001621"
"54903","2","3","12","76","153","40","38","54","75","C0001621"
"8772","2","3","12","41","219","339","156","568","697","C0001623"
"2177","2","3","2","110","90","261","431","545","443","C0001623"
"4591","2","3","12","41","116","268","434","468","213","C0001623"
"2066","2","5","7","53","14","20","25","40","186","C0001623"
"8028","2","3","12","76","153","40","214","454","144","C0001623"
"2200","2","5","7","53","51","342","454","573","492","C0001623"
"5264","2","3","5","43","161","305","409","208","482","C0001623"
"1026","2","3","12","19","31","1","116","489","416","C0001623"
"4763","2","5","7","60","54","24","30","46","214","C0001623"
"4359","2","5","7","53","51","342","454","573","492","C0001624"
"5727","2","3","12","68","221","197","259","560","422","C0001624"
"1629","2","3","2","67","92","293","55","75","311","C0001624"
"1828","2","5","7","34","52","216","142","220","298","C0001624"
"4929","2","3","3","19","151","276","91","433","118","C0001624"
"54433","2","3","2","110","85","237","433","547","671","C0001624"
"842","2","3","12","41","219","339","156","568","697","C0001624"
