"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"999","2","5","7","53","51","342","444","560","373","C0000768"
"411","2","3","7","34","52","216","395","549","674","C0000768"
"7249","2","3","7","60","57","110","141","359","462","C0000768"
"8260","2","3","12","41","85","266","76","287","78","C0000768"
"8302","2","5","7","53","51","119","395","549","674","C0000768"
"3977","2","5","7","53","51","119","25","40","416","C0000768"
"11234","2","3","5","60","18","184","341","544","669","C0000768"
"50846","2","3","3","68","221","197","259","560","422","C0000768"
"1415","2","3","6","63","45","160","362","177","673","C0000768"
"7443","2","3","12","19","31","261","34","540","68","C0000768"
"6253","2","5","4","27","36","326","402","489","187","C0000768"
"6647","2","3","2","95","2","342","378","173","702","C0000832"
"1855","2","5","12","76","153","197","259","560","422","C0000832"
"54949","2","3","2","48","170","50","119","444","556","C0000832"
"30008","2","5","7","53","51","342","454","573","492","C0000887"
"652","2","5","7","53","51","342","454","573","492","C0000887"
"5032","2","5","4","68","96","326","427","548","672","C0000887"
"4337","2","3","2","80","91","75","204","267","352","C0000887"
"2702","2","3","12","76","153","40","38","54","75","C0000887"
"2538","2","3","5","90","216","333","438","561","689","C0000887"
"26580","2","5","8","27","70","99","162","216","290","C0000889"
"2879","2","3","5","80","81","166","378","173","229","C0000889"
"55505","2","3","2","110","85","237","433","547","671","C0000889"
"5913","2","5","7","27","36","71","341","223","219","C0000889"
"3456","2","3","12","19","31","118","155","287","116","C0000889"
"868","2","3","12","41","116","268","434","468","213","C0000889"
"4790","2","3","7","34","52","216","166","129","697","C0000889"
"779","2","5","8","63","36","166","341","390","158","C0000889"
"8805","2","3","3","19","151","276","91","433","118","C0000889"
"1555","2","3","5","91","214","271","372","480","598","C0000889"
"10324","2","3","12","41","116","268","434","468","213","C0000889"
"2775","2","5","4","68","36","150","341","223","628","C0000889"
"2187","2","3","12","19","31","261","116","1","86","C0000889"
"2588","2","3","7","34","52","216","395","549","674","C0000889"
"1021","2","3","12","19","31","1","426","55","78","C0000889"
"1301","2","5","7","53","51","342","454","573","492","C0000889"
"7169","2","5","8","63","45","23","103","464","187","C0000889"
"815","2","5","7","53","14","20","34","540","68","C0000889"
"999","2","5","7","53","51","342","444","560","373","C0000889"
"2184","2","3","5","76","153","138","236","332","407","C0000889"
"50944","2","5","7","60","36","71","341","223","219","C0001122"
"3458","2","5","7","53","184","119","156","287","116","C0001122"
"843","2","3","12","41","219","339","156","568","697","C0001122"
"6310","2","3","12","22","142","225","366","362","468","C0001126"
"1187","2","5","8","63","45","23","34","464","187","C0001126"
"652","2","5","7","53","51","342","454","573","492","C0001126"
"100","2","3","5","33","21","47","56","80","199","C0001126"
"1406","2","3","3","19","221","321","428","541","667","C0001126"
"4214","2","3","12","41","219","339","34","540","117","C0001126"
"10617","2","3","12","48","57","110","141","359","462","C0001126"
"3549","2","5","3","53","51","197","259","560","422","C0001126"
"23426","2","5","7","42","36","71","177","223","219","C0001126"
"196","2","3","3","19","151","276","91","433","118","C0001126"
"657","2","5","7","53","221","342","259","423","389","C0001175"
"9241","2","5","7","53","51","342","259","423","389","C0001175"
"3284","2","3","2","69","98","169","299","183","243","C0001175"
"8924","2","3","12","41","116","268","434","468","213","C0001202"
"7424","2","5","7","53","51","342","454","573","702","C0001202"
"2623","2","3","12","19","31","1","155","287","116","C0001206"
"3748","2","5","8","63","36","166","106","110","158","C0001206"
"26154","2","3","5","47","144","185","238","310","392","C0001206"
"8912","2","5","8","63","36","166","306","390","158","C0001206"
"5660","2","5","7","34","52","326","427","548","702","C0001206"
"5728","2","3","5","80","81","339","156","568","605","C0001206"
"215","2","3","5","47","144","185","238","310","392","C0001206"
"9210","2","5","7","53","51","342","454","573","492","C0001206"
"843","2","3","12","41","219","339","156","568","697","C0001206"
"3630","2","5","7","53","14","20","25","40","186","C0001206"
"836","2","3","12","41","219","339","402","489","697","C0001206"
"9927","2","3","12","19","31","118","155","287","116","C0001206"
"2184","2","3","5","76","153","138","236","332","407","C0001206"
"3161","2","3","12","76","153","40","38","54","75","C0001206"
"4843","2","3","5","43","161","305","409","489","416","C0001206"
"5244","2","3","3","41","151","276","91","433","118","C0001206"
"5592","2","5","4","53","14","20","34","540","68","C0001206"
"50939","2","3","12","76","153","40","38","472","435","C0001339"
"1415","2","3","6","63","45","160","362","177","673","C0001339"
"3592","2","5","7","53","51","119","25","489","416","C0001339"
"3575","2","5","7","53","51","184","341","544","669","C0001403"
"6442","2","5","8","63","45","23","103","464","187","C0001403"
"7132","2","3","12","41","219","339","156","568","697","C0001403"
"11093","2","5","7","53","51","342","454","573","492","C0001403"
"3039","2","3","5","35","41","118","155","287","116","C0001403"
"4313","2","5","7","53","51","342","454","573","492","C0001403"
"54903","2","3","12","76","153","40","38","54","75","C0001403"
"3145","2","3","5","80","81","166","132","175","473","C0001403"
"3909","2","5","7","53","51","342","454","573","492","C0001403"
"3295","2","3","5","43","161","305","409","208","482","C0001403"
"3040","2","5","5","53","51","342","40","78","178","C0001403"
"2936","2","3","2","48","57","110","141","359","229","C0001403"
"51360","2","3","3","26","35","276","91","433","203","C0001403"
"6010","2","5","4","68","96","326","427","548","672","C0001403"
"1639","2","3","12","76","153","40","38","54","75","C0001403"
"1120","2","3","2","85","143","286","51","488","102","C0001403"
"2122","2","3","12","19","31","1","426","55","78","C0001403"
"5251","2","3","5","80","81","296","474","593","722","C0001403"
"7468","2","3","12","19","31","1","426","55","78","C0001430"
"545","2","3","12","19","31","261","116","1","86","C0001430"
"50484","2","3","5","80","109","182","235","307","506","C0001430"
"3081","2","3","2","91","51","3","267","308","429","C0001430"
"2120","2","3","12","19","31","193","306","148","624","C0001430"
"6945","2","3","12","19","31","110","141","488","102","C0001430"
"6899","2","5","7","53","184","335","259","560","373","C0001430"
"145226","2","3","2","69","83","101","126","170","224","C0001430"
"8493","2","3","12","19","31","293","116","201","664","C0001430"
"1593","2","3","5","79","152","273","157","333","277","C0001430"
"4054","2","5","7","53","51","342","454","573","492","C0001430"
"8398","2","3","5","116","183","40","38","352","455","C0001430"
"3047","2","3","12","19","31","118","155","287","116","C0001430"
"6165","2","3","2","110","85","237","433","547","671","C0001430"
"421","2","5","7","42","51","335","444","560","373","C0001430"
"6662","2","3","3","19","221","321","428","541","667","C0001430"
"7516","2","3","12","19","31","261","116","1","86","C0001430"
"5828","2","3","5","43","161","305","409","208","482","C0001430"
"3425","2","3","5","80","81","166","454","573","492","C0001430"
"9950","2","5","7","60","54","40","98","66","203","C0001430"
"4137","2","3","7","27","36","150","341","223","628","C0001430"
"2074","2","3","12","19","31","1","426","55","78","C0001430"
"1301","2","5","7","53","51","342","454","573","492","C0001430"
"476","2","3","8","63","45","23","103","464","187","C0001430"
"51422","2","3","2","48","57","110","141","359","462","C0001430"
"4137","2","3","7","27","36","150","341","223","628","C0001430"
"3308","2","3","12","41","219","339","347","271","356","C0001430"
"30008","2","5","7","53","51","342","454","573","492","C0001430"
"2617","2","3","2","110","85","237","433","252","154","C0001430"
"7124","2","3","12","41","219","339","156","568","697","C0001430"
"5982","2","3","12","19","31","261","116","1","86","C0001430"
"6223","2","3","2","110","85","237","433","547","671","C0001430"
"1401","2","5","7","53","51","119","395","573","492","C0001618"
"7078","2","5","7","53","51","342","454","573","702","C0001618"
"1956","2","5","7","53","14","184","45","544","669","C0001618"
"5335","2","3","7","53","14","20","25","40","186","C0001621"
"6638","2","3","2","22","33","323","66","101","136","C0001621"
"22861","2","3","12","41","219","339","156","568","697","C0001623"
"641","2","3","12","19","31","261","116","1","86","C0001623"
"5805","2","3","2","43","91","75","204","267","352","C0001623"
"5885","2","3","12","76","153","40","38","54","75","C0001623"
"4313","2","5","7","53","51","342","454","573","492","C0001623"
"3239","2","3","3","19","221","321","428","541","667","C0001623"
"8722","2","3","7","76","153","40","38","54","75","C0001623"
"5626","2","3","3","19","221","321","428","541","667","C0001623"
"54386","2","3","12","19","31","261","116","1","78","C0001623"
"9896","2","3","5","80","81","296","399","201","274","C0001624"
"421","2","5","7","42","51","335","444","560","373","C0001624"
"26191","2","5","7","53","14","20","25","40","186","C0001624"
"1139","2","5","8","27","70","99","162","216","290","C0001624"
"9839","2","3","3","19","221","321","428","541","667","C0001624"
"10572","2","3","12","41","219","339","402","489","697","C0001624"
"547","2","3","7","76","153","40","38","54","75","C0001624"
"6616","2","5","7","34","52","216","341","223","628","C0001624"
"5993","2","3","12","19","31","1","426","55","78","C0001624"
"4669","2","3","5","80","81","166","454","453","492","C0001624"
"50964","2","5","3","68","221","197","259","423","422","C0001624"
"8878","2","3","12","41","219","339","156","568","697","C0001627"
"6469","2","5","3","53","221","197","259","560","422","C0001627"
"10801","2","3","12","76","108","293","141","305","387","C0001627"
