"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","55325","2","5","7","34","181","23","119","544","187","C0000768"
"2","6331","2","5","8","63","36","166","341","223","158","C0000768"
"3","27130","2","3","12","48","45","143","38","236","69","C0000768"
"4","1736","2","3","2","110","85","237","433","547","671","C0000768"
"5","84062","2","5","7","60","18","184","341","544","669","C0000768"
"6","5144","2","3","4","68","96","326","427","548","672","C0000768"
"7","9210","2","5","7","53","51","342","454","573","492","C0000768"
"8","4851","2","3","12","19","221","143","428","236","667","C0000768"
"9","6341","2","3","2","48","170","50","119","444","556","C0000768"
"10","1401","2","5","7","53","51","119","395","573","492","C0000768"
"11","695","2","5","7","53","14","20","25","40","186","C0000768"
"12","57502","2","5","7","60","36","71","341","223","219","C0000832"
"13","10371","2","5","7","53","51","342","79","560","373","C0000832"
"14","1103","2","3","2","67","92","293","55","75","311","C0000832"
"15","3851","2","3","12","76","153","40","38","54","75","C0000887"
"16","958","2","5","7","53","51","119","156","568","697","C0000887"
"17","8322","2","5","3","68","221","184","259","544","669","C0000887"
"18","2677","2","5","7","53","51","342","454","573","492","C0000887"
"19","1471","2","5","7","34","52","216","395","549","492","C0000887"
"20","3423","2","3","5","74","3","342","374","294","590","C0000887"
"21","1130","2","5","7","60","54","326","141","359","462","C0000889"
"22","673","2","5","7","53","14","20","34","540","68","C0000889"
"23","2796","2","5","4","68","96","326","427","548","672","C0000889"
"24","55651","2","3","2","110","85","237","433","547","671","C0000889"
"25","4695","2","3","2","48","170","50","119","444","556","C0000889"
"26","488","2","5","8","63","45","23","103","464","187","C0000889"
"27","472","2","3","12","19","31","261","116","1","86","C0000889"
"28","2354","2","3","12","19","31","1","426","55","78","C0000889"
"29","8313","2","3","12","41","219","339","156","568","605","C0000889"
"30","6663","2","3","3","19","221","321","428","541","667","C0000889"
"31","10734","2","3","12","19","31","1","426","55","78","C0000889"
"32","203068","2","3","7","34","52","216","38","54","75","C0000889"
"33","27031","2","3","6","11","142","225","38","331","506","C0000889"
"34","6529","2","5","8","45","94","199","240","415","666","C0000889"
"35","51128","2","5","7","60","153","24","38","46","72","C0000889"
"36","5972","2","5","5","34","52","216","397","418","568","C0000889"
"37","2799","2","3","7","34","52","216","395","549","33","C0000889"
"38","2200","2","5","7","53","51","342","454","573","492","C0000889"
"39","22827","2","3","2","22","33","323","66","101","136","C0000889"
"40","8867","2","3","5","60","14","184","341","544","669","C0000889"
"41","4308","2","5","8","63","45","193","306","390","158","C0001122"
"42","5728","2","3","5","80","81","339","156","568","605","C0001122"
"43","860","2","3","12","19","31","276","91","433","118","C0001122"
"44","54806","2","5","7","76","153","40","38","54","75","C0001126"
"45","5896","2","3","12","41","116","268","434","568","605","C0001126"
"46","6638","2","3","2","22","33","323","66","101","136","C0001126"
"47","51651","2","3","12","41","219","339","156","568","605","C0001126"
"48","540","2","5","8","63","45","23","103","464","187","C0001126"
"49","3560","2","5","7","53","14","20","25","40","186","C0001126"
"50","6569","2","3","8","45","94","199","240","415","666","C0001126"
"51","6868","2","5","7","53","51","342","454","236","492","C0001126"
"52","54808","2","3","12","76","153","40","38","54","75","C0001126"
"53","8792","2","3","12","41","219","339","156","568","697","C0001126"
"54","6392","2","3","2","48","170","50","119","444","556","C0001175"
"55","2796","2","5","4","68","96","326","427","548","672","C0001175"
"56","5450","2","3","12","19","221","261","116","159","211","C0001175"
"57","3251","2","3","4","68","96","326","427","341","150","C0001202"
"58","11005","2","1","6","11","142","225","142","220","298","C0001202"
"59","429","2","3","3","19","221","321","428","541","667","C0001206"
"60","644096","2","3","2","48","170","50","119","167","556","C0001206"
"61","6303","2","3","2","67","118","160","261","188","423","C0001206"
"62","5896","2","3","12","41","116","268","434","568","605","C0001206"
"63","10484","2","3","7","60","153","40","38","54","203","C0001206"
"64","7259","2","3","12","19","31","1","426","55","78","C0001206"
"65","3141","2","3","2","68","40","130","166","127","173","C0001206"
"66","2316","2","5","7","53","51","342","454","573","702","C0001206"
"67","3145","2","3","5","80","81","166","132","175","473","C0001206"
"68","6845","2","5","7","60","14","184","341","544","669","C0001206"
"69","8813","2","3","2","48","116","142","136","280","363","C0001206"
"70","1184","2","5","8","63","45","23","34","464","187","C0001206"
"71","5979","2","5","7","53","14","20","25","40","186","C0001206"
"72","1910","2","5","4","68","96","326","427","548","672","C0001206"
"73","64327","2","5","4","68","96","326","427","548","672","C0001206"
"74","3075","2","5","7","53","51","119","395","549","674","C0001206"
"75","1144","2","5","8","27","70","99","162","216","290","C0001206"
"76","8643","2","5","3","68","221","197","259","560","422","C0001339"
"77","1415","2","3","6","63","45","160","362","177","673","C0001339"
"78","9210","2","5","7","53","51","342","454","573","492","C0001339"
"79","3074","2","3","7","34","52","216","395","549","607","C0001403"
"80","4054","2","5","7","53","51","342","454","573","492","C0001403"
"81","51738","2","5","4","68","96","326","427","548","672","C0001403"
"82","10262","2","3","2","22","33","323","66","101","136","C0001403"
"83","1736","2","3","2","110","85","237","433","547","671","C0001403"
"84","2710","2","3","2","72","43","179","88","125","382","C0001403"
"85","6310","2","3","12","22","142","225","366","362","468","C0001403"
"86","2969","2","3","12","19","31","276","91","433","118","C0001403"
"87","9860","2","5","7","53","219","184","156","568","697","C0001403"
"88","6125","2","3","2","110","85","237","433","547","671","C0001403"
