"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"4072","2","5","7","53","51","119","454","573","492","C0000768"
"7042","2","5","7","53","51","342","454","573","492","C0000768"
"2690","2","5","7","53","14","20","25","40","186","C0000768"
"6900","2","5","7","53","51","342","454","223","373","C0000768"
"4313","2","5","7","53","51","342","454","573","492","C0000768"
"23534","2","3","2","22","33","323","66","101","136","C0000768"
"10020","2","3","2","89","124","204","42","452","258","C0000768"
"6188","2","3","2","110","85","237","433","547","671","C0000768"
"401","2","3","3","19","221","321","428","541","667","C0000768"
"28952","2","3","12","41","116","268","434","468","213","C0000768"
"2074","2","3","12","19","31","1","426","55","78","C0000768"
"5395","2","3","12","19","31","261","116","1","86","C0000832"
"3611","2","5","7","53","14","20","103","188","701","C0000832"
"8842","2","5","5","53","82","147","184","179","328","C0000832"
"1184","2","5","8","63","45","23","34","464","187","C0000887"
"3976","2","5","7","53","51","119","25","489","416","C0000887"
"6557","2","5","8","45","94","199","240","415","666","C0000887"
"2255","2","5","7","53","14","20","25","40","186","C0000887"
"5159","2","5","7","53","14","20","25","40","186","C0000887"
"3549","2","5","3","53","51","197","259","560","422","C0000887"
"1145","2","5","8","27","70","99","162","216","290","C0000889"
"6654","2","5","7","60","54","24","30","46","72","C0000889"
"2629","2","3","5","80","81","250","291","152","420","C0000889"
"6239","2","3","12","19","119","330","214","454","144","C0000889"
"26580","2","5","8","27","70","99","162","216","290","C0000889"
"624","2","5","4","68","96","326","427","548","672","C0000889"
"4904","2","3","2","22","33","323","66","101","136","C0000889"
"3549","2","5","3","53","51","197","259","560","422","C0000889"
"8890","2","3","2","110","85","237","433","547","671","C0000889"
"1301","2","5","7","53","51","342","454","573","492","C0000889"
"7167","2","3","2","90","167","266","367","500","577","C0000889"
"831","2","5","7","53","51","342","454","573","492","C0000889"
"24","2","3","12","41","116","268","423","536","445","C0000889"
"7421","2","3","3","19","151","276","91","433","118","C0000889"
"1290","2","5","7","53","51","342","454","573","492","C0000889"
"2779","2","5","4","68","96","326","427","548","672","C0000889"
"617","2","3","2","48","170","50","304","167","593","C0000889"
"5024","2","5","8","63","45","23","306","390","158","C0000889"
"7020","2","3","12","19","31","276","91","433","664","C0000889"
"8985","2","5","7","53","51","342","454","573","492","C0000889"
"4853","2","3","12","19","124","143","428","236","667","C0001122"
"5189","2","3","5","43","161","305","409","208","482","C0001122"
"11315","2","3","2","48","170","50","399","201","229","C0001122"
"51604","2","3","2","61","77","142","176","235","317","C0001126"
"3845","2","5","7","60","54","24","30","46","72","C0001126"
"26608","2","3","2","22","170","50","119","463","153","C0001126"
"10908","2","3","2","97","173","275","377","473","592","C0001126"
"2263","2","5","7","53","14","20","25","40","186","C0001126"
"8643","2","5","3","68","221","197","259","560","422","C0001126"
"23090","2","3","12","19","151","276","91","433","118","C0001126"
"55193","2","3","12","19","31","1","426","55","78","C0001126"
"6338","2","5","8","63","45","23","34","464","187","C0001126"
"613","2","5","7","60","54","24","30","46","72","C0001126"
"29123","2","3","12","19","151","276","91","433","118","C0001175"
"3066","2","3","12","19","31","1","426","55","78","C0001175"
"3709","2","5","8","63","45","23","306","390","158","C0001175"
"3766","2","5","8","63","36","166","106","110","158","C0001202"
"83550","2","3","4","68","221","197","259","499","422","C0001202"
"9632","2","3","7","60","153","40","38","54","203","C0001206"
"4312","2","5","7","53","51","342","454","573","492","C0001206"
"1356","2","3","7","53","51","342","454","573","492","C0001206"
"5913","2","5","7","27","36","71","341","223","219","C0001206"
"79465","2","5","7","53","51","119","395","549","674","C0001206"
"6663","2","3","3","19","221","321","428","541","667","C0001206"
"847","2","3","7","34","52","216","395","549","674","C0001206"
"2040","2","5","7","34","52","216","395","549","674","C0001206"
"25915","2","3","2","48","170","50","119","444","556","C0001206"
"8074","2","5","7","53","14","20","25","40","186","C0001206"
"9820","2","3","12","41","116","268","434","468","213","C0001206"
"29940","2","5","7","53","51","342","454","573","492","C0001206"
"1630","2","5","7","53","51","335","444","560","373","C0001206"
"51204","2","3","2","48","170","50","119","444","556","C0001206"
"5428","2","3","2","48","170","50","119","167","593","C0001206"
"1407","2","3","3","19","151","276","91","433","118","C0001206"
"3663","2","3","12","53","184","119","156","287","116","C0001206"
"5290","2","3","7","53","14","20","25","40","186","C0001339"
"8878","2","3","12","41","219","339","156","568","697","C0001339"
"2624","2","3","12","19","31","1","155","287","116","C0001339"
"81848","2","5","7","53","14","20","25","40","186","C0001403"
"7291","2","3","12","19","151","276","91","489","416","C0001403"
"1413","2","3","6","63","45","160","362","177","673","C0001403"
"710","2","5","7","53","51","342","454","573","702","C0001403"
"3209","2","3","3","19","221","321","428","541","667","C0001403"
"1230","2","5","4","68","96","326","427","548","672","C0001403"
"9409","2","3","5","43","161","305","409","208","482","C0001403"
"51259","2","3","2","76","153","40","38","54","75","C0001403"
"6514","2","5","7","90","216","337","448","565","562","C0001403"
"1415","2","3","6","63","45","160","362","177","673","C0001403"
"3832","2","3","12","76","153","40","38","54","75","C0001403"
"1289","2","5","7","53","51","342","454","573","492","C0001403"
"23133","2","3","12","19","31","1","426","55","78","C0001403"
"1285","2","5","7","53","51","342","454","573","492","C0001403"
"4318","2","5","7","34","52","216","395","573","492","C0001403"
"3636","2","3","5","80","14","20","25","40","186","C0001403"
"3954","2","3","2","48","170","67","119","444","593","C0001403"
"8622","2","3","4","68","96","326","427","548","672","C0001403"
"2184","2","3","5","76","153","138","236","332","407","C0001430"
"7855","2","5","3","68","221","197","259","560","422","C0001430"
"2702","2","3","12","76","153","40","38","54","75","C0001430"
"25942","2","3","12","19","31","1","426","55","78","C0001430"
"84790","2","3","12","76","153","40","38","54","75","C0001430"
"2879","2","3","5","80","81","166","378","173","229","C0001430"
"55630","2","3","5","27","81","99","162","216","290","C0001430"
"7098","2","5","7","41","219","339","156","568","697","C0001430"
"8106","2","3","2","22","33","323","66","101","136","C0001430"
"4254","2","5","7","53","14","20","25","40","186","C0001430"
"3617","2","5","7","86","221","321","454","311","518","C0001430"
"7140","2","5","8","63","45","23","103","464","187","C0001430"
"5146","2","3","5","86","72","258","318","403","518","C0001430"
"50940","2","3","4","68","96","326","427","548","672","C0001430"
"4128","2","3","5","80","81","119","402","489","416","C0001430"
"5573","2","3","12","19","184","118","155","287","116","C0001430"
"2626","2","3","12","19","31","118","155","287","116","C0001430"
"1908","2","5","4","68","96","326","427","548","672","C0001430"
"9640","2","3","12","19","31","261","116","159","211","C0001430"
"7227","2","3","12","19","31","276","91","433","118","C0001430"
"5626","2","3","3","19","221","321","428","541","667","C0001430"
"4920","2","5","7","53","14","20","259","560","373","C0001430"
"9451","2","3","2","110","51","335","226","297","380","C0001430"
"445","2","3","2","84","97","167","210","278","360","C0001430"
"8086","2","3","12","22","33","323","66","101","664","C0001430"
"5727","2","3","12","68","221","197","259","560","422","C0001430"
"2255","2","5","7","53","14","20","25","40","186","C0001430"
"6597","2","3","12","19","31","1","426","55","78","C0001430"
"1420","2","3","6","63","45","160","362","177","673","C0001430"
"573","2","3","12","41","219","339","347","271","356","C0001430"
"2146","2","3","12","19","31","1","426","55","78","C0001430"
"26277","2","3","12","19","31","1","426","1","78","C0001430"
"627","2","5","7","53","51","335","444","423","373","C0001618"
"8924","2","3","12","41","116","268","434","468","213","C0001618"
"2109","2","3","2","48","170","50","119","444","556","C0001618"
"8820","2","3","3","19","221","321","428","541","667","C0001621"
"5621","2","5","8","27","36","342","454","573","628","C0001621"
"8241","2","3","2","22","33","323","66","101","136","C0001623"
"5573","2","3","12","19","184","118","155","287","116","C0001623"
"669","2","3","5","90","167","266","441","106","616","C0001623"
"2639","2","3","2","71","148","34","160","115","164","C0001623"
"6092","2","5","7","53","51","335","444","560","373","C0001623"
"5340","2","5","7","53","51","342","454","573","492","C0001623"
"7042","2","5","7","53","51","342","454","573","492","C0001623"
"545","2","3","12","19","31","261","116","1","86","C0001623"
"51733","2","3","5","80","23","257","357","455","508","C0001623"
"9321","2","3","12","76","153","40","38","54","203","C0001624"
"9368","2","5","7","42","36","71","177","223","219","C0001624"
"9213","2","5","7","68","96","184","219","380","666","C0001624"
"8379","2","3","12","76","153","40","38","54","75","C0001624"
"3440","2","3","12","19","184","118","155","287","116","C0001624"
"7124","2","3","12","41","219","339","156","568","697","C0001624"
"2132","2","3","2","74","58","112","148","193","263","C0001624"
"9368","2","5","7","42","36","71","177","223","219","C0001624"
"3664","2","5","7","53","184","119","156","287","116","C0001624"
"6657","2","3","12","19","221","321","428","541","667","C0001624"
"7099","2","5","7","41","219","339","156","568","697","C0001624"
"23426","2","5","7","42","36","71","177","223","219","C0001627"
"545","2","3","12","19","31","261","116","1","86","C0001627"
"4247","2","3","2","68","67","320","98","180","279","C0001627"
"5256","2","3","7","34","45","23","103","464","187","C0001627"
"595","2","3","12","19","31","1","426","489","416","C0001627"
"1290","2","5","7","53","51","342","454","573","492","C0001627"
"6495","2","3","3","19","221","321","428","541","667","C0001627"
