"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","3350","2","5","4","68","96","326","427","548","672","C0000768"
"2","7042","2","5","7","53","51","342","454","573","492","C0000768"
"3","493856","2","3","2","48","219","110","141","359","462","C0000768"
"4","25782","2","5","7","60","54","24","30","46","72","C0000768"
"5","3425","2","3","5","80","81","166","454","573","492","C0000768"
"6","1301","2","5","7","53","51","342","454","573","492","C0000768"
"7","91851","2","5","7","53","51","342","454","573","492","C0000768"
"8","55636","2","3","3","19","221","321","428","423","389","C0000768"
"9","6391","2","3","2","48","170","50","119","444","556","C0000768"
"10","9569","2","3","12","19","31","276","91","433","118","C0000768"
"11","54499","2","3","2","48","170","50","119","444","593","C0000768"
"12","3115","2","5","7","53","184","119","156","287","116","C0000832"
"13","23405","2","3","2","22","33","323","66","146","194","C0000832"
"14","7545","2","5","3","34","52","216","142","220","298","C0000832"
"15","190","2","3","3","19","151","276","91","433","118","C0000887"
"16","200879","2","3","5","116","183","295","398","552","622","C0000887"
"17","224","2","3","5","50","47","39","202","19","233","C0000887"
"18","26123","2","3","2","76","153","40","38","54","75","C0000887"
"19","885","2","5","4","68","96","326","427","548","672","C0000887"
"20","27130","2","3","12","48","45","143","38","236","69","C0000887"
"21","1559","2","3","5","91","214","226","11","348","172","C0000889"
"22","5176","2","5","7","53","51","342","454","573","492","C0000889"
"23","4313","2","5","7","53","51","342","454","573","492","C0000889"
"24","5663","2","5","7","34","52","216","395","549","667","C0000889"
"25","24","2","3","12","41","116","268","423","536","445","C0000889"
"26","23384","2","3","12","63","45","184","103","572","658","C0000889"
"27","6323","2","5","8","63","36","166","341","390","158","C0000889"
"28","1717","2","3","2","19","151","276","48","69","204","C0000889"
"29","29887","2","3","7","60","18","110","141","198","270","C0000889"
"30","860","2","3","12","19","31","276","91","433","118","C0000889"
"31","673","2","5","7","53","14","20","34","540","68","C0000889"
"32","9896","2","3","5","80","81","296","399","201","274","C0000889"
"33","10262","2","3","2","22","33","323","66","101","136","C0000889"
"34","55163","2","3","5","80","81","166","120","161","228","C0000889"
"35","2796","2","5","4","68","96","326","427","548","672","C0000889"
"36","1471","2","5","7","34","52","216","395","549","492","C0000889"
"37","3425","2","3","5","80","81","166","454","573","492","C0000889"
"38","4914","2","3","2","22","18","266","202","252","252","C0000889"
