"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","368","2","3","12","41","116","268","423","536","445","C0000768"
"2","488","2","5","8","63","45","23","103","464","187","C0000768"
"3","51021","2","3","2","48","182","67","76","463","153","C0000768"
"4","3845","2","5","7","60","54","24","30","46","72","C0000768"
"5","10686","2","5","6","42","36","71","177","64","219","C0000768"
"6","26128","2","3","12","76","153","40","38","54","154","C0000768"
"7","1387","2","3","12","19","31","276","91","433","118","C0000768"
"8","6392","2","3","2","48","170","50","119","444","556","C0000768"
"9","4893","2","5","7","34","52","24","30","46","72","C0000768"
"10","2038","2","5","7","11","142","225","142","220","116","C0000768"
"11","5116","2","3","12","76","153","40","38","54","75","C0000768"
"12","5189","2","3","5","43","161","305","409","208","482","C0000832"
"13","8220","2","3","2","22","33","323","66","101","136","C0000832"
"14","4538","2","3","2","48","170","50","119","444","556","C0000832"
"15","59","2","5","8","63","45","23","103","464","187","C0000887"
"16","673","2","5","7","53","14","20","34","540","68","C0000887"
"17","5824","2","3","5","47","144","185","238","310","392","C0000887"
"18","2200","2","5","7","53","51","342","454","573","492","C0000887"
"19","10804","2","3","12","76","153","40","38","54","75","C0000887"
"20","2623","2","3","12","19","31","1","155","287","116","C0000887"
"21","5894","2","5","7","60","54","23","34","464","187","C0000889"
"22","2719","2","5","7","53","51","342","454","573","492","C0000889"
"23","5073","2","3","2","110","85","323","433","146","194","C0000889"
"24","5604","2","5","7","53","14","20","34","540","68","C0000889"
"25","9572","2","3","3","19","151","276","91","433","118","C0000889"
"26","3265","2","5","7","60","54","24","30","46","72","C0000889"
"27","6757","2","3","12","11","142","225","426","54","673","C0000889"
"28","7076","2","5","7","53","51","342","454","573","492","C0000889"
"29","538","2","3","8","63","45","23","103","464","187","C0000889"
"30","9531","2","3","12","41","219","339","347","271","356","C0000889"
"31","7124","2","3","12","41","219","339","156","568","697","C0000889"
"32","55163","2","3","5","80","81","166","120","161","228","C0000889"
"33","4921","2","5","7","53","14","20","25","573","186","C0000889"
"34","3237","2","3","3","19","221","321","428","541","667","C0000889"
"35","2332","2","3","2","22","33","71","373","466","609","C0000889"
"36","51128","2","5","7","60","153","24","38","46","72","C0000889"
"37","8867","2","3","5","60","14","184","341","544","669","C0000889"
"38","2947","2","3","5","91","175","271","372","471","586","C0000889"
"39","4436","2","3","12","19","31","261","116","1","86","C0000889"
"40","7249","2","3","7","60","57","110","141","359","462","C0000889"
"41","1230","2","5","4","68","96","326","427","548","672","C0001122"
"42","5339","2","5","7","53","51","342","454","573","492","C0001122"
"43","6208","2","3","2","110","85","237","433","547","671","C0001122"
"44","1911","2","3","12","19","31","1","426","55","78","C0001126"
"45","5831","2","3","2","101","62","189","182","566","409","C0001126"
"46","540","2","5","8","63","45","23","103","464","187","C0001126"
"47","7879","2","5","7","34","54","24","30","46","72","C0001126"
"48","1186","2","5","8","63","45","23","34","464","187","C0001126"
"49","2483","2","3","2","22","33","323","66","101","136","C0001126"
"50","4137","2","3","7","27","36","150","341","223","628","C0001126"
"51","6595","2","3","12","19","31","1","426","55","78","C0001126"
"52","51738","2","5","4","68","96","326","427","548","672","C0001126"
"53","5443","2","5","4","68","96","326","427","548","672","C0001126"
"54","6709","2","5","7","34","52","216","395","572","158","C0001175"
"55","4621","2","5","8","63","45","23","103","464","187","C0001175"
"56","51750","2","3","12","19","31","261","116","1","86","C0001175"
"57","11167","2","5","7","53","51","342","454","573","492","C0001202"
"58","5728","2","3","5","80","81","339","156","568","605","C0001202"
"59","1636","2","3","5","80","81","166","397","418","568","C0001206"
"60","2517","2","3","7","34","52","216","395","549","674","C0001206"
"61","3664","2","5","7","53","184","119","156","287","116","C0001206"
"62","8243","2","3","12","76","31","40","38","54","75","C0001206"
"63","51082","2","3","2","19","31","1","426","55","78","C0001206"
"64","2176","2","3","12","19","31","261","116","1","86","C0001206"
"65","5428","2","3","2","48","170","50","119","167","593","C0001206"
"66","23426","2","5","7","42","36","71","177","223","219","C0001206"
"67","4982","2","5","12","41","219","339","156","568","697","C0001206"
"68","7010","2","5","7","53","14","20","25","40","186","C0001206"
"69","208","2","5","7","53","14","20","34","540","68","C0001206"
"70","220","2","3","5","75","120","10","165","432","297","C0001206"
"71","1947","2","5","7","53","51","20","25","560","373","C0001206"
"72","27031","2","3","6","11","142","225","38","331","506","C0001206"
"73","26235","2","3","12","41","116","268","434","468","213","C0001206"
"74","8514","2","5","7","34","52","216","395","549","674","C0001206"
"75","54101","2","3","2","48","170","50","347","167","593","C0001206"
"76","2175","2","3","12","19","31","261","116","1","86","C0001339"
"77","3717","2","5","7","53","14","20","25","40","186","C0001339"
"78","54968","2","3","2","48","170","50","119","444","556","C0001339"
"79","3481","2","5","7","53","51","342","454","573","492","C0001403"
"80","8328","2","3","12","19","31","1","426","55","78","C0001403"
"81","4854","2","5","7","53","51","143","428","236","667","C0001403"
"82","55703","2","3","2","22","33","261","116","159","211","C0001403"
"83","204","2","3","4","72","109","182","235","307","506","C0001403"
"84","2657","2","5","7","53","51","342","259","423","389","C0001403"
"85","811","2","3","2","41","116","342","423","536","342","C0001403"
"86","1030","2","3","12","19","31","1","426","55","78","C0001403"
"87","10312","2","3","7","34","52","216","395","549","674","C0001403"
"88","6356","2","5","7","53","51","326","427","489","416","C0001403"
"89","875","2","3","5","80","137","44","21","451","316","C0001403"
"90","5771","2","5","7","53","14","296","25","40","186","C0001403"
"91","3242","2","3","5","67","92","293","55","308","390","C0001403"
"92","538","2","3","8","63","45","23","103","464","187","C0001403"
"93","2923","2","3","2","41","116","178","378","536","229","C0001403"
"94","5605","2","5","7","53","14","20","34","540","68","C0001403"
"95","11010","2","5","7","34","52","216","395","549","674","C0001403"
"96","54332","2","3","2","60","170","40","98","66","203","C0001403"
"97","100","2","3","5","33","21","47","56","80","199","C0001430"
"98","1954","2","5","7","53","51","342","454","573","492","C0001430"
"99","3784","2","5","8","63","36","166","106","110","158","C0001430"
"100","3593","2","5","7","53","51","119","25","489","416","C0001430"
"101","10585","2","5","2","27","206","324","430","215","290","C0001430"
"102","55636","2","3","3","19","221","321","428","423","389","C0001430"
"103","7737","2","3","12","22","33","268","434","468","213","C0001430"
"104","776","2","5","8","63","36","166","341","390","158","C0001430"
"105","2737","2","3","12","19","116","321","428","54","667","C0001430"
"106","207","2","3","7","53","14","20","34","489","416","C0001430"
"107","6567","2","5","8","35","41","77","40","57","80","C0001430"
"108","4005","2","3","12","19","31","1","426","55","78","C0001430"
"109","3930","2","3","2","22","33","323","66","3","464","C0001430"
"110","5660","2","5","7","34","52","326","427","548","702","C0001430"
"111","10749","2","3","7","76","153","40","38","54","75","C0001430"
"112","5130","2","3","2","85","143","286","51","488","102","C0001430"
"113","4540","2","3","2","48","170","50","119","444","556","C0001430"
"114","4535","2","3","2","48","170","50","119","444","556","C0001430"
"115","10000","2","5","7","53","14","20","34","540","68","C0001430"
"116","2812","2","5","7","53","51","342","454","573","492","C0001430"
"117","546","2","3","12","19","31","261","426","1","86","C0001430"
"118","207","2","3","7","53","14","20","34","489","416","C0001430"
"119","23411","2","3","12","19","31","1","91","433","118","C0001430"
"120","23746","2","3","12","41","83","101","126","271","356","C0001430"
"121","2775","2","5","4","68","36","150","341","223","628","C0001430"
"122","8031","2","3","12","19","151","276","91","433","118","C0001430"
"123","1495","2","5","7","53","51","335","444","560","373","C0001430"
