"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1719","2","3","2","76","153","40","116","54","75","C0000768"
"1836","2","3","2","35","41","94","260","330","375","C0000768"
"1277","2","5","7","53","51","342","454","573","492","C0000768"
"7026","2","3","3","19","151","276","91","433","118","C0000768"
"50964","2","5","3","68","221","197","259","423","422","C0000768"
"7421","2","3","3","19","151","276","91","433","118","C0000768"
"2778","2","5","4","68","96","326","427","548","672","C0000768"
"8481","2","3","12","76","153","40","38","54","75","C0000768"
"641","2","3","12","19","31","261","116","1","86","C0000768"
"8504","2","3","5","47","144","185","238","310","392","C0000768"
"4041","2","5","3","68","221","197","259","560","422","C0000768"
"6658","2","3","12","19","221","321","428","541","667","C0000832"
"6535","2","5","8","45","94","199","240","415","666","C0000832"
"10157","2","3","5","71","102","175","222","290","371","C0000832"
"55315","2","3","5","80","81","296","62","94","150","C0000887"
"8820","2","3","3","19","221","321","428","541","667","C0000887"
"23204","2","3","2","48","57","110","141","359","462","C0000887"
"6890","2","3","12","41","184","119","156","568","116","C0000887"
"84153","2","3","12","76","153","40","38","54","75","C0000887"
"4629","2","5","8","63","45","23","103","464","187","C0000887"
"7249","2","3","7","60","57","110","141","359","462","C0000889"
"53630","2","3","5","91","51","342","454","573","492","C0000889"
"6392","2","3","2","48","170","50","119","444","556","C0000889"
"919","2","5","7","53","14","119","25","40","186","C0000889"
"6712","2","5","7","60","153","40","341","223","203","C0000889"
"7043","2","5","7","53","51","342","454","573","492","C0000889"
"54806","2","5","7","76","153","40","38","54","75","C0000889"
"6452","2","5","7","53","14","20","25","40","186","C0000889"
"8820","2","3","3","19","221","321","428","541","667","C0000889"
"5728","2","3","5","80","81","339","156","568","605","C0000889"
"51085","2","3","2","48","57","110","141","359","462","C0000889"
"5605","2","5","7","53","14","20","34","540","68","C0000889"
"6231","2","3","2","110","85","237","433","547","671","C0000889"
"4879","2","5","4","68","96","326","427","548","672","C0000889"
"2110","2","3","2","48","170","50","119","444","556","C0000889"
"240","2","3","7","34","52","216","395","489","416","C0000889"
"3586","2","5","7","53","51","119","25","489","416","C0000889"
"2629","2","3","5","80","81","250","291","152","420","C0000889"
"9950","2","5","7","60","54","40","98","66","203","C0000889"
"5077","2","3","3","19","221","321","428","541","667","C0000889"
"3592","2","5","7","53","51","119","25","489","416","C0001122"
"3559","2","5","7","53","14","20","25","40","186","C0001122"
"6531","2","5","8","45","94","199","240","415","666","C0001122"
"10020","2","3","2","89","124","204","42","452","258","C0001126"
"5940","2","3","2","22","33","323","66","101","136","C0001126"
"2548","2","3","7","34","52","216","395","549","674","C0001126"
"5428","2","3","2","48","170","50","119","167","593","C0001126"
"3108","2","5","7","53","51","119","395","549","674","C0001126"
"5993","2","3","12","19","31","1","426","55","78","C0001126"
"5080","2","3","3","19","221","321","428","541","667","C0001126"
"55636","2","3","3","19","221","321","428","423","389","C0001126"
"23509","2","3","2","89","124","143","428","236","667","C0001126"
"4323","2","5","7","53","51","342","454","573","492","C0001126"
"2736","2","3","12","41","116","321","428","54","667","C0001175"
"5176","2","5","7","53","51","342","454","573","492","C0001175"
"25782","2","5","7","60","54","24","30","46","72","C0001175"
"8799","2","3","5","43","161","305","409","208","482","C0001202"
"8517","2","3","12","41","219","339","156","568","697","C0001202"
"478","2","3","8","63","45","23","366","464","187","C0001206"
"8195","2","3","12","76","153","76","38","54","75","C0001206"
"6521","2","5","8","35","41","199","40","415","666","C0001206"
"7124","2","3","12","41","219","339","156","568","697","C0001206"
"1815","2","5","4","68","96","326","427","548","672","C0001206"
"1497","2","5","2","63","182","50","103","297","628","C0001206"
"2348","2","3","7","60","153","40","38","54","203","C0001206"
"2072","2","3","12","19","31","261","116","1","86","C0001206"
"2067","2","3","12","19","31","261","116","1","86","C0001206"
"5468","2","3","3","19","151","276","91","433","118","C0001206"
"4854","2","5","7","53","51","143","428","236","667","C0001206"
"94","2","5","7","53","51","342","259","423","389","C0001206"
"1277","2","5","7","53","51","342","454","573","492","C0001206"
"10082","2","3","2","74","51","342","454","573","492","C0001206"
"60","2","3","12","60","45","184","155","287","78","C0001206"
"6497","2","5","3","19","221","342","259","423","389","C0001206"
"5913","2","5","7","27","36","71","341","223","219","C0001206"
"9871","2","3","7","60","153","40","38","54","203","C0001339"
"7253","2","5","4","68","96","326","427","548","672","C0001339"
"2811","2","5","7","53","51","1","454","573","78","C0001339"
"5376","2","5","7","53","51","342","454","573","492","C0001403"
"3930","2","3","2","22","33","323","66","3","464","C0001403"
"7248","2","3","2","48","57","110","141","359","462","C0001403"
"2263","2","5","7","53","14","20","25","40","186","C0001403"
"5824","2","3","5","47","144","185","238","310","392","C0001403"
"4436","2","3","12","19","31","261","116","1","86","C0001403"
