"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","7353","2","3","12","41","219","339","156","568","605","C0000768"
"2","8878","2","3","12","41","219","339","156","568","697","C0000768"
"3","57379","2","3","5","22","137","261","104","146","194","C0000768"
"4","7084","2","3","2","72","109","115","62","268","353","C0000768"
"5","4538","2","3","2","48","170","50","119","444","556","C0000768"
"6","5980","2","3","12","19","31","261","116","1","86","C0000768"
"7","2778","2","5","4","68","96","326","427","548","672","C0000768"
"8","1376","2","3","2","19","151","276","91","433","118","C0000768"
"9","5624","2","5","7","53","51","342","454","573","492","C0000768"
"10","9627","2","3","12","19","31","1","426","55","78","C0000768"
"11","6611","2","3","2","58","55","25","46","329","198","C0000768"
"12","5604","2","5","7","53","14","20","34","540","68","C0000832"
"13","4312","2","5","7","53","51","342","454","573","492","C0000832"
"14","2071","2","3","12","19","31","261","116","159","211","C0000832"
"15","2334","2","5","7","53","14","20","25","40","186","C0000887"
"16","23020","2","3","2","22","33","323","66","101","136","C0000887"
"17","1293","2","5","7","53","51","342","454","573","492","C0000887"
"18","3299","2","3","12","42","81","296","399","201","274","C0000887"
"19","860","2","3","12","19","31","276","91","433","118","C0000887"
"20","501","2","3","5","75","162","260","361","458","572","C0000887"
"21","4137","2","3","7","27","36","150","341","223","628","C0000889"
"22","3717","2","5","7","53","14","20","25","40","186","C0000889"
"23","6535","2","5","8","45","94","199","240","415","666","C0000889"
"24","3984","2","5","7","53","14","20","34","540","68","C0000889"
"25","2162","2","5","7","53","51","342","454","573","702","C0000889"
"26","8878","2","3","12","41","219","339","156","568","697","C0000889"
"27","4000","2","3","12","26","105","178","226","297","156","C0000889"
"28","5313","2","3","2","90","167","321","428","541","115","C0000889"
"29","4882","2","3","4","68","96","326","427","548","672","C0000889"
"30","54361","2","5","3","68","221","197","259","560","422","C0000889"
"31","1029","2","3","12","19","31","1","116","1","664","C0000889"
"32","7050","2","3","12","19","31","321","428","541","667","C0000889"
"33","146862","2","3","12","41","116","268","347","271","356","C0000889"
"34","9652","2","3","2","110","85","237","433","547","671","C0000889"
"35","54453","2","5","7","60","54","24","30","46","72","C0000889"
"36","6905","2","3","12","76","153","40","38","54","75","C0000889"
"37","55651","2","3","2","110","85","237","433","547","671","C0000889"
"38","26040","2","3","12","19","31","1","116","297","78","C0000889"
"39","2033","2","3","12","19","31","1","91","433","118","C0000889"
"40","3356","2","5","4","68","96","326","427","548","672","C0000889"
"41","5631","2","3","2","72","119","109","266","336","452","C0001122"
"42","4644","2","5","7","60","54","184","141","359","411","C0001122"
"43","4683","2","3","12","19","31","261","116","1","86","C0001122"
"44","2623","2","3","12","19","31","1","155","287","116","C0001126"
"45","8818","2","3","2","61","77","142","176","280","363","C0001126"
"46","2316","2","5","7","53","51","342","454","573","702","C0001126"
"47","335","2","5","7","53","51","342","454","573","492","C0001126"
"48","8314","2","3","12","41","31","1","426","55","78","C0001126"
"49","10516","2","5","7","53","51","342","454","573","492","C0001126"
"50","55650","2","3","2","61","77","142","176","235","557","C0001126"
"51","5160","2","3","2","67","92","293","55","75","311","C0001126"
"52","6638","2","3","2","22","33","323","66","101","136","C0001126"
"53","2218","2","5","2","53","123","194","255","560","373","C0001126"
"54","1292","2","5","7","53","51","342","454","573","492","C0001175"
"55","7040","2","5","7","53","51","342","454","573","492","C0001175"
"56","6928","2","3","3","19","221","321","428","541","667","C0001175"
"57","3691","2","5","7","53","51","342","454","573","492","C0001202"
"58","673","2","5","7","53","14","20","34","540","68","C0001202"
"59","26580","2","5","8","27","70","99","162","216","290","C0001206"
"60","582","2","3","12","76","153","76","38","54","75","C0001206"
"61","1828","2","5","7","34","52","216","142","220","298","C0001206"
"62","2100","2","3","3","19","151","276","91","433","118","C0001206"
"63","5447","2","3","5","91","214","271","372","471","586","C0001206"
"64","10683","2","5","7","53","51","143","428","560","667","C0001206"
"65","1644","2","3","2","88","79","239","333","258","345","C0001206"
"66","3040","2","5","5","53","51","342","40","78","178","C0001206"
"67","3329","2","3","2","48","170","50","304","167","593","C0001206"
"68","6569","2","3","8","45","94","199","240","415","666","C0001206"
"69","658","2","5","7","53","51","342","259","423","389","C0001206"
"70","7167","2","3","2","90","167","266","367","500","577","C0001206"
"71","7421","2","3","3","19","151","276","91","433","118","C0001206"
"72","861","2","3","12","19","31","1","426","55","78","C0001206"
"73","7508","2","3","12","19","31","261","116","1","664","C0001206"
"74","6622","2","3","7","27","36","150","341","223","628","C0001206"
"75","4436","2","3","12","19","31","261","116","1","86","C0001206"
"76","3757","2","5","8","63","36","166","106","110","158","C0001339"
"77","6041","2","3","12","53","184","119","156","287","116","C0001339"
"78","4018","2","5","7","68","51","342","454","573","492","C0001339"
"79","2623","2","3","12","19","31","1","155","287","116","C0001403"
"80","7827","2","5","7","53","170","335","25","560","373","C0001403"
"81","8086","2","3","12","22","33","323","66","101","664","C0001403"
"82","2259","2","5","8","63","36","166","341","223","158","C0001403"
"83","8106","2","3","2","22","33","323","66","101","136","C0001403"
"84","10804","2","3","12","76","153","40","38","54","75","C0001403"
"85","5321","2","3","5","116","183","295","398","243","327","C0001403"
"86","3990","2","3","5","26","35","178","9","414","220","C0001403"
"87","727","2","5","4","68","96","326","427","548","672","C0001403"
"88","4854","2","5","7","53","51","143","428","236","667","C0001403"
"89","5781","2","5","7","53","14","20","25","40","186","C0001403"
"90","6786","2","5","8","63","45","23","103","464","187","C0001403"
"91","4210","2","3","12","41","219","339","156","568","697","C0001403"
"92","4041","2","5","3","68","221","197","259","560","422","C0001403"
"93","5290","2","3","7","53","14","20","25","40","186","C0001403"
"94","3106","2","5","7","34","52","119","395","549","674","C0001403"
"95","11285","2","3","2","74","205","191","396","408","620","C0001403"
"96","1293","2","5","7","53","51","342","454","573","492","C0001403"
"97","7415","2","3","7","34","52","216","395","536","445","C0001430"
"98","23522","2","3","12","19","31","1","426","55","78","C0001430"
"99","5573","2","3","12","19","184","118","155","287","116","C0001430"
"100","6774","2","3","12","53","14","276","25","489","416","C0001430"
"101","1301","2","5","7","53","51","342","454","573","492","C0001430"
"102","7476","2","5","3","68","221","197","259","560","422","C0001430"
"103","2516","2","3","3","19","151","276","91","433","118","C0001430"
"104","1311","2","5","7","53","51","342","454","573","492","C0001430"
"105","1441","2","5","7","53","51","119","25","40","186","C0001430"
"106","51128","2","5","7","60","153","24","38","46","72","C0001430"
"107","3459","2","5","7","53","184","119","156","287","116","C0001430"
"108","10269","2","3","2","48","182","50","119","444","556","C0001430"
"109","3073","2","3","5","105","155","250","291","152","420","C0001430"
"110","50964","2","5","3","68","221","197","259","423","422","C0001430"
"111","4000","2","3","12","26","105","178","226","297","156","C0001430"
"112","7840","2","3","12","76","153","40","38","54","75","C0001430"
"113","4541","2","3","2","48","170","50","119","444","24","C0001430"
"114","6197","2","3","12","19","14","20","34","540","68","C0001430"
"115","9241","2","5","7","53","51","342","259","423","389","C0001430"
"116","4893","2","5","7","34","52","24","30","46","72","C0001430"
