"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","1736","2","3","2","110","85","237","433","547","671","C0000768"
"2","1947","2","5","7","53","51","20","25","560","373","C0000768"
"3","3930","2","3","2","22","33","323","66","3","464","C0000768"
"4","3690","2","5","7","53","51","342","454","573","492","C0000768"
"5","2623","2","3","12","19","31","1","155","287","116","C0000768"
"6","7157","2","3","12","19","31","261","402","489","551","C0000768"
"7","8314","2","3","12","41","31","1","426","55","78","C0000768"
"8","3691","2","5","7","53","51","342","454","573","492","C0000768"
"9","1890","2","3","5","80","81","296","62","94","150","C0000768"
"10","7428","2","3","12","41","116","268","434","468","213","C0000768"
"11","5194","2","3","5","43","161","305","409","208","482","C0000768"
"12","4921","2","5","7","53","14","20","25","573","186","C0000832"
"13","2811","2","5","7","53","51","1","454","573","78","C0000832"
"14","2253","2","5","7","53","14","20","25","40","186","C0000832"
"15","57670","2","5","7","42","81","184","118","543","214","C0000887"
"16","8260","2","3","12","41","85","266","76","287","78","C0000887"
"17","6392","2","3","2","48","170","50","119","444","556","C0000887"
"18","23556","2","3","2","61","77","142","176","235","317","C0000887"
"19","2335","2","5","7","53","51","342","454","573","492","C0000887"
"20","720","2","5","7","53","51","342","454","573","492","C0000887"
"21","7124","2","3","12","41","219","339","156","568","697","C0000889"
"22","2717","2","3","7","34","52","216","395","549","674","C0000889"
"23","4313","2","5","7","53","51","342","454","573","492","C0000889"
"24","2483","2","3","2","22","33","323","66","101","136","C0000889"
"25","3126","2","5","7","53","153","119","156","287","116","C0000889"
"26","51062","2","5","7","27","36","150","402","489","373","C0000889"
"27","538","2","3","8","63","45","23","103","464","187","C0000889"
"28","6812","2","5","7","27","36","150","341","223","628","C0000889"
"29","5080","2","3","3","19","221","321","428","541","667","C0000889"
"30","695","2","5","7","53","14","20","25","40","186","C0000889"
"31","5290","2","3","7","53","14","20","25","40","186","C0000889"
"32","54790","2","3","12","19","31","1","426","55","78","C0000889"
"33","3592","2","5","7","53","51","119","25","489","416","C0000889"
"34","51057","2","3","12","76","153","40","38","54","75","C0000889"
"35","3857","2","1","6","11","142","225","142","220","298","C0000889"
"36","4893","2","5","7","34","52","24","30","46","72","C0000889"
"37","10262","2","3","2","22","33","323","66","101","136","C0000889"
"38","4846","2","3","5","41","219","75","243","44","64","C0000889"
"39","547","2","3","7","76","153","40","38","54","75","C0000889"
"40","11311","2","3","12","19","31","118","155","287","116","C0000889"
"41","9775","2","3","2","22","33","323","66","101","136","C0001122"
"42","8643","2","5","3","68","221","197","259","560","422","C0001122"
"43","6338","2","5","8","63","45","23","34","464","187","C0001122"
"44","4901","2","5","3","19","151","276","91","433","673","C0001126"
"45","1812","2","5","4","68","96","326","427","548","672","C0001126"
"46","3123","2","5","7","53","51","119","156","287","116","C0001126"
"47","8626","2","3","3","19","221","321","428","541","667","C0001126"
"48","3845","2","5","7","60","54","24","30","46","72","C0001126"
"49","6390","2","3","2","48","170","50","119","444","556","C0001126"
"50","6548","2","3","2","45","94","199","240","415","326","C0001126"
"51","3691","2","5","7","53","51","342","454","573","492","C0001126"
"52","5728","2","3","5","80","81","339","156","568","605","C0001126"
"53","3763","2","5","8","63","36","166","106","110","158","C0001126"
"54","5332","2","3","4","68","96","326","427","548","672","C0001175"
"55","5144","2","3","4","68","96","326","427","548","672","C0001175"
"56","50944","2","5","7","60","36","71","341","223","219","C0001175"
"57","9365","2","3","7","53","14","20","25","40","186","C0001202"
"58","11154","2","5","7","60","18","184","341","544","669","C0001202"
"59","3929","2","5","7","53","51","119","25","489","416","C0001206"
"60","594","2","3","2","67","92","293","55","75","311","C0001206"
"61","6926","2","5","7","53","51","335","259","560","373","C0001206"
"62","2516","2","3","3","19","151","276","91","433","118","C0001206"
"63","841","2","3","12","41","219","339","156","568","697","C0001206"
"64","5551","2","5","7","53","51","119","395","549","674","C0001206"
"65","2138","2","3","12","19","31","1","426","55","78","C0001206"
"66","79042","2","3","12","22","33","323","66","101","664","C0001206"
"67","1728","2","3","2","41","116","268","434","568","605","C0001206"
"68","4893","2","5","7","34","52","24","30","46","72","C0001206"
"69","37","2","3","2","110","105","178","226","297","380","C0001206"
"70","7290","2","3","12","19","31","1","426","55","78","C0001206"
"71","7421","2","3","3","19","151","276","91","433","118","C0001206"
"72","7403","2","3","12","19","31","1","426","55","78","C0001206"
"73","10008","2","5","8","63","36","166","341","223","158","C0001206"
"74","1441","2","5","7","53","51","119","25","40","186","C0001206"
"75","4868","2","5","7","53","51","335","25","560","373","C0001206"
"76","11253","2","3","2","41","116","268","423","536","445","C0001339"
"77","4763","2","5","7","60","54","24","30","46","214","C0001339"
"78","1028","2","3","12","19","31","1","116","1","86","C0001339"
