"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"50940","2","3","4","68","96","326","427","548","672","C0000768"
"7421","2","3","3","19","151","276","91","433","118","C0000768"
"2010","2","3","12","26","105","296","226","488","156","C0000768"
"25978","2","3","2","48","57","110","141","359","462","C0000768"
"4921","2","5","7","53","14","20","25","573","186","C0000768"
"3852","2","1","6","11","142","225","142","220","298","C0000768"
"1277","2","5","7","53","51","342","454","573","492","C0000768"
"5428","2","3","2","48","170","50","119","167","593","C0000768"
"3420","2","3","2","67","34","198","33","107","3","C0000768"
"217","2","3","5","75","120","200","75","230","309","C0000768"
"2239","2","3","2","74","51","342","454","573","492","C0000768"
"2483","2","3","2","22","33","323","66","101","136","C0000832"
"1352","2","3","2","48","170","50","119","444","556","C0000832"
"421","2","5","7","42","51","335","444","560","373","C0000832"
"54714","2","5","8","63","36","166","106","110","158","C0000887"
"9469","2","3","2","103","189","303","29","475","467","C0000887"
"196","2","3","3","19","151","276","91","433","118","C0000887"
"10525","2","3","2","110","105","178","226","297","380","C0000887"
"7337","2","3","12","41","116","268","434","468","213","C0000887"
"10804","2","3","12","76","153","40","38","54","75","C0000887"
"2778","2","5","4","68","96","326","427","548","672","C0000889"
"8625","2","3","12","19","31","276","91","236","118","C0000889"
"537","2","3","5","29","88","132","85","222","346","C0000889"
"5781","2","5","7","53","14","20","25","40","186","C0000889"
"7124","2","3","12","41","219","339","156","568","697","C0000889"
"1827","2","5","7","63","45","23","402","518","621","C0000889"
"4763","2","5","7","60","54","24","30","46","214","C0000889"
"1280","2","5","7","53","51","342","454","573","492","C0000889"
"335","2","5","7","53","51","342","454","573","492","C0000889"
"3239","2","3","3","19","221","321","428","541","667","C0000889"
"2200","2","5","7","53","51","342","454","573","492","C0000889"
"3845","2","5","7","60","54","24","30","46","72","C0000889"
"2736","2","3","12","41","116","321","428","54","667","C0000889"
"23394","2","3","12","19","31","335","444","236","373","C0000889"
"3030","2","3","2","48","57","339","44","65","31","C0000889"
"4352","2","5","7","53","14","20","25","40","186","C0000889"
"4929","2","3","3","19","151","276","91","433","118","C0000889"
"23522","2","3","12","19","31","1","426","55","78","C0000889"
"635","2","3","8","45","94","199","240","415","666","C0000889"
"50846","2","3","3","68","221","197","259","560","422","C0000889"
"5290","2","3","7","53","14","20","25","40","186","C0001122"
"7421","2","3","3","19","151","276","91","433","118","C0001122"
"3784","2","5","8","63","36","166","106","110","158","C0001122"
"1291","2","5","7","53","51","342","454","573","492","C0001126"
"1073","2","3","8","63","45","184","103","572","658","C0001126"
"7840","2","3","12","76","153","40","38","54","75","C0001126"
"2263","2","5","7","53","14","20","25","40","186","C0001126"
"3872","2","1","6","11","142","225","142","220","298","C0001126"
"1717","2","3","2","19","151","276","48","69","204","C0001126"
"1290","2","5","7","53","51","342","454","573","492","C0001126"
"54902","2","3","2","48","182","50","119","444","556","C0001126"
"811","2","3","2","41","116","342","423","536","342","C0001126"
"6575","2","3","8","45","94","199","240","415","666","C0001126"
"673","2","5","7","53","14","20","34","540","68","C0001175"
"1294","2","5","7","53","51","342","454","573","492","C0001175"
"7415","2","3","7","34","52","216","395","536","445","C0001175"
"4990","2","3","3","19","221","321","428","541","667","C0001202"
"4322","2","5","7","53","51","342","454","573","492","C0001202"
"885","2","5","4","68","96","326","427","548","672","C0001206"
"1420","2","3","6","63","45","160","362","177","673","C0001206"
"4014","2","1","6","11","142","225","142","220","298","C0001206"
"9927","2","3","12","19","31","118","155","287","116","C0001206"
"4744","2","3","6","27","36","150","399","223","628","C0001206"
"9241","2","5","7","53","51","342","259","423","389","C0001206"
"5972","2","5","5","34","52","216","397","418","568","C0001206"
"6576","2","3","2","45","94","199","240","569","666","C0001206"
"51684","2","3","12","41","116","268","38","54","75","C0001206"
"8216","2","3","12","41","119","330","214","454","144","C0001206"
"7461","2","3","7","60","153","40","38","93","75","C0001206"
"51741","2","3","2","22","33","323","66","101","127","C0001206"
"6495","2","3","3","19","221","321","428","541","667","C0001206"
"1991","2","5","7","34","52","216","395","549","674","C0001206"
"9031","2","3","12","19","31","1","426","55","78","C0001206"
"8878","2","3","12","41","219","339","156","568","697","C0001206"
"26040","2","3","12","19","31","1","116","297","78","C0001206"
"2033","2","3","12","19","31","1","91","433","118","C0001339"
"6473","2","3","3","19","221","321","428","541","667","C0001339"
"4000","2","3","12","26","105","178","226","297","156","C0001339"
"2263","2","5","7","53","14","20","25","40","186","C0001403"
"3098","2","3","2","90","167","266","367","500","577","C0001403"
"2239","2","3","2","74","51","342","454","573","492","C0001403"
"5194","2","3","5","43","161","305","409","208","482","C0001403"
"10312","2","3","7","34","52","216","395","549","674","C0001403"
"5594","2","5","7","34","14","20","34","540","274","C0001403"
"2261","2","5","7","53","14","20","25","40","186","C0001403"
"7422","2","5","7","53","51","342","454","573","702","C0001403"
"51062","2","5","7","27","36","150","402","489","373","C0001403"
"4519","2","3","2","48","170","50","119","508","312","C0001403"
"8600","2","5","7","41","219","339","156","568","697","C0001403"
"8575","2","3","2","22","33","323","66","101","194","C0001403"
"5116","2","3","12","76","153","40","38","54","75","C0001403"
"5582","2","5","7","53","14","20","34","540","68","C0001403"
"7148","2","5","7","53","51","342","454","573","492","C0001403"
"10516","2","5","7","53","51","342","454","573","492","C0001403"
"4541","2","3","2","48","170","50","119","444","24","C0001403"
