"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","7174","2","3","12","41","116","268","434","468","213","C0000768"
"2","5195","2","3","5","43","161","305","409","208","482","C0000768"
"3","4998","2","3","12","76","31","261","116","1","86","C0000768"
"4","8314","2","3","12","41","31","1","426","55","78","C0000768"
"5","23767","2","5","7","53","14","20","25","40","186","C0000768"
"6","6239","2","3","12","19","119","330","214","454","144","C0000768"
"7","26154","2","3","5","47","144","185","238","310","392","C0000768"
"8","54903","2","3","12","76","153","40","38","54","75","C0000768"
"9","9364","2","5","7","60","54","24","30","46","72","C0000768"
"10","5096","2","3","2","48","40","130","166","127","173","C0000768"
"11","2261","2","5","7","53","14","20","25","40","186","C0000768"
"12","9662","2","3","12","76","153","40","38","54","75","C0000832"
"13","2673","2","3","2","110","94","178","226","297","380","C0000832"
"14","7298","2","3","12","76","153","40","38","54","75","C0000832"
"15","26503","2","3","2","89","124","204","272","347","442","C0000887"
"16","25970","2","5","7","53","14","20","25","40","116","C0000887"
"17","2317","2","5","7","63","45","23","103","287","664","C0000887"
"18","2245","2","5","7","60","54","24","30","46","72","C0000887"
"19","3717","2","5","7","53","14","20","25","40","186","C0000887"
"20","257","2","3","3","19","221","321","428","541","667","C0000887"
"21","1776","2","5","7","105","219","261","402","129","215","C0000889"
"22","9652","2","3","2","110","85","237","433","547","671","C0000889"
"23","8626","2","3","3","19","221","321","428","541","667","C0000889"
"24","4094","2","3","12","19","31","276","91","433","118","C0000889"
"25","10436","2","3","2","110","85","237","433","547","671","C0000889"
"26","3481","2","5","7","53","51","342","454","573","492","C0000889"
"27","1815","2","5","4","68","96","326","427","548","672","C0000889"
"28","5179","2","5","4","68","96","326","427","548","672","C0000889"
"29","3265","2","5","7","60","54","24","30","46","72","C0000889"
"30","3265","2","5","7","60","54","24","30","46","72","C0000889"
"31","147183","2","1","6","11","142","225","142","220","298","C0000889"
"32","4088","2","3","12","19","219","339","259","423","605","C0000889"
"33","23639","2","3","12","41","219","261","136","271","356","C0000889"
"34","6598","2","3","12","19","31","1","426","55","78","C0000889"
"35","9150","2","3","12","19","31","261","116","159","211","C0000889"
"36","5654","2","5","7","53","51","342","454","573","492","C0000889"
"37","1512","2","5","7","34","52","216","395","549","674","C0000889"
"38","3329","2","3","2","48","170","50","304","167","593","C0000889"
"39","5594","2","5","7","34","14","20","34","540","274","C0000889"
"40","1836","2","3","2","35","41","94","260","330","375","C0000889"
"41","6660","2","3","3","19","221","321","428","541","667","C0001122"
"42","6309","2","3","5","19","151","76","48","69","204","C0001122"
"43","4508","2","3","2","48","170","50","119","444","556","C0001122"
"44","54209","2","5","7","53","51","119","395","549","674","C0001126"
"45","974","2","5","7","53","51","119","395","549","674","C0001126"
"46","1298","2","5","7","53","51","342","454","573","492","C0001126"
"47","7422","2","5","7","53","51","342","454","573","702","C0001126"
"48","8200","2","5","7","53","51","342","259","423","389","C0001126"
"49","55669","2","3","12","19","31","118","155","287","116","C0001126"
"50","8869","2","3","2","89","124","204","272","347","451","C0001126"
"51","1807","2","3","5","80","23","186","79","560","273","C0001126"
"52","1548","2","3","5","91","214","226","326","447","586","C0001126"
"53","8626","2","3","3","19","221","321","428","541","667","C0001126"
"54","4162","2","5","7","53","51","342","454","573","492","C0001175"
"55","5824","2","3","5","47","144","185","238","310","392","C0001175"
"56","672","2","3","12","19","31","261","116","1","86","C0001175"
"57","8659","2","3","2","67","103","177","225","295","378","C0001202"
"58","9031","2","3","12","19","31","1","426","55","78","C0001202"
"59","1956","2","5","7","53","14","184","45","544","669","C0001206"
"60","4854","2","5","7","53","51","143","428","236","667","C0001206"
"61","6323","2","5","8","63","36","166","341","390","158","C0001206"
"62","2937","2","3","2","83","171","97","381","478","597","C0001206"
"63","9244","2","5","7","53","51","119","25","40","416","C0001206"
"64","10939","2","3","2","48","170","50","119","444","593","C0001206"
"65","590","2","3","5","85","143","286","51","488","604","C0001206"
"66","6092","2","5","7","53","51","335","444","560","373","C0001206"
"67","410","2","3","7","34","52","216","395","549","674","C0001206"
"68","1281","2","5","7","53","51","342","454","573","492","C0001206"
"69","5443","2","5","4","68","96","326","427","548","672","C0001206"
"70","658","2","5","7","53","51","342","259","423","389","C0001206"
"71","11160","2","3","12","41","116","268","423","536","445","C0001206"
"72","26005","2","3","12","76","153","40","38","54","75","C0001206"
"73","2571","2","3","2","67","142","71","152","197","219","C0001206"
"74","92","2","5","7","53","14","20","259","423","389","C0001206"
"75","6234","2","3","2","110","85","237","433","547","671","C0001206"
"76","1535","2","5","7","34","52","216","395","549","674","C0001339"
"77","4137","2","3","7","27","36","150","341","223","628","C0001339"
"78","8220","2","3","2","22","33","323","66","101","136","C0001339"
"79","1956","2","5","7","53","14","184","45","544","669","C0001403"
"80","3630","2","5","7","53","14","20","25","40","186","C0001403"
"81","2780","2","5","4","68","96","326","427","548","672","C0001403"
"82","4137","2","3","7","27","36","150","341","223","628","C0001403"
"83","1146","2","5","8","27","70","99","162","216","290","C0001403"
"84","8398","2","3","5","116","183","40","38","352","455","C0001403"
"85","415","2","3","5","105","155","250","291","152","420","C0001403"
"86","26276","2","3","7","60","81","184","341","66","203","C0001403"
"87","5274","2","5","7","68","51","342","454","573","492","C0001403"
"88","2896","2","5","7","34","52","216","395","549","674","C0001403"
"89","1292","2","5","7","53","51","342","454","573","492","C0001403"
"90","4512","2","3","2","48","170","110","141","359","8","C0001403"
"91","5982","2","3","12","19","31","261","116","1","86","C0001403"
"92","940","2","5","7","53","14","20","25","40","186","C0001403"
"93","5987","2","3","12","41","116","225","142","220","298","C0001403"
"94","5982","2","3","12","19","31","261","116","1","86","C0001403"
"95","5994","2","3","12","19","31","276","91","491","118","C0001403"
"96","9031","2","3","12","19","31","1","426","55","78","C0001403"
"97","25836","2","3","12","76","153","40","38","54","75","C0001430"
"98","6845","2","5","7","60","14","184","341","544","669","C0001430"
"99","2316","2","5","7","53","51","342","454","573","702","C0001430"
"100","54903","2","3","12","76","153","40","38","54","75","C0001430"
"101","1717","2","3","2","19","151","276","48","69","204","C0001430"
"102","2538","2","3","5","90","216","333","438","561","689","C0001430"
"103","6913","2","3","3","19","221","321","428","541","667","C0001430"
"104","1301","2","5","7","53","51","342","454","573","492","C0001430"
"105","27130","2","3","12","48","45","143","38","236","69","C0001430"
"106","3856","2","1","6","11","142","225","142","220","298","C0001430"
"107","1277","2","5","7","53","51","342","454","573","492","C0001430"
"108","2261","2","5","7","53","14","20","25","40","186","C0001430"
"109","2260","2","5","7","53","14","20","25","40","186","C0001430"
"110","1493","2","5","7","53","51","119","25","40","186","C0001430"
"111","3560","2","5","7","53","14","20","25","40","186","C0001430"
"112","1146","2","5","8","27","70","99","162","216","290","C0001430"
"113","4843","2","3","5","43","161","305","409","489","416","C0001430"
"114","3507","2","5","7","53","51","119","395","549","674","C0001430"
"115","5339","2","5","7","53","51","342","454","573","492","C0001430"
