"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1337","2","3","2","48","170","110","141","359","462","C0000768"
"650","2","5","7","53","51","342","259","423","389","C0000768"
"9469","2","3","2","103","189","303","29","475","467","C0000768"
"10060","2","3","8","41","45","23","423","464","445","C0000768"
"5077","2","3","3","19","221","321","428","541","667","C0000768"
"4893","2","5","7","34","52","24","30","46","72","C0000768"
"7038","2","5","7","60","18","184","98","66","203","C0000768"
"894","2","3","12","19","31","1","34","540","68","C0000768"
"23522","2","3","12","19","31","1","426","55","78","C0000768"
"6578","2","3","5","35","41","77","40","57","80","C0000768"
"4540","2","3","2","48","170","50","119","444","556","C0000768"
"9495","2","5","4","68","96","326","427","223","158","C0000832"
"288","2","5","7","76","153","40","38","54","203","C0000832"
"9227","2","3","2","69","51","101","126","170","224","C0000832"
"2138","2","3","12","19","31","1","426","55","78","C0000887"
"26229","2","3","2","74","205","191","396","408","257","C0000887"
"4669","2","3","5","80","81","166","454","453","492","C0000887"
"3458","2","5","7","53","184","119","156","287","116","C0000887"
"1588","2","3","5","79","159","256","350","27","44","C0000887"
"6901","2","3","2","48","170","50","304","167","593","C0000887"
"51741","2","3","2","22","33","323","66","101","127","C0000889"
"3239","2","3","3","19","221","321","428","541","667","C0000889"
"5728","2","3","5","80","81","339","156","568","605","C0000889"
"2260","2","5","7","53","14","20","25","40","186","C0000889"
"2301","2","5","6","11","142","225","142","220","673","C0000889"
"5826","2","3","7","48","161","105","139","186","245","C0000889"
"641","2","3","12","19","31","261","116","1","86","C0000889"
"3123","2","5","7","53","51","119","156","287","116","C0000889"
"1583","2","3","5","79","152","273","375","100","589","C0000889"
"2175","2","3","12","19","31","261","116","1","86","C0000889"
"3717","2","5","7","53","14","20","25","40","186","C0000889"
"51715","2","5","7","60","54","24","30","46","72","C0000889"
"6329","2","5","8","63","36","166","341","390","158","C0000889"
"6913","2","3","3","19","221","321","428","541","667","C0000889"
"83481","2","3","2","41","219","339","304","167","593","C0000889"
"5308","2","3","3","19","221","321","428","541","667","C0000889"
"23363","2","3","12","41","116","268","434","468","213","C0000889"
"3614","2","3","7","34","52","216","395","549","674","C0000889"
"23522","2","3","12","19","31","1","426","55","78","C0000889"
"1281","2","5","7","53","51","342","454","573","492","C0000889"
"6204","2","3","2","110","85","237","433","547","671","C0001122"
"6638","2","3","2","22","33","323","66","101","136","C0001122"
"3081","2","3","2","91","51","3","267","308","429","C0001122"
"51741","2","3","2","22","33","323","66","101","127","C0001126"
"23230","2","5","7","11","142","71","341","560","219","C0001126"
"55572","2","3","2","48","170","50","119","444","556","C0001126"
"6789","2","3","7","53","14","20","34","540","68","C0001126"
"6774","2","3","12","53","14","276","25","489","416","C0001126"
"55636","2","3","3","19","221","321","428","423","389","C0001126"
"7124","2","3","12","41","219","339","156","568","697","C0001126"
"846","2","5","4","68","96","326","427","548","672","C0001126"
"5328","2","5","7","34","52","216","395","549","674","C0001126"
"3575","2","5","7","53","51","184","341","544","669","C0001126"
"3075","2","5","7","53","51","119","395","549","674","C0001175"
"1586","2","3","5","79","98","256","335","425","540","C0001175"
"51360","2","3","3","26","35","276","91","433","203","C0001175"
