"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"51119","2","3","2","110","85","237","433","547","671","C0000768"
"2260","2","5","7","53","14","20","25","40","186","C0000768"
"7306","2","5","5","23","18","138","250","332","407","C0000768"
"3481","2","5","7","53","51","342","454","573","492","C0000768"
"1311","2","5","7","53","51","342","454","573","492","C0000768"
"1280","2","5","7","53","51","342","454","573","492","C0000768"
"2896","2","5","7","34","52","216","395","549","674","C0000768"
"55315","2","3","5","80","81","296","62","94","150","C0000768"
"7290","2","3","12","19","31","1","426","55","78","C0000768"
"5205","2","3","8","63","45","23","103","464","619","C0000768"
"50615","2","5","7","53","51","119","25","40","186","C0000768"
"3952","2","5","3","53","151","276","91","433","118","C0000832"
"2261","2","5","7","53","14","20","25","40","186","C0000832"
"6528","2","5","8","45","94","199","240","415","666","C0000832"
"10585","2","5","2","27","206","324","430","215","290","C0000887"
"6469","2","5","3","53","221","197","259","560","422","C0000887"
"367","2","3","12","19","31","276","91","433","118","C0000887"
"29089","2","3","12","41","116","268","434","468","213","C0000887"
"23600","2","3","5","80","81","305","409","208","482","C0000887"
"2629","2","3","5","80","81","250","291","152","420","C0000887"
"2318","2","5","7","53","45","23","103","464","187","C0000889"
"8243","2","3","12","76","31","40","38","54","75","C0000889"
"3691","2","5","7","53","51","342","454","573","492","C0000889"
"4867","2","5","7","76","153","40","38","54","75","C0000889"
"11128","2","3","2","22","33","261","116","159","211","C0000889"
"1302","2","5","7","53","51","342","454","573","492","C0000889"
"3321","2","5","7","53","51","119","395","549","674","C0000889"
"2178","2","3","12","19","31","261","116","1","86","C0000889"
"7476","2","5","3","68","221","197","259","560","422","C0000889"
"2239","2","3","2","74","51","342","454","573","492","C0000889"
"1440","2","5","7","53","51","119","25","489","416","C0000889"
"5230","2","3","12","72","167","266","367","500","577","C0000889"
"1978","2","3","2","48","57","110","141","359","462","C0000889"
"5728","2","3","5","80","81","339","156","568","605","C0000889"
"9897","2","3","12","76","18","75","38","1","212","C0000889"
"3984","2","5","7","53","14","20","34","540","68","C0000889"
"199","2","5","7","34","52","216","395","549","674","C0000889"
"10312","2","3","7","34","52","216","395","549","674","C0000889"
"27245","2","3","6","22","142","225","366","362","468","C0000889"
"7486","2","3","12","19","31","261","116","1","86","C0000889"
"10293","2","3","12","41","116","268","434","468","213","C0001122"
"4352","2","5","7","53","14","20","25","40","186","C0001122"
"207","2","3","7","53","14","20","34","489","416","C0001122"
"8625","2","3","12","19","31","276","91","236","118","C0001126"
"1717","2","3","2","19","151","276","48","69","204","C0001126"
"182","2","5","7","53","51","143","428","236","667","C0001126"
"2944","2","3","5","91","175","271","372","471","586","C0001126"
"26281","2","5","7","53","14","20","25","40","186","C0001126"
"6144","2","3","2","110","85","237","433","547","671","C0001126"
"6774","2","3","12","53","14","276","25","489","416","C0001126"
"284","2","5","7","53","14","20","25","40","186","C0001126"
"7415","2","3","7","34","52","216","395","536","445","C0001126"
"5745","2","5","4","68","96","326","427","548","672","C0001126"
"641","2","3","12","19","31","261","116","1","86","C0001175"
"5251","2","3","5","80","81","296","474","593","722","C0001175"
"4763","2","5","7","60","54","24","30","46","214","C0001175"
"10060","2","3","8","41","45","23","423","464","445","C0001202"
"26191","2","5","7","53","14","20","25","40","186","C0001202"
"3763","2","5","8","63","36","166","106","110","158","C0001206"
"54332","2","3","2","60","170","40","98","66","203","C0001206"
"22","2","3","2","48","170","279","423","274","154","C0001206"
"5443","2","5","4","68","96","326","427","548","672","C0001206"
"5896","2","3","12","41","116","268","434","568","605","C0001206"
"10269","2","3","2","48","182","50","119","444","556","C0001206"
"207","2","3","7","53","14","20","34","489","416","C0001206"
"5176","2","5","7","53","51","342","454","573","492","C0001206"
"7287","2","5","7","11","142","71","341","560","219","C0001206"
"7390","2","3","5","80","81","166","132","175","473","C0001206"
"701","2","3","12","76","153","40","38","54","75","C0001206"
"3930","2","3","2","22","33","323","66","3","464","C0001206"
"5994","2","3","12","19","31","276","91","491","118","C0001206"
"6657","2","3","12","19","221","321","428","541","667","C0001206"
"6439","2","5","5","68","96","185","238","310","272","C0001206"
"7174","2","3","12","41","116","268","434","468","213","C0001206"
"3784","2","5","8","63","36","166","106","110","158","C0001206"
"51702","2","3","12","19","31","1","426","55","78","C0001339"
"6869","2","5","4","68","96","326","427","548","672","C0001339"
"7157","2","3","12","19","31","261","402","489","551","C0001339"
"5339","2","5","7","53","51","342","454","573","492","C0001403"
"8626","2","3","3","19","221","321","428","541","667","C0001403"
"2697","2","3","7","76","153","40","38","54","75","C0001403"
"1286","2","5","7","53","51","342","454","573","492","C0001403"
"4621","2","5","8","63","45","23","103","464","187","C0001403"
"2767","2","5","4","68","96","326","427","548","672","C0001403"
"582","2","3","12","76","153","76","38","54","75","C0001403"
"11277","2","3","12","19","31","261","116","1","86","C0001403"
"860","2","3","12","19","31","276","91","433","118","C0001403"
"207","2","3","7","53","14","20","34","489","416","C0001403"
"5447","2","3","5","91","214","271","372","471","586","C0001403"
"4286","2","3","12","19","31","261","116","1","664","C0001403"
"54332","2","3","2","60","170","40","98","66","203","C0001403"
"6833","2","5","8","45","36","166","240","415","666","C0001403"
"6678","2","5","7","53","51","342","454","573","492","C0001403"
"10293","2","3","12","41","116","268","434","468","213","C0001403"
"4747","2","5","7","27","36","150","341","223","628","C0001403"
