"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","26012","2","3","12","19","31","261","116","159","211","C0000768"
"2","4948","2","5","8","63","45","23","250","464","187","C0000768"
"3","7517","2","3","12","19","31","261","116","1","86","C0000768"
"4","8195","2","3","12","76","153","76","38","54","75","C0000768"
"5","4998","2","3","12","76","31","261","116","1","86","C0000768"
"6","8200","2","5","7","53","51","342","259","423","389","C0000768"
"7","673","2","5","7","53","14","20","34","540","68","C0000768"
"8","6606","2","3","2","22","33","323","66","101","136","C0000768"
"9","5495","2","3","12","41","219","339","347","287","664","C0000768"
"10","50846","2","3","3","68","221","197","259","560","422","C0000768"
"11","55650","2","3","2","61","77","142","176","235","557","C0000768"
"12","8106","2","3","2","22","33","323","66","101","136","C0000832"
"13","3955","2","5","8","89","124","143","428","236","667","C0000832"
"14","10716","2","5","7","53","51","335","444","560","373","C0000832"
"15","6647","2","3","2","95","2","342","378","173","702","C0000887"
"16","2556","2","5","8","27","70","99","162","216","290","C0000887"
"17","3579","2","5","4","34","52","216","427","548","672","C0000887"
"18","10165","2","3","2","48","170","50","304","167","593","C0000887"
"19","22954","2","3","12","41","116","268","434","468","213","C0000887"
"20","3973","2","5","4","68","96","326","427","548","672","C0000887"
"21","8220","2","3","2","22","33","323","66","101","136","C0000889"
"22","6899","2","5","7","53","184","335","259","560","373","C0000889"
"23","8803","2","3","8","67","92","293","55","75","311","C0000889"
"24","4247","2","3","2","68","67","320","98","180","279","C0000889"
"25","7305","2","5","7","34","52","216","395","549","674","C0000889"
"26","8626","2","3","3","19","221","321","428","541","667","C0000889"
"27","3565","2","5","7","53","51","119","25","489","416","C0000889"
"28","51750","2","3","12","19","31","261","116","1","86","C0000889"
"29","4920","2","5","7","53","14","20","259","560","373","C0000889"
"30","338","2","5","7","53","51","342","454","573","492","C0000889"
"31","6262","2","5","8","63","45","23","34","464","187","C0000889"
"32","5663","2","5","7","34","52","216","395","549","667","C0000889"
"33","23545","2","3","5","29","88","132","85","222","346","C0000889"
"34","10309","2","3","12","19","31","261","116","1","86","C0000889"
"35","4990","2","3","3","19","221","321","428","541","667","C0000889"
"36","242","2","3","5","11","142","223","142","220","298","C0000889"
"37","4842","2","3","5","63","45","71","177","464","219","C0000889"
"38","23129","2","5","7","53","51","342","79","560","373","C0000889"
"39","5663","2","5","7","34","52","216","395","549","667","C0000889"
"40","5351","2","5","7","53","51","342","454","573","492","C0000889"
"41","6908","2","3","12","19","31","1","116","159","211","C0001122"
"42","5147","2","3","5","60","54","24","30","46","72","C0001122"
"43","2263","2","5","7","53","14","20","25","40","186","C0001122"
"44","3815","2","5","7","53","14","20","25","40","186","C0001126"
"45","6833","2","5","8","45","36","166","240","415","666","C0001126"
"46","2538","2","3","5","90","216","333","438","561","689","C0001126"
"47","51010","2","3","2","110","85","237","433","547","671","C0001126"
"48","11020","2","5","7","60","54","24","30","46","72","C0001126"
"49","2253","2","5","7","53","14","20","25","40","186","C0001126"
"50","1471","2","5","7","34","52","216","395","549","492","C0001126"
"51","6439","2","5","5","68","96","185","238","310","272","C0001126"
"52","841","2","3","12","41","219","339","156","568","697","C0001126"
"53","8216","2","3","12","41","119","330","214","454","144","C0001126"
"54","7287","2","5","7","11","142","71","341","560","219","C0001175"
"55","1021","2","3","12","19","31","1","426","55","78","C0001175"
"56","26277","2","3","12","19","31","1","426","1","78","C0001175"
"57","10269","2","3","2","48","182","50","119","444","556","C0001202"
"58","3930","2","3","2","22","33","323","66","3","464","C0001202"
"59","4286","2","3","12","19","31","261","116","1","664","C0001206"
"60","3991","2","3","5","80","81","166","57","83","658","C0001206"
"61","25782","2","5","7","60","54","24","30","46","72","C0001206"
"62","4594","2","3","7","48","92","261","116","186","245","C0001206"
"63","5000","2","3","12","76","31","261","116","1","86","C0001206"
"64","5663","2","5","7","34","52","216","395","549","667","C0001206"
"65","2700","2","3","6","76","153","40","38","54","75","C0001206"
