"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","5194","2","3","5","43","161","305","409","208","482","C0000768"
"2","26119","2","5","7","60","14","184","341","544","669","C0000768"
"3","1947","2","5","7","53","51","20","25","560","373","C0000768"
"4","5318","2","1","6","11","142","225","142","220","298","C0000768"
"5","10891","2","3","3","19","151","276","91","433","118","C0000768"
"6","54332","2","3","2","60","170","40","98","66","203","C0000768"
"7","1497","2","5","2","63","182","50","103","297","628","C0000768"
"8","4867","2","5","7","76","153","40","38","54","75","C0000768"
"9","1719","2","3","2","76","153","40","116","54","75","C0000768"
"10","3784","2","5","8","63","36","166","106","110","158","C0000768"
"11","650","2","5","7","53","51","342","259","423","389","C0000768"
"12","22900","2","3","12","41","219","339","156","568","697","C0000832"
"13","100","2","3","5","33","21","47","56","80","199","C0000832"
"14","10019","2","5","7","53","14","20","25","40","116","C0000832"
"15","3949","2","5","7","60","14","184","341","544","669","C0000887"
"16","126792","2","3","2","74","205","191","18","28","156","C0000887"
"17","6657","2","3","12","19","221","321","428","541","667","C0000887"
"18","773","2","5","8","27","36","166","341","223","628","C0000887"
"19","6606","2","3","2","22","33","323","66","101","136","C0000887"
"20","25937","2","3","12","19","36","143","177","236","321","C0000887"
"21","7305","2","5","7","34","52","216","395","549","674","C0000889"
"22","6605","2","3","12","19","31","1","426","55","78","C0000889"
"23","54808","2","3","12","76","153","40","38","54","75","C0000889"
"24","54941","2","3","12","41","116","268","434","468","213","C0000889"
"25","2263","2","5","7","53","14","20","25","40","186","C0000889"
"26","5167","2","3","5","32","93","163","207","303","126","C0000889"
"27","100","2","3","5","33","21","47","56","80","199","C0000889"
"28","526","2","3","5","29","88","132","172","199","308","C0000889"
"29","9414","2","5","7","42","36","71","177","223","219","C0000889"
"30","1723","2","3","2","48","170","50","119","444","556","C0000889"
"31","5351","2","5","7","53","51","342","454","573","492","C0000889"
"32","4336","2","5","7","27","36","150","341","223","628","C0000889"
"33","2130","2","3","2","22","33","323","66","491","609","C0000889"
"34","22827","2","3","2","22","33","323","66","101","136","C0000889"
"35","7169","2","5","8","63","45","23","103","464","187","C0000889"
"36","1758","2","5","7","53","51","342","454","573","492","C0000889"
"37","4000","2","3","12","26","105","178","226","297","156","C0000889"
"38","2178","2","3","12","19","31","261","116","1","86","C0000889"
"39","1280","2","5","7","53","51","342","454","573","492","C0000889"
"40","7305","2","5","7","34","52","216","395","549","674","C0000889"
"41","11200","2","3","12","19","31","261","116","1","86","C0001122"
"42","2737","2","3","12","19","116","321","428","54","667","C0001122"
"43","6197","2","3","12","19","14","20","34","540","68","C0001122"
"44","1836","2","3","2","35","41","94","260","330","375","C0001126"
"45","2260","2","5","7","53","14","20","25","40","186","C0001126"
"46","5376","2","5","7","53","51","342","454","573","492","C0001126"
"47","1584","2","3","5","79","159","256","276","353","456","C0001126"
"48","1106","2","3","12","19","31","1","426","55","78","C0001126"
"49","175","2","3","7","34","52","216","395","549","674","C0001126"
"50","3845","2","5","7","60","54","24","30","46","72","C0001126"
"51","6390","2","3","2","48","170","50","119","444","556","C0001126"
"52","5728","2","3","5","80","81","339","156","568","605","C0001126"
"53","9049","2","3","3","41","151","276","378","271","356","C0001126"
"54","5915","2","3","3","19","151","276","91","433","118","C0001175"
"55","8626","2","3","3","19","221","321","428","541","667","C0001175"
"56","58","2","5","8","63","45","23","103","464","187","C0001175"
"57","9197","2","3","2","67","92","293","55","75","311","C0001202"
"58","6567","2","5","8","35","41","77","40","57","80","C0001202"
"59","9775","2","3","2","22","33","323","66","101","136","C0001206"
"60","2876","2","3","5","80","81","110","378","173","229","C0001206"
"61","54487","2","3","2","22","33","323","66","101","136","C0001206"
"62","3664","2","5","7","53","184","119","156","287","116","C0001206"
"63","6775","2","5","7","53","14","119","25","40","186","C0001206"
"64","5327","2","5","7","53","51","342","454","573","492","C0001206"
"65","2138","2","3","12","19","31","1","426","55","78","C0001206"
"66","5892","2","3","12","19","31","261","116","1","86","C0001206"
"67","554","2","5","4","68","96","326","427","548","672","C0001206"
"68","23090","2","3","12","19","151","276","91","433","118","C0001206"
"69","8504","2","3","5","47","144","185","238","310","392","C0001206"
"70","5144","2","3","4","68","96","326","427","548","672","C0001206"
"71","6403","2","5","7","53","51","342","454","573","702","C0001206"
"72","79153","2","3","2","97","173","275","377","473","592","C0001206"
"73","2316","2","5","7","53","51","342","454","573","702","C0001206"
"74","6497","2","5","3","19","221","342","259","423","389","C0001206"
"75","857","2","5","7","53","45","23","57","83","422","C0001206"
"76","54345","2","5","3","19","221","321","428","541","667","C0001339"
"77","2187","2","3","12","19","31","261","116","1","86","C0001339"
"78","26227","2","3","2","41","137","44","208","81","108","C0001339"
"79","220136","2","3","12","11","142","225","38","220","298","C0001403"
"80","22948","2","3","12","76","137","76","136","472","435","C0001403"
"81","9992","2","5","8","63","36","166","341","110","158","C0001403"
"82","10907","2","3","2","22","33","323","66","101","136","C0001403"
"83","6654","2","5","7","60","54","24","30","46","72","C0001403"
"84","1585","2","3","5","79","159","256","351","100","589","C0001403"
"85","4157","2","5","4","68","96","326","427","548","672","C0001403"
"86","7468","2","3","12","19","31","1","426","55","78","C0001403"
"87","10128","2","3","2","48","170","50","119","444","556","C0001403"
"88","7248","2","3","2","48","57","110","141","359","462","C0001403"
"89","4214","2","3","12","41","219","339","34","540","117","C0001403"
"90","10806","2","3","12","76","153","40","38","54","75","C0001403"
"91","6647","2","3","2","95","2","342","378","173","702","C0001403"
"92","779","2","5","8","63","36","166","341","390","158","C0001403"
"93","6390","2","3","2","48","170","50","119","444","556","C0001403"
"94","1184","2","5","8","63","45","23","34","464","187","C0001403"
"95","2632","2","3","2","28","22","48","232","82","114","C0001403"
"96","2153","2","5","7","53","51","342","454","573","492","C0001403"
"97","6657","2","3","12","19","221","321","428","541","667","C0001430"
"98","6439","2","5","5","68","96","185","238","310","272","C0001430"
"99","29078","2","3","2","48","170","50","119","444","556","C0001430"
"100","4998","2","3","12","76","31","261","116","1","86","C0001430"
"101","7043","2","5","7","53","51","342","454","573","492","C0001430"
"102","5447","2","3","5","91","214","271","372","471","586","C0001430"
"103","2260","2","5","7","53","14","20","25","40","186","C0001430"
"104","4893","2","5","7","34","52","24","30","46","72","C0001430"
"105","4322","2","5","7","53","51","342","454","573","492","C0001430"
"106","3035","2","3","2","110","85","237","433","547","154","C0001430"
"107","2273","2","5","8","63","45","23","103","464","187","C0001430"
"108","2821","2","5","7","34","52","216","395","549","577","C0001430"
"109","11277","2","3","12","19","31","261","116","1","86","C0001430"
"110","7124","2","3","12","41","219","339","156","568","697","C0001430"
"111","2263","2","5","7","53","14","20","25","40","186","C0001430"
"112","55145","2","3","2","22","33","225","142","220","140","C0001430"
"113","4629","2","5","8","63","45","23","103","464","187","C0001430"
"114","23400","2","5","8","63","45","23","103","464","187","C0001430"
"115","1184","2","5","8","63","45","23","34","464","187","C0001430"
"116","22891","2","3","12","76","153","40","341","54","75","C0001430"
"117","3458","2","5","7","53","184","119","156","287","116","C0001430"
"118","8813","2","3","2","48","116","142","136","280","363","C0001430"
"119","4846","2","3","5","41","219","75","243","44","64","C0001430"
"120","4247","2","3","2","68","67","320","98","180","279","C0001430"
"121","9451","2","3","2","110","51","335","226","297","380","C0001430"
"122","3758","2","5","8","63","36","166","106","110","158","C0001430"
"123","1512","2","5","7","34","52","216","395","549","674","C0001430"
"124","4221","2","3","12","19","31","342","454","573","492","C0001430"
"125","2255","2","5","7","53","14","20","25","40","186","C0001430"
"126","9031","2","3","12","19","31","1","426","55","78","C0001430"
"127","3854","2","1","6","11","142","225","142","220","298","C0001430"
"128","6335","2","5","8","63","36","166","341","390","158","C0001430"
