"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2147","2","5","7","68","51","342","454","573","492","C0000768"
"3077","2","5","7","53","51","119","395","549","674","C0000768"
"64135","2","3","12","41","219","339","156","568","605","C0000768"
"4000","2","3","12","26","105","178","226","297","156","C0000768"
"11285","2","3","2","74","205","191","396","408","620","C0000768"
"10585","2","5","2","27","206","324","430","215","290","C0000768"
"8036","2","5","7","60","54","296","399","359","658","C0000768"
"55612","2","5","7","60","36","71","177","560","701","C0000768"
"55131","2","3","2","110","85","237","433","547","671","C0000768"
"2316","2","5","7","53","51","342","454","573","702","C0000768"
"7424","2","5","7","53","51","342","454","573","702","C0000768"
"2260","2","5","7","53","14","20","25","40","186","C0000832"
"54880","2","3","12","19","31","1","426","55","78","C0000832"
"735","2","5","7","53","51","119","395","549","674","C0000832"
"8517","2","3","12","41","219","339","156","568","697","C0000887"
"2668","2","5","7","53","14","20","25","40","186","C0000887"
"7840","2","3","12","76","153","40","38","54","75","C0000887"
"2395","2","3","2","48","170","50","304","167","593","C0000887"
"2639","2","3","2","71","148","34","160","115","164","C0000887"
"3984","2","5","7","53","14","20","34","540","68","C0000887"
"6495","2","3","3","19","221","321","428","541","667","C0000889"
"773","2","5","8","27","36","166","341","223","628","C0000889"
"5800","2","5","7","53","81","296","399","201","274","C0000889"
"2778","2","5","4","68","96","326","427","548","672","C0000889"
"7042","2","5","7","53","51","342","454","573","492","C0000889"
"23347","2","3","12","41","116","268","434","468","213","C0000889"
"3594","2","5","7","53","51","119","25","560","373","C0000889"
"9901","2","5","7","60","54","24","30","46","72","C0000889"
"26229","2","3","2","74","205","191","396","408","257","C0000889"
"2908","2","3","12","19","151","276","91","433","118","C0000889"
"9791","2","3","8","45","94","199","240","415","666","C0000889"
"4621","2","5","8","63","45","23","103","464","187","C0000889"
"23203","2","3","5","80","81","50","304","167","593","C0000889"
"1674","2","5","8","63","45","23","103","464","187","C0000889"
"8836","2","3","7","34","52","216","395","549","674","C0000889"
"3766","2","5","8","63","36","166","106","110","158","C0000889"
"7468","2","3","12","19","31","1","426","55","78","C0000889"
"3107","2","5","7","34","52","119","395","549","674","C0000889"
"10577","2","5","7","34","52","216","395","549","674","C0000889"
"1584","2","3","5","79","159","256","276","353","456","C0000889"
"4038","2","5","7","53","51","342","454","573","492","C0001122"
"1280","2","5","7","53","51","342","454","573","492","C0001122"
"6342","2","3","5","80","161","305","409","208","482","C0001122"
"7827","2","5","7","53","170","335","25","560","373","C0001126"
"2897","2","5","8","63","36","166","106","110","158","C0001126"
"2876","2","3","5","80","81","110","378","173","229","C0001126"
"5506","2","3","12","76","137","76","136","82","658","C0001126"
"8036","2","5","7","60","54","296","399","359","658","C0001126"
"2626","2","3","12","19","31","118","155","287","116","C0001126"
"5828","2","3","5","43","161","305","409","208","482","C0001126"
"8074","2","5","7","53","14","20","25","40","186","C0001126"
"5296","2","5","7","53","14","20","25","40","186","C0001126"
"3783","2","5","8","63","36","166","106","110","158","C0001126"
"53834","2","5","7","53","51","342","454","573","492","C0001175"
"5444","2","3","5","80","147","236","328","411","229","C0001175"
"10564","2","5","7","60","54","24","30","46","72","C0001175"
"7157","2","3","12","19","31","261","402","489","551","C0001202"
"8200","2","5","7","53","51","342","259","423","389","C0001202"
"8139","2","3","12","41","116","268","434","468","213","C0001206"
"6678","2","5","7","53","51","342","454","573","492","C0001206"
"7474","2","5","3","68","221","184","259","544","669","C0001206"
"257","2","3","3","19","221","321","428","541","667","C0001206"
"2626","2","3","12","19","31","118","155","287","116","C0001206"
"3426","2","5","7","53","51","119","395","549","674","C0001206"
"6535","2","5","8","45","94","199","240","415","666","C0001206"
"7461","2","3","7","60","153","40","38","93","75","C0001206"
"617","2","3","2","48","170","50","304","167","593","C0001206"
"5077","2","3","3","19","221","321","428","541","667","C0001206"
"4261","2","3","12","53","184","119","156","287","116","C0001206"
"790","2","3","12","41","219","339","347","206","627","C0001206"
"5745","2","5","4","68","96","326","427","548","672","C0001206"
"2643","2","3","5","87","91","75","204","267","352","C0001206"
"5444","2","3","5","80","147","236","328","411","229","C0001206"
"6794","2","3","12","53","14","20","34","540","68","C0001206"
"5970","2","3","12","19","31","276","91","433","118","C0001206"
"5111","2","3","12","19","31","261","116","1","86","C0001339"
"4688","2","5","7","60","14","20","25","40","215","C0001339"
"6866","2","5","4","68","96","326","427","548","672","C0001339"
"1788","2","3","12","19","31","1","426","55","78","C0001403"
"55612","2","5","7","60","36","71","177","560","701","C0001403"
"26119","2","5","7","60","14","184","341","544","669","C0001403"
"3651","2","3","3","19","221","321","428","541","667","C0001403"
"9896","2","3","5","80","81","296","399","201","274","C0001403"
"3593","2","5","7","53","51","119","25","489","416","C0001403"
"5919","2","5","7","53","51","342","454","573","702","C0001403"
"3371","2","5","7","53","51","342","454","573","492","C0001403"
"2263","2","5","7","53","14","20","25","40","186","C0001403"
"3440","2","3","12","19","184","118","155","287","116","C0001403"
"3040","2","5","5","53","51","342","40","78","178","C0001403"
