"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"8504","2","3","5","47","144","185","238","310","392","C0000768"
"50846","2","3","3","68","221","197","259","560","422","C0000768"
"7415","2","3","7","34","52","216","395","536","445","C0000768"
"58","2","5","8","63","45","23","103","464","187","C0000768"
"3588","2","5","7","53","51","119","25","40","186","C0000768"
"51124","2","5","4","68","96","326","427","548","672","C0000768"
"2121","2","3","12","41","116","268","434","568","605","C0000768"
"2316","2","5","7","53","51","342","454","573","702","C0000768"
"23522","2","3","12","19","31","1","426","55","78","C0000768"
"9723","2","5","7","53","51","342","79","560","373","C0000768"
"1583","2","3","5","79","152","273","375","100","589","C0000768"
"4920","2","5","7","53","14","20","259","560","373","C0000832"
"3852","2","1","6","11","142","225","142","220","298","C0000832"
"1828","2","5","7","34","52","216","142","220","298","C0000832"
"6218","2","3","2","110","85","237","433","547","671","C0000887"
"3329","2","3","2","48","170","50","304","167","593","C0000887"
"4851","2","3","12","19","221","143","428","236","667","C0000887"
"5125","2","5","6","11","51","225","142","220","298","C0000887"
"23556","2","3","2","61","77","142","176","235","317","C0000887"
"5897","2","3","12","41","116","268","141","568","605","C0000887"
"6528","2","5","8","45","94","199","240","415","666","C0000889"
"374569","2","3","5","80","81","189","182","509","409","C0000889"
"8878","2","3","12","41","219","339","156","568","697","C0000889"
"1293","2","5","7","53","51","342","454","573","492","C0000889"
"22930","2","5","7","60","54","24","30","46","72","C0000889"
"54756","2","5","7","41","219","238","118","543","214","C0000889"
"3827","2","5","4","68","96","326","427","548","672","C0000889"
"54820","2","3","12","76","153","40","38","54","75","C0000889"
"8504","2","3","5","47","144","185","238","310","392","C0000889"
"3198","2","3","3","19","221","321","428","541","667","C0000889"
"51360","2","3","3","26","35","276","91","433","203","C0000889"
"6905","2","3","12","76","153","40","38","54","75","C0000889"
"2625","2","3","12","19","31","339","155","287","116","C0000889"
"25782","2","5","7","60","54","24","30","46","72","C0000889"
"3758","2","5","8","63","36","166","106","110","158","C0000889"
"5696","2","3","12","41","116","268","156","568","116","C0000889"
"6103","2","3","12","76","153","40","38","54","75","C0000889"
"5894","2","5","7","60","54","23","34","464","187","C0000889"
"11277","2","3","12","19","31","261","116","1","86","C0000889"
"3798","2","3","7","76","153","40","38","54","75","C0000889"
"1380","2","5","7","53","51","119","395","549","674","C0001122"
"5617","2","5","12","19","31","1","426","55","78","C0001122"
"3981","2","3","12","19","31","261","116","1","86","C0001122"
"2077","2","3","12","76","153","40","38","54","75","C0001126"
"3852","2","1","6","11","142","225","142","220","298","C0001126"
"1967","2","3","2","110","85","237","433","547","671","C0001126"
"2623","2","3","12","19","31","1","155","287","116","C0001126"
"4771","2","5","7","60","36","71","177","64","215","C0001126"
"25974","2","3","7","48","51","105","139","186","245","C0001126"
"175","2","3","7","34","52","216","395","549","674","C0001126"
"55145","2","3","2","22","33","225","142","220","140","C0001126"
"2200","2","5","7","53","51","342","454","573","492","C0001126"
"1815","2","5","4","68","96","326","427","548","672","C0001126"
"23529","2","5","7","53","51","119","25","40","416","C0001175"
"2146","2","3","12","19","31","1","426","55","78","C0001175"
"7291","2","3","12","19","151","276","91","489","416","C0001175"
"23384","2","3","12","63","45","184","103","572","658","C0001202"
"3146","2","5","7","34","52","216","395","549","674","C0001202"
"368","2","3","12","41","116","268","423","536","445","C0001206"
"27019","2","3","12","76","153","40","38","54","75","C0001206"
"4000","2","3","12","26","105","178","226","297","156","C0001206"
"208","2","5","7","53","14","20","34","540","68","C0001206"
"7291","2","3","12","19","151","276","91","489","416","C0001206"
"80199","2","3","12","76","153","40","38","54","75","C0001206"
"7547","2","3","3","19","221","321","428","541","667","C0001206"
"55315","2","3","5","80","81","296","62","94","150","C0001206"
"8048","2","5","8","63","45","23","103","464","187","C0001206"
"9487","2","3","5","80","81","142","176","235","317","C0001206"
"10262","2","3","2","22","33","323","66","101","136","C0001206"
"2033","2","3","12","19","31","1","91","433","118","C0001206"
"2896","2","5","7","34","52","216","395","549","674","C0001206"
"1890","2","3","5","80","81","296","62","94","150","C0001206"
"4598","2","3","2","19","151","276","198","259","427","C0001206"
"2071","2","3","12","19","31","261","116","159","211","C0001206"
"8139","2","3","12","41","116","268","434","468","213","C0001206"
"3458","2","5","7","53","184","119","156","287","116","C0001339"
"10483","2","3","7","60","54","24","30","46","72","C0001339"
"4313","2","5","7","53","51","342","454","573","492","C0001339"
"2969","2","3","12","19","31","276","91","433","118","C0001403"
"54888","2","3","2","110","85","152","129","252","154","C0001403"
"4948","2","5","8","63","45","23","250","464","187","C0001403"
"9469","2","3","2","103","189","303","29","475","467","C0001403"
"324","2","3","12","41","219","197","70","255","422","C0001403"
"7053","2","3","6","11","142","225","142","220","298","C0001403"
"5071","2","3","12","41","116","268","434","468","213","C0001403"
"4552","2","3","7","48","81","105","139","186","245","C0001403"
"478","2","3","8","63","45","23","366","464","187","C0001403"
"4313","2","5","7","53","51","342","454","573","492","C0001403"
"1146","2","5","8","27","70","99","162","216","290","C0001403"
"1513","2","5","7","53","51","342","454","573","492","C0001403"
"1545","2","3","5","91","175","271","372","443","558","C0001403"
"51099","2","3","2","67","92","293","55","75","311","C0001403"
"7994","2","3","12","19","31","1","426","55","78","C0001403"
"55636","2","3","3","19","221","321","428","423","389","C0001403"
"10021","2","5","8","63","36","166","106","110","158","C0001403"
"8517","2","3","12","41","219","339","156","568","697","C0001403"
"25978","2","3","2","48","57","110","141","359","462","C0001430"
"5663","2","5","7","34","52","216","395","549","667","C0001430"
"93","2","5","7","53","14","20","259","423","389","C0001430"
"6208","2","3","2","110","85","237","433","547","671","C0001430"
"5784","2","5","7","42","81","296","399","201","274","C0001430"
"10847","2","3","12","19","31","1","426","55","78","C0001430"
"1188","2","5","8","63","45","23","34","464","187","C0001430"
"51251","2","3","5","80","81","296","62","94","150","C0001430"
"2798","2","5","4","68","96","326","427","548","672","C0001430"
"4233","2","5","7","53","14","20","25","40","186","C0001430"
"6605","2","3","12","19","31","1","426","55","78","C0001430"
"779","2","5","8","63","36","166","341","390","158","C0001430"
"3239","2","3","3","19","221","321","428","541","667","C0001430"
"8820","2","3","3","19","221","321","428","541","667","C0001430"
"9049","2","3","3","41","151","276","378","271","356","C0001430"
"2261","2","5","7","53","14","20","25","40","186","C0001430"
"3251","2","3","4","68","96","326","427","341","150","C0001430"
"25836","2","3","12","76","153","40","38","54","75","C0001430"
