"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2121","2","3","12","41","116","268","434","568","605","C0000768"
"5828","2","3","5","43","161","305","409","208","482","C0000768"
"801","2","5","8","63","45","23","103","464","187","C0000768"
"1186","2","5","8","63","45","23","34","464","187","C0000768"
"5428","2","3","2","48","170","50","119","167","593","C0000768"
"2317","2","5","7","63","45","23","103","287","664","C0000768"
"5277","2","3","2","61","77","142","176","235","317","C0000768"
"673","2","5","7","53","14","20","34","540","68","C0000768"
"5350","2","5","8","63","45","23","103","464","187","C0000768"
"23414","2","3","12","19","31","118","155","287","116","C0000768"
"5745","2","5","4","68","96","326","427","548","672","C0000768"
"2068","2","3","12","19","31","261","116","159","211","C0000832"
"2200","2","5","7","53","51","342","454","573","492","C0000832"
"9569","2","3","12","19","31","276","91","433","118","C0000832"
"51816","2","5","7","34","52","216","395","549","674","C0000887"
"673","2","5","7","53","14","20","34","540","68","C0000887"
"54880","2","3","12","19","31","1","426","55","78","C0000887"
"3845","2","5","7","60","54","24","30","46","72","C0000887"
"3567","2","5","7","53","14","20","25","40","186","C0000887"
"8836","2","3","7","34","52","216","395","549","674","C0000887"
"406","2","3","3","19","151","276","91","433","118","C0000889"
"4598","2","3","2","19","151","276","198","259","427","C0000889"
"975","2","5","7","53","51","119","395","549","674","C0000889"
"4015","2","5","7","53","51","342","454","573","492","C0000889"
"182","2","5","7","53","51","143","428","236","667","C0000889"
"200894","2","5","7","60","54","24","30","46","72","C0000889"
"9409","2","3","5","43","161","305","409","208","482","C0000889"
"5573","2","3","12","19","184","118","155","287","116","C0000889"
"4204","2","3","12","19","31","1","426","55","78","C0000889"
"23064","2","3","6","11","31","261","142","220","664","C0000889"
"55109","2","5","7","42","81","184","118","543","214","C0000889"
"25953","2","3","2","67","92","293","137","75","664","C0000889"
"207","2","3","7","53","14","20","34","489","416","C0000889"
"1557","2","3","5","91","214","271","372","479","12","C0000889"
"1180","2","5","8","63","45","23","34","464","187","C0000889"
"1917","2","3","12","41","219","339","347","572","658","C0000889"
"3636","2","3","5","80","14","20","25","40","186","C0000889"
"7353","2","3","12","41","219","339","156","568","605","C0000889"
"25978","2","3","2","48","57","110","141","359","462","C0000889"
"2074","2","3","12","19","31","1","426","55","78","C0000889"
"885","2","5","4","68","96","326","427","548","672","C0001122"
"2517","2","3","7","34","52","216","395","549","674","C0001122"
"55605","2","3","12","76","153","40","38","54","75","C0001122"
"23630","2","5","8","63","36","166","106","110","158","C0001126"
"10083","2","5","7","42","36","71","177","223","219","C0001126"
"5336","2","3","7","53","14","20","25","40","215","C0001126"
"3239","2","3","3","19","221","321","428","541","667","C0001126"
"23322","2","3","12","76","153","40","38","54","75","C0001126"
"5897","2","3","12","41","116","268","141","568","605","C0001126"
"1584","2","3","5","79","159","256","276","353","456","C0001126"
"2077","2","3","12","76","153","40","38","54","75","C0001126"
"274","2","5","7","60","14","184","341","544","669","C0001126"
"4613","2","3","12","19","31","1","426","55","78","C0001126"
"1584","2","3","5","79","159","256","276","353","456","C0001175"
"5189","2","3","5","43","161","305","409","208","482","C0001175"
"7139","2","5","8","63","45","23","103","464","187","C0001175"
"84197","2","5","2","53","14","20","25","215","186","C0001202"
"1967","2","3","2","110","85","237","433","547","671","C0001202"
"23312","2","5","7","60","36","71","341","223","624","C0001206"
"2261","2","5","7","53","14","20","25","40","186","C0001206"
"3651","2","3","3","19","221","321","428","541","667","C0001206"
"9082","2","3","12","19","31","286","51","488","102","C0001206"
"5422","2","3","12","19","31","261","116","1","86","C0001206"
"5122","2","5","4","27","36","184","141","359","411","C0001206"
"2068","2","3","12","19","31","261","116","159","211","C0001206"
"4846","2","3","5","41","219","75","243","44","64","C0001206"
"4000","2","3","12","26","105","178","226","297","156","C0001206"
"8573","2","5","7","53","36","71","341","223","219","C0001206"
"5160","2","3","2","67","92","293","55","75","311","C0001206"
"29926","2","3","2","68","66","123","158","207","278","C0001206"
"26123","2","3","2","76","153","40","38","54","75","C0001206"
"4502","2","5","7","53","184","119","156","287","116","C0001206"
"51626","2","3","12","76","153","40","38","54","75","C0001206"
"2673","2","3","2","110","94","178","226","297","380","C0001206"
"7046","2","3","12","41","219","339","259","423","605","C0001206"
"3569","2","5","7","53","51","342","454","573","416","C0001339"
"51750","2","3","12","19","31","261","116","1","86","C0001339"
"3557","2","3","12","41","219","339","156","568","697","C0001339"
"8085","2","3","12","19","31","1","426","55","78","C0001403"
"1308","2","5","7","53","51","119","454","573","492","C0001403"
"3930","2","3","2","22","33","323","66","3","464","C0001403"
"514","2","3","2","48","170","50","119","444","556","C0001403"
"8050","2","3","2","67","92","293","55","75","311","C0001403"
"9321","2","3","12","76","153","40","38","54","203","C0001403"
"8929","2","3","3","19","221","321","428","541","667","C0001403"
"7456","2","5","7","60","14","20","25","40","215","C0001403"
"2294","2","3","3","19","221","321","428","541","667","C0001403"
"8200","2","5","7","53","51","342","259","423","389","C0001403"
"79621","2","3","2","22","137","76","149","195","435","C0001403"
"4351","2","3","2","90","167","266","367","500","577","C0001403"
"57582","2","5","8","63","36","166","106","110","158","C0001403"
