"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","4261","2","3","12","53","184","119","156","287","116","C0000768"
"2","4703","2","5","7","60","45","23","103","464","187","C0000768"
"3","1646","2","3","2","46","136","227","168","225","490","C0000768"
"4","3091","2","3","12","41","116","276","91","433","605","C0000768"
"5","28514","2","5","7","53","51","143","428","236","667","C0000768"
"6","26154","2","3","5","47","144","185","238","310","392","C0000768"
"7","9731","2","3","12","76","153","40","38","54","75","C0000768"
"8","54757","2","5","7","53","51","342","454","573","492","C0000768"
"9","10312","2","3","7","34","52","216","395","549","674","C0000768"
"10","6913","2","3","3","19","221","321","428","541","667","C0000768"
"11","1020","2","3","12","19","14","118","34","540","68","C0000768"
"12","10","2","3","12","91","214","261","116","1","86","C0000832"
"13","2562","2","5","8","27","70","99","162","216","290","C0000832"
"14","5159","2","5","7","53","14","20","25","40","186","C0000832"
"15","6899","2","5","7","53","184","335","259","560","373","C0000887"
"16","30008","2","5","7","53","51","342","454","573","492","C0000887"
"17","1395","2","5","4","68","96","326","427","548","672","C0000887"
"18","3945","2","3","2","62","137","76","136","212","286","C0000887"
"19","2760","2","3","7","34","52","216","395","549","674","C0000887"
"20","3561","2","5","7","53","14","20","25","40","186","C0000887"
"21","26123","2","3","2","76","153","40","38","54","75","C0000889"
"22","54840","2","3","12","19","31","261","116","1","86","C0000889"
"23","56606","2","5","7","90","216","337","448","565","562","C0000889"
"24","54551","2","3","12","41","219","197","156","568","422","C0000889"
"25","673","2","5","7","53","14","20","34","540","68","C0000889"
"26","8139","2","3","12","41","116","268","434","468","213","C0000889"
"27","1382","2","3","3","67","92","293","55","75","311","C0000889"
"28","6844","2","5","7","60","36","184","341","544","669","C0000889"
"29","9652","2","3","2","110","85","237","433","547","671","C0000889"
"30","2161","2","5","7","68","51","119","395","549","674","C0000889"
"31","26040","2","3","12","19","31","1","116","297","78","C0000889"
"32","51124","2","5","4","68","96","326","427","548","672","C0000889"
"33","23259","2","3","5","116","183","295","398","552","622","C0000889"
"34","779","2","5","8","63","36","166","341","390","158","C0000889"
"35","4535","2","3","2","48","170","50","119","444","556","C0000889"
