"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","6324","2","5","7","63","36","166","341","223","158","C0000768"
"2","51259","2","3","2","76","153","40","38","54","75","C0000768"
"3","2245","2","5","7","60","54","24","30","46","72","C0000768"
"4","6253","2","5","4","27","36","326","402","489","187","C0000768"
"5","4000","2","3","12","26","105","178","226","297","156","C0000768"
"6","1471","2","5","7","34","52","216","395","549","492","C0000768"
"7","55135","2","3","12","76","137","76","136","472","435","C0000768"
"8","2316","2","5","7","53","51","342","454","573","702","C0000768"
"9","2263","2","5","7","53","14","20","25","40","186","C0000768"
"10","6444","2","5","8","63","45","23","103","464","187","C0000768"
"11","8260","2","3","12","41","85","266","76","287","78","C0000768"
"12","51750","2","3","12","19","31","261","116","1","86","C0000832"
"13","846","2","5","4","68","96","326","427","548","672","C0000832"
"14","83932","2","3","12","19","31","261","116","1","86","C0000832"
"15","2627","2","3","12","19","31","118","155","287","116","C0000887"
"16","3832","2","3","12","76","153","40","38","54","75","C0000887"
"17","2245","2","5","7","60","54","24","30","46","72","C0000887"
"18","208","2","5","7","53","14","20","34","540","68","C0000887"
"19","675","2","3","12","19","31","261","116","1","86","C0000887"
"20","857","2","5","7","53","45","23","57","83","422","C0000887"
"21","7040","2","5","7","53","51","342","454","573","492","C0000889"
"22","2260","2","5","7","53","14","20","25","40","186","C0000889"
"23","2538","2","3","5","90","216","333","438","561","689","C0000889"
"24","5159","2","5","7","53","14","20","25","40","186","C0000889"
"25","27086","2","3","12","19","221","321","428","541","667","C0000889"
"26","4722","2","3","2","48","170","50","119","444","556","C0000889"
"27","546","2","3","12","19","31","261","426","1","86","C0000889"
"28","1121","2","5","7","60","54","24","30","46","72","C0000889"
"29","8626","2","3","3","19","221","321","428","541","667","C0000889"
"30","3439","2","3","12","19","184","118","155","287","116","C0000889"
"31","7043","2","5","7","53","51","342","454","573","492","C0000889"
"32","7518","2","3","12","19","31","261","116","1","86","C0000889"
"33","5199","2","5","7","34","52","216","395","549","674","C0000889"
"34","6690","2","5","7","68","51","119","395","549","674","C0000889"
"35","4221","2","3","12","19","31","342","454","573","492","C0000889"
"36","10891","2","3","3","19","151","276","91","433","118","C0000889"
"37","3569","2","5","7","53","51","342","454","573","416","C0000889"
"38","2261","2","5","7","53","14","20","25","40","186","C0000889"
"39","6575","2","3","8","45","94","199","240","415","666","C0000889"
"40","5605","2","5","7","53","14","20","34","540","68","C0000889"
"41","2064","2","5","7","53","14","20","25","40","186","C0001122"
"42","2200","2","5","7","53","51","342","454","573","492","C0001122"
"43","26608","2","3","2","22","170","50","119","463","153","C0001122"
"44","7737","2","3","12","22","33","268","434","468","213","C0001126"
"45","1763","2","3","12","19","31","261","116","1","86","C0001126"
"46","6442","2","5","8","63","45","23","103","464","187","C0001126"
"47","8029","2","5","7","53","51","105","139","186","245","C0001126"
"48","3426","2","5","7","53","51","119","395","549","674","C0001126"
"49","5076","2","3","3","19","221","321","428","541","667","C0001126"
"50","4035","2","5","7","53","51","342","454","573","492","C0001126"
"51","3952","2","5","3","53","151","276","91","433","118","C0001126"
"52","4627","2","5","7","63","45","184","103","572","658","C0001126"
"53","1285","2","5","7","53","51","342","454","573","492","C0001126"
"54","7422","2","5","7","53","51","342","454","573","702","C0001175"
"55","148","2","5","4","68","96","326","427","548","672","C0001175"
"56","5450","2","3","12","19","221","261","116","159","211","C0001175"
"57","6338","2","5","8","63","45","23","34","464","187","C0001202"
"58","6872","2","3","12","19","31","261","116","159","211","C0001202"
"59","1280","2","5","7","53","51","342","454","573","492","C0001206"
"60","2354","2","3","12","19","31","1","426","55","78","C0001206"
"61","4593","2","5","7","53","14","20","454","573","492","C0001206"
"62","5894","2","5","7","60","54","23","34","464","187","C0001206"
