"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"404672","2","3","12","19","31","1","116","159","211","C0000768"
"5116","2","3","12","76","153","40","38","54","75","C0000768"
"2737","2","3","12","19","116","321","428","54","667","C0000768"
"2253","2","5","7","53","14","20","25","40","186","C0000768"
"9533","2","3","2","19","31","1","426","55","78","C0000768"
"26227","2","3","2","41","137","44","208","81","108","C0000768"
"51524","2","5","7","45","94","199","240","415","666","C0000768"
"10280","2","3","2","110","85","52","57","86","119","C0000768"
"7704","2","3","12","41","116","268","434","468","213","C0000768"
"3651","2","3","3","19","221","321","428","541","667","C0000768"
"6197","2","3","12","19","14","20","34","540","68","C0000768"
"4283","2","5","4","68","96","326","427","548","672","C0000832"
"6648","2","3","2","95","151","160","378","173","229","C0000832"
"6690","2","5","7","68","51","119","395","549","674","C0000832"
"1272","2","5","7","53","51","335","444","236","373","C0000887"
"10630","2","5","7","53","14","20","25","40","186","C0000887"
"2332","2","3","2","22","33","71","373","466","609","C0000887"
"6654","2","5","7","60","54","24","30","46","72","C0000887"
"291","2","3","2","48","170","50","304","167","593","C0000887"
"29123","2","3","12","19","151","276","91","433","118","C0000887"
"27130","2","3","12","48","45","143","38","236","69","C0000889"
"861","2","3","12","19","31","1","426","55","78","C0000889"
"3425","2","3","5","80","81","166","454","573","492","C0000889"
"5327","2","5","7","53","51","342","454","573","492","C0000889"
"6909","2","5","7","53","51","335","444","560","373","C0000889"
"100","2","3","5","33","21","47","56","80","199","C0000889"
"5213","2","3","2","90","167","266","367","500","577","C0000889"
"6786","2","5","8","63","45","23","103","464","187","C0000889"
"9573","2","5","7","53","51","342","259","423","389","C0000889"
"3549","2","5","3","53","51","197","259","560","422","C0000889"
"2624","2","3","12","19","31","1","155","287","116","C0000889"
"7020","2","3","12","19","31","276","91","433","664","C0000889"
"4942","2","3","2","67","94","199","182","509","666","C0000889"
"23322","2","3","12","76","153","40","38","54","75","C0000889"
"54880","2","3","12","19","31","1","426","55","78","C0000889"
"26762","2","5","7","53","51","119","395","549","674","C0000889"
"2752","2","3","2","101","62","189","182","509","409","C0000889"
"3257","2","5","7","60","54","24","30","46","72","C0000889"
"1277","2","5","7","53","51","342","454","573","492","C0000889"
"10537","2","3","12","41","116","268","434","468","213","C0000889"
"4867","2","5","7","76","153","40","38","54","75","C0001122"
"51360","2","3","3","26","35","276","91","433","203","C0001122"
"7153","2","3","12","19","31","261","116","1","86","C0001122"
"5894","2","5","7","60","54","23","34","464","187","C0001126"
"65250","2","3","12","76","153","40","38","54","75","C0001126"
"4157","2","5","4","68","96","326","427","548","672","C0001126"
"5830","2","3","5","43","161","305","409","208","482","C0001126"
"3929","2","5","7","53","51","119","25","489","416","C0001126"
"8091","2","3","12","110","109","22","262","129","638","C0001126"
"1591","2","3","5","92","163","262","136","460","566","C0001126"
"27315","2","5","6","34","52","225","142","220","298","C0001126"
"176","2","5","7","53","51","342","454","573","492","C0001126"
