"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"7140","2","5","8","63","45","23","103","464","187","C0000768"
"2516","2","3","3","19","151","276","91","433","118","C0000768"
"9150","2","3","12","19","31","261","116","159","211","C0000768"
"3762","2","5","8","63","36","166","106","110","158","C0000768"
"54487","2","3","2","22","33","323","66","101","136","C0000768"
"4591","2","3","12","41","116","268","434","468","213","C0000768"
"4353","2","3","7","34","52","216","395","549","674","C0000768"
"6913","2","3","3","19","221","321","428","541","667","C0000768"
"2033","2","3","12","19","31","1","91","433","118","C0000768"
"7177","2","3","5","80","51","119","454","549","674","C0000768"
"6628","2","3","2","22","33","323","66","101","136","C0000768"
"6687","2","3","2","48","170","50","119","444","593","C0000832"
"5727","2","3","12","68","221","197","259","560","422","C0000832"
"7415","2","3","7","34","52","216","395","536","445","C0000832"
"3339","2","5","7","53","51","342","454","573","492","C0000887"
"27077","2","3","12","76","153","40","38","54","75","C0000887"
"4041","2","5","3","68","221","197","259","560","422","C0000887"
"10653","2","5","7","68","51","114","162","321","475","C0000887"
"51592","2","3","12","19","31","1","259","423","389","C0000887"
"23414","2","3","12","19","31","118","155","287","116","C0000887"
"5994","2","3","12","19","31","276","91","491","118","C0000889"
"5310","2","5","7","53","51","335","444","560","373","C0000889"
"5095","2","3","2","48","40","130","166","127","173","C0000889"
"4015","2","5","7","53","51","342","454","573","492","C0000889"
"2067","2","3","12","19","31","261","116","1","86","C0000889"
"4000","2","3","12","26","105","178","226","297","156","C0000889"
"716","2","5","7","53","51","119","395","549","674","C0000889"
"3549","2","5","3","53","51","197","259","560","422","C0000889"
"3981","2","3","12","19","31","261","116","1","86","C0000889"
"2629","2","3","5","80","81","250","291","152","420","C0000889"
"5621","2","5","8","27","36","342","454","573","628","C0000889"
"4014","2","1","6","11","142","225","142","220","298","C0000889"
"2566","2","5","8","27","70","99","162","216","290","C0000889"
"5728","2","3","5","80","81","339","156","568","605","C0000889"
"7201","2","5","4","68","96","326","427","548","672","C0000889"
"37","2","3","2","110","105","178","226","297","380","C0000889"
"1629","2","3","2","67","92","293","55","75","311","C0000889"
"4593","2","5","7","53","14","20","454","573","492","C0000889"
"55112","2","3","12","76","153","40","38","54","75","C0000889"
"24","2","3","12","41","116","268","423","536","445","C0000889"
"5573","2","3","12","19","184","118","155","287","116","C0001122"
"2253","2","5","7","53","14","20","25","40","186","C0001122"
"6870","2","5","4","68","96","326","427","548","672","C0001122"
"2969","2","3","12","19","31","276","91","433","118","C0001126"
"64087","2","3","2","35","40","130","166","57","435","C0001126"
"5194","2","3","5","43","161","305","409","208","482","C0001126"
"778","2","5","8","63","36","166","341","223","158","C0001126"
"5826","2","3","7","48","161","105","139","186","245","C0001126"
"4282","2","5","7","34","52","216","395","549","674","C0001126"
"5626","2","3","3","19","221","321","428","541","667","C0001126"
"4810","2","3","2","76","57","110","444","560","373","C0001126"
"2138","2","3","12","19","31","1","426","55","78","C0001126"
"6663","2","3","3","19","221","321","428","541","667","C0001126"
"6687","2","3","2","48","170","50","119","444","593","C0001175"
"3954","2","3","2","48","170","67","119","444","593","C0001175"
"4000","2","3","12","26","105","178","226","297","156","C0001175"
"4292","2","3","12","19","31","261","116","1","86","C0001202"
"5373","2","3","2","90","167","123","158","207","278","C0001202"
"6440","2","5","5","68","96","185","238","310","272","C0001206"
"4535","2","3","2","48","170","50","119","444","556","C0001206"
"6340","2","5","8","63","45","23","34","464","187","C0001206"
"3516","2","3","12","19","31","143","428","236","667","C0001206"
"2668","2","5","7","53","14","20","25","40","186","C0001206"
"1497","2","5","2","63","182","50","103","297","628","C0001206"
"10269","2","3","2","48","182","50","119","444","556","C0001206"
"6834","2","3","2","48","170","50","119","444","556","C0001206"
"2263","2","5","7","53","14","20","25","40","186","C0001206"
"10585","2","5","2","27","206","324","430","215","290","C0001206"
"4337","2","3","2","80","91","75","204","267","352","C0001206"
"3939","2","3","2","62","37","28","52","105","349","C0001206"
"1832","2","5","7","34","52","225","142","220","298","C0001206"
"3423","2","3","5","74","3","342","374","294","590","C0001206"
"1717","2","3","2","19","151","276","48","69","204","C0001206"
"26277","2","3","12","19","31","1","426","1","78","C0001206"
"2798","2","5","4","68","96","326","427","548","672","C0001206"
"6578","2","3","5","35","41","77","40","57","80","C0001339"
"2243","2","5","7","53","51","342","454","573","492","C0001339"
"23426","2","5","7","42","36","71","177","223","219","C0001339"
"5428","2","3","2","48","170","50","119","167","593","C0001403"
"2922","2","5","4","68","96","326","427","548","672","C0001403"
"1280","2","5","7","53","51","342","454","573","492","C0001403"
"5961","2","5","7","27","51","326","126","414","702","C0001403"
"5873","2","5","7","34","54","24","30","46","72","C0001403"
"1308","2","5","7","53","51","119","454","573","492","C0001403"
"51134","2","3","12","76","153","40","38","54","75","C0001403"
"2492","2","5","4","68","96","326","427","548","672","C0001403"
"50717","2","3","12","41","116","268","434","468","213","C0001403"
"3845","2","5","7","60","54","24","30","46","72","C0001403"
"5468","2","3","3","19","151","276","91","433","118","C0001403"
"215","2","3","5","47","144","185","238","310","392","C0001403"
