"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"6347","2","5","7","53","51","119","427","489","416","C0000768"
"5602","2","3","12","19","14","150","34","540","68","C0000768"
"8557","2","5","8","63","45","23","103","464","187","C0000768"
"7415","2","3","7","34","52","216","395","536","445","C0000768"
"987","2","3","6","48","94","279","347","330","304","C0000768"
"55699","2","3","2","110","85","67","76","252","154","C0000768"
"4867","2","5","7","76","153","40","38","54","75","C0000768"
"6785","2","3","5","67","7","5","239","311","393","C0000768"
"6913","2","3","3","19","221","321","428","541","667","C0000768"
"9742","2","3","12","76","153","40","38","54","75","C0000768"
"221037","2","3","12","19","31","118","155","287","116","C0000768"
"641","2","3","12","19","31","261","116","1","86","C0000832"
"4893","2","5","7","34","52","24","30","46","72","C0000832"
"4524","2","3","2","15","166","104","369","117","583","C0000832"
"4017","2","3","2","53","51","342","454","573","492","C0000887"
"51320","2","3","12","41","116","268","434","468","213","C0000887"
"859","2","5","8","63","45","23","103","464","187","C0000887"
"2972","2","3","2","19","33","261","116","159","211","C0000887"
"3815","2","5","7","53","14","20","25","40","186","C0000887"
"3339","2","5","7","53","51","342","454","573","492","C0000887"
"1786","2","3","12","19","31","1","426","55","78","C0000889"
"9895","2","3","2","48","57","110","141","359","462","C0000889"
"5290","2","3","7","53","14","20","25","40","186","C0000889"
"5745","2","5","4","68","96","326","427","548","672","C0000889"
"29119","2","5","7","11","51","335","444","560","373","C0000889"
"7337","2","3","12","41","116","268","434","468","213","C0000889"
"10269","2","3","2","48","182","50","119","444","556","C0000889"
"4998","2","3","12","76","31","261","116","1","86","C0000889"
"11107","2","3","12","19","31","1","426","55","78","C0000889"
"3981","2","3","12","19","31","261","116","1","86","C0000889"
"2316","2","5","7","53","51","342","454","573","702","C0000889"
"2243","2","5","7","53","51","342","454","573","492","C0000889"
"51715","2","5","7","60","54","24","30","46","72","C0000889"
"3758","2","5","8","63","36","166","106","110","158","C0000889"
"5982","2","3","12","19","31","261","116","1","86","C0000889"
