"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"3984","2","5","7","53","14","20","34","540","68","C0000768"
"776","2","5","8","63","36","166","341","390","158","C0000768"
"2022","2","5","7","53","51","342","259","423","389","C0000768"
"7040","2","5","7","53","51","342","454","573","492","C0000768"
"6772","2","3","12","53","184","119","156","287","116","C0000768"
"2677","2","5","7","53","51","342","454","573","492","C0000768"
"6885","2","3","12","41","219","339","156","568","697","C0000768"
"4313","2","5","7","53","51","342","454","573","492","C0000768"
"5913","2","5","7","27","36","71","341","223","219","C0000768"
"3955","2","5","8","89","124","143","428","236","667","C0000768"
"8878","2","3","12","41","219","339","156","568","697","C0000768"
"2110","2","3","2","48","170","50","119","444","556","C0000832"
"7099","2","5","7","41","219","339","156","568","697","C0000832"
"729330","2","5","2","67","92","293","55","75","205","C0000832"
"8600","2","5","7","41","219","339","156","568","697","C0000887"
"1410","2","3","12","63","45","23","38","54","187","C0000887"
"355","2","3","7","41","219","339","156","568","697","C0000887"
"6329","2","5","8","63","36","166","341","390","158","C0000887"
"5913","2","5","7","27","36","71","341","223","219","C0000887"
"5932","2","3","12","19","31","261","116","1","86","C0000887"
"338","2","5","7","53","51","342","454","573","492","C0000889"
"217","2","3","5","75","120","200","75","230","309","C0000889"
"8195","2","3","12","76","153","76","38","54","75","C0000889"
"5525","2","3","12","76","153","40","38","54","75","C0000889"
"238","2","5","7","53","14","20","25","40","186","C0000889"
"894","2","3","12","19","31","1","34","540","68","C0000889"
"2263","2","5","7","53","14","20","25","40","186","C0000889"
"1026","2","3","12","19","31","1","116","489","416","C0000889"
"7314","2","3","12","41","219","261","409","208","482","C0000889"
"25836","2","3","12","76","153","40","38","54","75","C0000889"
"396","2","5","7","60","54","24","30","46","72","C0000889"
"3236","2","3","3","19","221","321","428","541","667","C0000889"
"7253","2","5","4","68","96","326","427","548","672","C0000889"
"6016","2","5","7","60","54","24","30","46","72","C0000889"
"801","2","5","8","63","45","23","103","464","187","C0000889"
"859","2","5","8","63","45","23","103","464","187","C0000889"
"5443","2","5","4","68","96","326","427","548","672","C0000889"
"3643","2","5","7","53","14","20","25","40","186","C0000889"
"1278","2","5","7","53","51","342","454","573","492","C0000889"
"3586","2","5","7","53","51","119","25","489","416","C0000889"
"51010","2","3","2","110","85","237","433","547","671","C0001122"
"207","2","3","7","53","14","20","34","489","416","C0001122"
"1490","2","5","7","53","51","342","454","573","492","C0001122"
"5277","2","3","2","61","77","142","176","235","317","C0001126"
"3786","2","5","8","63","36","166","106","110","158","C0001126"
"92086","2","3","5","91","59","222","302","386","337","C0001126"
"4000","2","3","12","26","105","178","226","297","156","C0001126"
"1129","2","5","4","68","96","326","427","548","672","C0001126"
"3561","2","5","7","53","14","20","25","40","186","C0001126"
"4893","2","5","7","34","52","24","30","46","72","C0001126"
"5009","2","3","2","48","97","50","304","167","593","C0001126"
"4313","2","5","7","53","51","342","454","573","492","C0001126"
"10682","2","5","4","68","96","326","48","69","204","C0001126"
"2263","2","5","7","53","14","20","25","40","186","C0001175"
"1026","2","3","12","19","31","1","116","489","416","C0001175"
"10165","2","3","2","48","170","50","304","167","593","C0001175"
"567","2","5","7","34","52","119","395","549","674","C0001202"
"1487","2","3","12","19","31","1","426","55","340","C0001202"
"5979","2","5","7","53","14","20","25","40","186","C0001206"
"3295","2","3","5","43","161","305","409","208","482","C0001206"
"421","2","5","7","42","51","335","444","560","373","C0001206"
"54551","2","3","12","41","219","197","156","568","422","C0001206"
"2073","2","3","12","19","31","261","116","1","86","C0001206"
"1717","2","3","2","19","151","276","48","69","204","C0001206"
"6531","2","5","8","45","94","199","240","415","666","C0001206"
"5189","2","3","5","43","161","305","409","208","482","C0001206"
"1281","2","5","7","53","51","342","454","573","492","C0001206"
"6299","2","3","12","19","221","321","428","541","667","C0001206"
"10008","2","5","8","63","36","166","341","223","158","C0001206"
"6870","2","5","4","68","96","326","427","548","672","C0001206"
"29899","2","5","4","68","96","326","427","548","672","C0001206"
"652","2","5","7","53","51","342","454","573","492","C0001206"
"30813","2","3","3","19","221","321","428","541","667","C0001206"
"3753","2","5","8","63","36","166","341","223","158","C0001206"
"6529","2","5","8","45","94","199","240","415","666","C0001206"
"5994","2","3","12","19","31","276","91","491","118","C0001339"
"3476","2","3","12","76","137","76","136","472","435","C0001339"
"7003","2","3","12","19","31","276","91","433","118","C0001339"
"8139","2","3","12","41","116","268","434","468","213","C0001403"
"5244","2","3","3","41","151","276","91","433","118","C0001403"
"9731","2","3","12","76","153","40","38","54","75","C0001403"
"5604","2","5","7","53","14","20","34","540","68","C0001403"
"2244","2","5","7","53","51","342","454","573","492","C0001403"
"55636","2","3","3","19","221","321","428","423","389","C0001403"
"5428","2","3","2","48","170","50","119","167","593","C0001403"
"8573","2","5","7","53","36","71","341","223","219","C0001403"
"7014","2","3","12","19","31","261","116","1","86","C0001403"
