"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","2799","2","3","7","34","52","216","395","549","33","C0000768"
"2","673","2","5","7","53","14","20","34","540","68","C0000768"
"3","9844","2","5","7","60","14","20","25","40","72","C0000768"
"4","26608","2","3","2","22","170","50","119","463","153","C0000768"
"5","3265","2","5","7","60","54","24","30","46","72","C0000768"
"6","6389","2","3","2","48","170","50","119","444","556","C0000768"
"7","6575","2","3","8","45","94","199","240","415","666","C0000768"
"8","2052","2","3","5","91","130","114","290","367","475","C0000768"
"9","183","2","5","4","68","96","326","427","548","672","C0000768"
"10","100","2","3","5","33","21","47","56","80","199","C0000768"
"11","467","2","3","12","19","31","276","91","433","118","C0000768"
"12","547","2","3","7","76","153","40","38","54","75","C0000832"
"13","55605","2","3","12","76","153","40","38","54","75","C0000832"
"14","1909","2","5","4","68","96","326","427","548","672","C0000832"
"15","1736","2","3","2","110","85","237","433","547","671","C0000887"
"16","3981","2","3","12","19","31","261","116","1","86","C0000887"
"17","6347","2","5","7","53","51","119","427","489","416","C0000887"
"18","8456","2","3","3","19","221","321","428","541","667","C0000887"
"19","6239","2","3","12","19","119","330","214","454","144","C0000887"
"20","5979","2","5","7","53","14","20","25","40","186","C0000887"
"21","7026","2","3","3","19","151","276","91","433","118","C0000889"
"22","9791","2","3","8","45","94","199","240","415","666","C0000889"
"23","7157","2","3","12","19","31","261","402","489","551","C0000889"
"24","2052","2","3","5","91","130","114","290","367","475","C0000889"
"25","10269","2","3","2","48","182","50","119","444","556","C0000889"
"26","3265","2","5","7","60","54","24","30","46","72","C0000889"
"27","3949","2","5","7","60","14","184","341","544","669","C0000889"
"28","11311","2","3","12","19","31","118","155","287","116","C0000889"
"29","4000","2","3","12","26","105","178","226","297","156","C0000889"
"30","10210","2","3","12","41","116","268","434","468","213","C0000889"
"31","3425","2","3","5","80","81","166","454","573","492","C0000889"
"32","440275","2","3","2","110","85","237","433","547","671","C0000889"
"33","54361","2","5","3","68","221","197","259","560","422","C0000889"
"34","3115","2","5","7","53","184","119","156","287","116","C0000889"
"35","6197","2","3","12","19","14","20","34","540","68","C0000889"
"36","50940","2","3","4","68","96","326","427","548","672","C0000889"
"37","51119","2","3","2","110","85","237","433","547","671","C0000889"
"38","2737","2","3","12","19","116","321","428","54","667","C0000889"
"39","1528","2","3","5","91","214","271","372","471","586","C0000889"
"40","22891","2","3","12","76","153","40","341","54","75","C0000889"
"41","1439","2","5","7","53","14","20","25","40","186","C0001122"
"42","7415","2","3","7","34","52","216","395","536","445","C0001122"
"43","6299","2","3","12","19","221","321","428","541","667","C0001122"
"44","9353","2","5","7","53","51","342","444","560","373","C0001126"
"45","1535","2","5","7","34","52","216","395","549","674","C0001126"
"46","54808","2","3","12","76","153","40","38","54","75","C0001126"
"47","55572","2","3","2","48","170","50","119","444","556","C0001126"
"48","5146","2","3","5","86","72","258","318","403","518","C0001126"
"49","10269","2","3","2","48","182","50","119","444","556","C0001126"
"50","4000","2","3","12","26","105","178","226","297","156","C0001126"
"51","5015","2","3","3","19","221","321","428","541","667","C0001126"
"52","6647","2","3","2","95","2","342","378","173","702","C0001126"
"53","55509","2","3","12","19","31","276","91","433","118","C0001126"
"54","6392","2","3","2","48","170","50","119","444","556","C0001175"
