"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","3767","2","5","8","63","36","166","106","110","158","C0000768"
"2","345","2","5","7","53","51","342","454","573","492","C0000768"
"3","5663","2","5","7","34","52","216","395","549","667","C0000768"
"4","2263","2","5","7","53","14","20","25","40","186","C0000768"
"5","4313","2","5","7","53","51","342","454","573","492","C0000768"
"6","3852","2","1","6","11","142","225","142","220","298","C0000768"
"7","581","2","3","12","41","219","339","402","489","551","C0000768"
"8","374569","2","3","5","80","81","189","182","509","409","C0000768"
"9","1291","2","5","7","53","51","342","454","573","492","C0000768"
"10","641","2","3","12","19","31","261","116","1","86","C0000768"
"11","949","2","5","5","45","94","199","240","415","666","C0000768"
"12","1896","2","5","12","41","219","339","156","568","697","C0000832"
"13","4514","2","3","2","48","57","110","141","359","5","C0000832"
"14","4015","2","5","7","53","51","342","454","573","492","C0000832"
"15","429","2","3","3","19","221","321","428","541","667","C0000887"
"16","2177","2","3","2","110","90","261","431","545","443","C0000887"
"17","1716","2","3","2","27","36","150","221","138","188","C0000887"
"18","7157","2","3","12","19","31","261","402","489","551","C0000887"
"19","25894","2","5","7","60","54","24","30","46","72","C0000887"
"20","5961","2","5","7","27","51","326","126","414","702","C0000887"
"21","55651","2","3","2","110","85","237","433","547","671","C0000889"
"22","5297","2","3","2","11","54","225","181","441","555","C0000889"
"23","5495","2","3","12","41","219","339","347","287","664","C0000889"
"24","26119","2","5","7","60","14","184","341","544","669","C0000889"
"25","177","2","5","7","53","51","339","156","568","697","C0000889"
"26","9469","2","3","2","103","189","303","29","475","467","C0000889"
"27","5617","2","5","12","19","31","1","426","55","78","C0000889"
"28","8838","2","5","7","53","51","342","259","423","389","C0000889"
"29","2896","2","5","7","34","52","216","395","549","674","C0000889"
"30","2752","2","3","2","101","62","189","182","509","409","C0000889"
"31","6928","2","3","3","19","221","321","428","541","667","C0000889"
"32","3954","2","3","2","48","170","67","119","444","593","C0000889"
"33","1565","2","3","5","91","214","226","326","413","530","C0000889"
"34","10059","2","3","2","48","170","50","304","167","304","C0000889"
"35","7053","2","3","6","11","142","225","142","220","298","C0000889"
"36","843","2","3","12","41","219","339","156","568","697","C0000889"
"37","5424","2","3","12","19","31","261","116","1","86","C0000889"
"38","5913","2","5","7","27","36","71","341","223","219","C0000889"
"39","6640","2","5","7","42","36","71","177","223","219","C0000889"
"40","953","2","3","5","64","42","242","95","283","367","C0000889"
"41","2263","2","5","7","53","14","20","25","40","186","C0001122"
"42","23414","2","3","12","19","31","118","155","287","116","C0001122"
"43","3998","2","3","7","60","153","40","202","66","203","C0001122"
"44","2074","2","3","12","19","31","1","426","55","78","C0001126"
"45","5627","2","5","7","53","51","342","454","573","702","C0001126"
"46","3748","2","5","8","63","36","166","106","110","158","C0001126"
"47","6799","2","3","2","37","105","92","113","154","201","C0001126"
"48","6334","2","5","8","63","36","166","341","223","158","C0001126"
"49","7486","2","3","12","19","31","261","116","1","86","C0001126"
"50","5897","2","3","12","41","116","268","141","568","605","C0001126"
"51","6557","2","5","8","45","94","199","240","415","666","C0001126"
"52","10269","2","3","2","48","182","50","119","444","556","C0001126"
"53","2239","2","3","2","74","51","342","454","573","492","C0001126"
"54","7507","2","3","12","19","31","261","116","1","86","C0001175"
"55","3026","2","5","7","68","51","119","395","549","674","C0001175"
"56","5052","2","3","5","80","81","110","141","359","229","C0001175"
"57","805","2","5","8","53","45","20","34","464","187","C0001202"
"58","2200","2","5","7","53","51","342","454","573","492","C0001202"
"59","7068","2","3","3","19","151","276","91","433","118","C0001206"
"60","5728","2","3","5","80","81","339","156","568","605","C0001206"
"61","7389","2","3","2","17","24","51","132","210","123","C0001206"
"62","2572","2","3","2","67","57","190","152","197","93","C0001206"
"63","3030","2","3","2","48","57","339","44","65","31","C0001206"
"64","72","2","5","8","63","45","23","103","464","187","C0001206"
"65","3835","2","3","12","76","153","40","38","54","75","C0001206"
"66","1174","2","5","7","60","153","184","341","544","669","C0001206"
"67","51095","2","3","12","22","33","323","66","101","664","C0001206"
"68","5155","2","5","7","53","51","342","454","573","186","C0001206"
"69","10804","2","3","12","76","153","40","38","54","75","C0001206"
"70","4222","2","3","3","19","221","321","428","541","667","C0001206"
"71","5290","2","3","7","53","14","20","25","40","186","C0001206"
"72","10459","2","3","12","76","31","261","116","1","86","C0001206"
"73","8517","2","3","12","41","219","339","156","568","697","C0001206"
"74","4313","2","5","7","53","51","342","454","573","492","C0001206"
"75","3594","2","5","7","53","51","119","25","560","373","C0001206"
"76","51715","2","5","7","60","54","24","30","46","72","C0001339"
"77","6016","2","5","7","60","54","24","30","46","72","C0001339"
"78","7399","2","5","7","53","51","342","454","573","492","C0001339"
"79","833","2","3","2","110","85","237","433","547","154","C0001403"
"80","23479","2","3","2","48","170","50","119","100","556","C0001403"
"81","388","2","5","7","60","54","24","30","46","72","C0001403"
"82","5373","2","3","2","90","167","123","158","207","278","C0001403"
"83","207","2","3","7","53","14","20","34","489","416","C0001403"
