"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"10749","2","3","7","76","153","40","38","54","75","C0000768"
"6314","2","3","12","19","31","1","426","568","78","C0000768"
"7124","2","3","12","41","219","339","156","568","697","C0000768"
"8799","2","3","5","43","161","305","409","208","482","C0000768"
"55612","2","5","7","60","36","71","177","560","701","C0000768"
"4627","2","5","7","63","45","184","103","572","658","C0000768"
"6662","2","3","3","19","221","321","428","541","667","C0000768"
"9786","2","3","12","76","153","40","38","54","75","C0000768"
"2218","2","5","2","53","123","194","255","560","373","C0000768"
"3845","2","5","7","60","54","24","30","46","72","C0000768"
"55670","2","3","5","43","161","305","409","208","482","C0000768"
"9897","2","3","12","76","18","75","38","1","212","C0000832"
"3730","2","5","7","53","14","20","25","40","186","C0000832"
"1026","2","3","12","19","31","1","116","489","416","C0000832"
"3617","2","5","7","86","221","321","454","311","518","C0000887"
"7373","2","5","7","53","51","342","454","573","492","C0000887"
"3423","2","3","5","74","3","342","374","294","590","C0000887"
"4879","2","5","4","68","96","326","427","548","672","C0000887"
"58508","2","3","12","19","31","1","426","55","78","C0000887"
"55699","2","3","2","110","85","67","76","252","154","C0000887"
"2592","2","3","2","68","117","196","257","326","419","C0000889"
"3123","2","5","7","53","51","119","156","287","116","C0000889"
"10397","2","3","2","110","81","148","402","51","383","C0000889"
"1674","2","5","8","63","45","23","103","464","187","C0000889"
"4513","2","3","2","48","170","110","141","359","532","C0000889"
"3075","2","5","7","53","51","119","395","549","674","C0000889"
"3977","2","5","7","53","51","119","25","40","416","C0000889"
"4689","2","5","7","60","14","20","25","40","215","C0000889"
"5566","2","3","12","76","14","20","34","540","75","C0000889"
"51082","2","3","2","19","31","1","426","55","78","C0000889"
"1380","2","5","7","53","51","119","395","549","674","C0000889"
"3835","2","3","12","76","153","40","38","54","75","C0000889"
"598","2","3","12","41","219","339","402","489","416","C0000889"
"860","2","3","12","19","31","276","91","433","118","C0000889"
"6340","2","5","8","63","45","23","34","464","187","C0000889"
"7461","2","3","7","60","153","40","38","93","75","C0000889"
"55109","2","5","7","42","81","184","118","543","214","C0000889"
"2516","2","3","3","19","151","276","91","433","118","C0000889"
"4609","2","3","12","19","31","1","160","107","416","C0000889"
"54487","2","3","2","22","33","323","66","101","136","C0000889"
"3857","2","1","6","11","142","225","142","220","298","C0001122"
"3691","2","5","7","53","51","342","454","573","492","C0001122"
"613","2","5","7","60","54","24","30","46","72","C0001122"
"3728","2","5","7","34","52","225","142","220","298","C0001126"
"4540","2","3","2","48","170","50","119","444","556","C0001126"
"4913","2","3","12","19","31","261","116","1","86","C0001126"
