"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","2159","2","5","7","68","51","119","454","549","674","C0000768"
"2","2067","2","3","12","19","31","261","116","1","86","C0000768"
"3","5308","2","3","3","19","221","321","428","541","667","C0000768"
"4","2916","2","5","4","68","96","326","427","548","672","C0000768"
"5","54902","2","3","2","48","182","50","119","444","556","C0000768"
"6","7468","2","3","12","19","31","1","426","55","78","C0000768"
"7","367","2","3","12","19","31","276","91","433","118","C0000768"
"8","4854","2","5","7","53","51","143","428","236","667","C0000768"
"9","1140","2","5","8","27","70","99","162","216","290","C0000768"
"10","2581","2","3","5","80","81","250","291","152","420","C0000768"
"11","706","2","3","5","48","170","273","119","100","589","C0000768"
"12","580","2","3","12","19","31","261","116","1","86","C0000832"
"13","55997","2","5","3","53","221","321","259","423","389","C0000832"
"14","2261","2","5","7","53","14","20","25","40","186","C0000832"
"15","8910","2","5","8","63","45","23","103","464","187","C0000887"
"16","5346","2","3","3","19","151","276","91","433","118","C0000887"
"17","125","2","3","2","75","120","200","263","251","425","C0000887"
"18","79068","2","3","2","72","81","42","52","105","349","C0000887"
"19","29926","2","3","2","68","66","123","158","207","278","C0000887"
"20","29110","2","3","12","41","219","339","156","568","697","C0000887"
"21","715","2","5","7","53","51","119","395","549","674","C0000889"
"22","811","2","3","2","41","116","342","423","536","342","C0000889"
"23","2720","2","3","7","34","52","216","395","21","599","C0000889"
"24","8085","2","3","12","19","31","1","426","55","78","C0000889"
"25","2068","2","3","12","19","31","261","116","159","211","C0000889"
"26","4318","2","5","7","34","52","216","395","573","492","C0000889"
"27","23600","2","3","5","80","81","305","409","208","482","C0000889"
"28","2200","2","5","7","53","51","342","454","573","492","C0000889"
"29","51750","2","3","12","19","31","261","116","1","86","C0000889"
"30","1639","2","3","12","76","153","40","38","54","75","C0000889"
"31","1131","2","5","4","68","96","326","427","548","672","C0000889"
"32","1829","2","1","6","11","142","225","142","220","298","C0000889"
"33","4626","2","5","8","63","45","23","103","464","187","C0000889"
"34","7518","2","3","12","19","31","261","116","1","86","C0000889"
"35","7468","2","3","12","19","31","1","426","55","78","C0000889"
"36","23431","2","5","7","60","18","184","341","544","669","C0000889"
"37","117155","2","5","8","63","142","225","306","390","158","C0000889"
"38","7124","2","3","12","41","219","339","156","568","697","C0000889"
"39","10484","2","3","7","60","153","40","38","54","203","C0000889"
"40","5244","2","3","3","41","151","276","91","433","118","C0000889"
"41","8701","2","3","12","76","153","40","38","54","75","C0001122"
"42","3845","2","5","7","60","54","24","30","46","72","C0001122"
"43","6584","2","3","8","45","94","199","240","415","666","C0001122"
"44","55670","2","3","5","43","161","305","409","208","482","C0001126"
"45","3458","2","5","7","53","184","119","156","287","116","C0001126"
"46","10117","2","5","7","53","51","342","454","573","492","C0001126"
"47","55717","2","3","12","41","116","268","434","468","213","C0001126"
"48","6324","2","5","7","63","36","166","341","223","158","C0001126"
"49","60482","2","5","8","45","94","199","240","415","666","C0001126"
"50","23020","2","3","2","22","33","323","66","101","136","C0001126"
"51","2717","2","3","7","34","52","216","395","549","674","C0001126"
"52","287","2","5","7","76","153","40","38","54","203","C0001126"
"53","3075","2","5","7","53","51","119","395","549","674","C0001126"
"54","6469","2","5","3","53","221","197","259","560","422","C0001175"
"55","7124","2","3","12","41","219","339","156","568","697","C0001175"
"56","8398","2","3","5","116","183","40","38","352","455","C0001175"
"57","3586","2","5","7","53","51","119","25","489","416","C0001202"
"58","8504","2","3","5","47","144","185","238","310","392","C0001202"
"59","27445","2","5","7","60","36","71","341","223","624","C0001206"
"60","9871","2","3","7","60","153","40","38","54","203","C0001206"
"61","5194","2","3","5","43","161","305","409","208","482","C0001206"
"62","9049","2","3","3","41","151","276","378","271","356","C0001206"
"63","4000","2","3","12","26","105","178","226","297","156","C0001206"
"64","4921","2","5","7","53","14","20","25","573","186","C0001206"
"65","974","2","5","7","53","51","119","395","549","674","C0001206"
"66","4193","2","3","12","19","31","1","116","89","605","C0001206"
"67","3872","2","1","6","11","142","225","142","220","298","C0001206"
"68","26137","2","5","7","63","45","184","103","572","658","C0001206"
"69","4436","2","3","12","19","31","261","116","1","86","C0001206"
"70","6389","2","3","2","48","170","50","119","444","556","C0001206"
"71","7157","2","3","12","19","31","261","402","489","551","C0001206"
"72","3643","2","5","7","53","14","20","25","40","186","C0001206"
"73","9401","2","3","12","76","31","261","116","1","86","C0001206"
"74","6899","2","5","7","53","184","335","259","560","373","C0001206"
"75","5422","2","3","12","19","31","261","116","1","86","C0001206"
"76","675","2","3","12","19","31","261","116","1","86","C0001339"
"77","7048","2","5","7","53","51","342","259","423","389","C0001339"
"78","1636","2","3","5","80","81","166","397","418","568","C0001339"
"79","9394","2","3","2","74","58","112","148","193","263","C0001403"
"80","55120","2","3","12","19","31","261","116","1","86","C0001403"
"81","2296","2","3","3","19","221","321","428","541","667","C0001403"
"82","3892","2","1","6","11","142","225","142","220","298","C0001403"
