"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","5189","2","3","5","43","161","305","409","208","482","C0000768"
"2","538","2","3","8","63","45","23","103","464","187","C0000768"
"3","2294","2","3","3","19","221","321","428","541","667","C0000768"
"4","80025","2","3","2","72","73","201","129","384","499","C0000768"
"5","2261","2","5","7","53","14","20","25","40","186","C0000768"
"6","10058","2","3","5","44","50","209","68","11","141","C0000768"
"7","3000","2","5","4","68","96","326","427","548","672","C0000768"
"8","10269","2","3","2","48","182","50","119","444","556","C0000768"
"9","3932","2","5","7","53","14","20","25","40","186","C0000768"
"10","3663","2","3","12","53","184","119","156","287","116","C0000768"
"11","2158","2","5","7","68","51","119","395","549","674","C0000768"
"12","5111","2","3","12","19","31","261","116","1","86","C0000832"
"13","10020","2","3","2","89","124","204","42","452","258","C0000832"
"14","55135","2","3","12","76","137","76","136","472","435","C0000832"
"15","9915","2","3","3","27","151","276","91","433","118","C0000887"
"16","8891","2","3","2","110","85","237","433","547","671","C0000887"
"17","5732","2","5","4","68","96","326","427","548","672","C0000887"
"18","23299","2","3","12","76","153","40","38","54","75","C0000887"
"19","5308","2","3","3","19","221","321","428","541","667","C0000887"
"20","5193","2","3","5","43","161","305","409","208","482","C0000887"
"21","5295","2","5","7","53","14","20","25","40","186","C0000889"
"22","10060","2","3","8","41","45","23","423","464","445","C0000889"
"23","7306","2","5","5","23","18","138","250","332","407","C0000889"
"24","9990","2","5","8","45","94","199","240","415","666","C0000889"
"25","7737","2","3","12","22","33","268","434","468","213","C0000889"
"26","6887","2","3","12","19","31","1","426","55","78","C0000889"
"27","54345","2","5","3","19","221","321","428","541","667","C0000889"
"28","9990","2","5","8","45","94","199","240","415","666","C0000889"
"29","5075","2","3","3","19","221","321","428","541","667","C0000889"
"30","5130","2","3","2","85","143","286","51","488","102","C0000889"
"31","4221","2","3","12","19","31","342","454","573","492","C0000889"
"32","9791","2","3","8","45","94","199","240","415","666","C0000889"
"33","6688","2","3","12","19","31","1","426","55","78","C0000889"
"34","6925","2","3","12","19","31","225","142","220","298","C0000889"
"35","2175","2","3","12","19","31","261","116","1","86","C0000889"
"36","5949","2","3","2","69","83","101","126","170","224","C0000889"
"37","29123","2","3","12","19","151","276","91","433","118","C0000889"
"38","4921","2","5","7","53","14","20","25","573","186","C0000889"
"39","54209","2","5","7","53","51","119","395","549","674","C0000889"
"40","4000","2","3","12","26","105","178","226","297","156","C0000889"
"41","857","2","5","7","53","45","23","57","83","422","C0001122"
"42","4148","2","5","7","53","51","342","454","573","492","C0001122"
"43","5328","2","5","7","34","52","216","395","549","674","C0001122"
"44","8878","2","3","12","41","219","339","156","568","697","C0001126"
"45","2492","2","5","4","68","96","326","427","548","672","C0001126"
"46","153201","2","3","2","45","94","199","15","25","676","C0001126"
"47","4692","2","5","7","53","51","119","402","489","416","C0001126"
"48","10484","2","3","7","60","153","40","38","54","203","C0001126"
"49","7253","2","5","4","68","96","326","427","548","672","C0001126"
"50","7422","2","5","7","53","51","342","454","573","702","C0001126"
"51","1277","2","5","7","53","51","342","454","573","492","C0001126"
"52","1277","2","5","7","53","51","342","454","573","492","C0001126"
