"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"10084","2","3","2","22","33","323","66","101","136","C0000768"
"207","2","3","7","53","14","20","34","489","416","C0000768"
"51259","2","3","2","76","153","40","38","54","75","C0000768"
"6473","2","3","3","19","221","321","428","541","667","C0000768"
"4256","2","5","7","53","51","342","454","573","492","C0000768"
"2741","2","5","8","27","70","99","162","216","290","C0000768"
"4669","2","3","5","80","81","166","454","453","492","C0000768"
"2153","2","5","7","53","51","342","454","573","492","C0000768"
"2969","2","3","12","19","31","276","91","433","118","C0000768"
"8216","2","3","12","41","119","330","214","454","144","C0000768"
"3315","2","3","12","41","181","160","362","402","215","C0000768"
"1186","2","5","8","63","45","23","34","464","187","C0000832"
"2318","2","5","7","53","45","23","103","464","187","C0000832"
"8813","2","3","2","48","116","142","136","280","363","C0000832"
"25970","2","5","7","53","14","20","25","40","116","C0000887"
"6499","2","3","2","110","85","237","433","547","671","C0000887"
"55670","2","3","5","43","161","305","409","208","482","C0000887"
"5624","2","5","7","53","51","342","454","573","492","C0000887"
"10978","2","3","2","22","33","323","66","101","136","C0000887"
"2255","2","5","7","53","14","20","25","40","186","C0000887"
"8195","2","3","12","76","153","76","38","54","75","C0000889"
"472","2","3","12","19","31","261","116","1","86","C0000889"
"5076","2","3","3","19","221","321","428","541","667","C0000889"
"348","2","5","7","53","51","342","454","573","492","C0000889"
"5604","2","5","7","53","14","20","34","540","68","C0000889"
"6869","2","5","4","68","96","326","427","548","672","C0000889"
"5077","2","3","3","19","221","321","428","541","667","C0000889"
"4094","2","3","12","19","31","276","91","433","118","C0000889"
"3549","2","5","3","53","51","197","259","560","422","C0000889"
"4137","2","3","7","27","36","150","341","223","628","C0000889"
"6794","2","3","12","53","14","20","34","540","68","C0000889"
"5617","2","5","12","19","31","1","426","55","78","C0000889"
"3426","2","5","7","53","51","119","395","549","674","C0000889"
"3889","2","1","6","11","142","225","142","220","298","C0000889"
"23426","2","5","7","42","36","71","177","223","219","C0000889"
"23592","2","3","12","26","105","342","259","423","389","C0000889"
"2582","2","3","2","78","206","324","430","429","544","C0000889"
"10161","2","5","4","68","96","326","427","548","672","C0000889"
"79728","2","3","12","19","31","261","116","1","86","C0000889"
"57379","2","3","5","22","137","261","104","146","194","C0000889"
"5727","2","3","12","68","221","197","259","560","422","C0001122"
