"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"51684","2","3","12","41","116","268","38","54","75","C0000768"
"4160","2","5","4","68","96","326","427","548","672","C0000768"
"351","2","5","4","68","96","326","188","145","193","C0000768"
"3440","2","3","12","19","184","118","155","287","116","C0000768"
"2255","2","5","7","53","14","20","25","40","186","C0000768"
"720","2","5","7","53","51","342","454","573","492","C0000768"
"2182","2","3","2","67","92","265","284","147","235","C0000768"
"8200","2","5","7","53","51","342","259","423","389","C0000768"
"1629","2","3","2","67","92","293","55","75","311","C0000768"
"10133","2","3","12","76","153","40","38","54","75","C0000768"
"58","2","5","8","63","45","23","103","464","187","C0000768"
"8322","2","5","3","68","221","184","259","544","669","C0000832"
"2720","2","3","7","34","52","216","395","21","599","C0000832"
"10329","2","3","2","63","123","194","423","536","544","C0000832"
"6927","2","3","3","19","221","321","428","541","667","C0000887"
"3549","2","5","3","53","51","197","259","560","422","C0000887"
"3675","2","5","7","53","51","342","454","573","492","C0000887"
"2200","2","5","7","53","51","342","454","573","492","C0000887"
"2736","2","3","12","41","116","321","428","54","667","C0000887"
"7403","2","3","12","19","31","1","426","55","78","C0000887"
"6775","2","5","7","53","14","119","25","40","186","C0000889"
"8626","2","3","3","19","221","321","428","541","667","C0000889"
"2055","2","3","2","27","36","150","402","223","628","C0000889"
"2022","2","5","7","53","51","342","259","423","389","C0000889"
"9499","2","5","7","53","51","23","103","464","187","C0000889"
"6648","2","3","2","95","151","160","378","173","229","C0000889"
"53834","2","5","7","53","51","342","454","573","492","C0000889"
"2321","2","5","7","53","14","20","25","40","186","C0000889"
"9820","2","3","12","41","116","268","434","468","213","C0000889"
"4359","2","5","7","53","51","342","454","573","492","C0000889"
"776","2","5","8","63","36","166","341","390","158","C0000889"
"1280","2","5","7","53","51","342","454","573","492","C0000889"
"2263","2","5","7","53","14","20","25","40","186","C0000889"
"4054","2","5","7","53","51","342","454","573","492","C0000889"
"6833","2","5","8","45","36","166","240","415","666","C0000889"
"526","2","3","5","29","88","132","172","199","308","C0000889"
"4359","2","5","7","53","51","342","454","573","492","C0000889"
"51134","2","3","12","76","153","40","38","54","75","C0000889"
"10733","2","3","12","76","153","40","38","54","75","C0000889"
"2034","2","3","12","41","116","268","434","468","213","C0000889"
"8214","2","3","6","11","142","225","142","220","298","C0001122"
"7399","2","5","7","53","51","342","454","573","492","C0001122"
"5626","2","3","3","19","221","321","428","541","667","C0001122"
"5159","2","5","7","53","14","20","25","40","186","C0001126"
"2067","2","3","12","19","31","261","116","1","86","C0001126"
"4193","2","3","12","19","31","1","116","89","605","C0001126"
"51095","2","3","12","22","33","323","66","101","664","C0001126"
"7273","2","5","7","53","51","342","103","464","702","C0001126"
"5657","2","5","7","34","52","216","395","549","674","C0001126"
"1419","2","3","6","63","45","160","362","177","673","C0001126"
"846","2","5","4","68","96","326","427","548","672","C0001126"
"9343","2","3","2","22","33","323","66","101","136","C0001126"
"6323","2","5","8","63","36","166","341","390","158","C0001126"
"857","2","5","7","53","45","23","57","83","422","C0001175"
"6885","2","3","12","41","219","339","156","568","697","C0001175"
"4359","2","5","7","53","51","342","454","573","492","C0001175"
"2064","2","5","7","53","14","20","25","40","186","C0001202"
"4000","2","3","12","26","105","178","226","297","156","C0001202"
"1277","2","5","7","53","51","342","454","573","492","C0001206"
"55135","2","3","12","76","137","76","136","472","435","C0001206"
"8398","2","3","5","116","183","40","38","352","455","C0001206"
"6125","2","3","2","110","85","237","433","547","671","C0001206"
"324","2","3","12","41","219","197","70","255","422","C0001206"
"26012","2","3","12","19","31","261","116","159","211","C0001206"
"10269","2","3","2","48","182","50","119","444","556","C0001206"
"6648","2","3","2","95","151","160","378","173","229","C0001206"
"3339","2","5","7","53","51","342","454","573","492","C0001206"
"6833","2","5","8","45","36","166","240","415","666","C0001206"
"5932","2","3","12","19","31","261","116","1","86","C0001206"
"5979","2","5","7","53","14","20","25","40","186","C0001206"
"7515","2","3","12","19","31","261","116","1","86","C0001206"
"1193","2","5","8","63","45","23","34","464","187","C0001206"
"1747","2","3","3","19","221","321","428","541","667","C0001206"
"7132","2","3","12","41","219","339","156","568","697","C0001206"
"65057","2","3","12","19","31","1","426","55","78","C0001206"
"207","2","3","7","53","14","20","34","489","416","C0001339"
"3845","2","5","7","60","54","24","30","46","72","C0001339"
"617","2","3","2","48","170","50","304","167","593","C0001339"
"5860","2","3","2","69","91","75","204","267","352","C0001403"
"6775","2","5","7","53","14","119","25","40","186","C0001403"
"2158","2","5","7","68","51","119","395","549","674","C0001403"
"5828","2","3","5","43","161","305","409","208","482","C0001403"
"4693","2","5","7","53","51","342","454","573","492","C0001403"
"3155","2","3","5","43","161","305","409","208","482","C0001403"
"6218","2","3","2","110","85","237","433","547","671","C0001403"
"6657","2","3","12","19","221","321","428","541","667","C0001403"
"5080","2","3","3","19","221","321","428","541","667","C0001403"
"6648","2","3","2","95","151","160","378","173","229","C0001403"
"114548","2","3","12","41","219","339","156","568","697","C0001403"
"9451","2","3","2","110","51","335","226","297","380","C0001403"
"8139","2","3","12","41","116","268","434","468","213","C0001403"
"10013","2","3","12","19","31","143","91","236","311","C0001403"
