"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"2629","2","3","5","80","81","250","291","152","420","C0000768"
"3981","2","3","12","19","31","261","116","1","86","C0000768"
"8050","2","3","2","67","92","293","55","75","311","C0000768"
"5327","2","5","7","53","51","342","454","573","492","C0000768"
"51473","2","5","7","60","36","20","25","64","215","C0000768"
"2318","2","5","7","53","45","23","103","464","187","C0000768"
"2239","2","3","2","74","51","342","454","573","492","C0000768"
"2879","2","3","5","80","81","166","378","173","229","C0000768"
"9227","2","3","2","69","51","101","126","170","224","C0000768"
"4893","2","5","7","34","52","24","30","46","72","C0000768"
"4540","2","3","2","48","170","50","119","444","556","C0000768"
"55130","2","3","12","76","153","76","38","54","75","C0000832"
"51473","2","5","7","60","36","20","25","64","215","C0000832"
"23129","2","5","7","53","51","342","79","560","373","C0000832"
"5961","2","5","7","27","51","326","126","414","702","C0000887"
"4318","2","5","7","34","52","216","395","573","492","C0000887"
"9640","2","3","12","19","31","261","116","159","211","C0000887"
"54332","2","3","2","60","170","40","98","66","203","C0000887"
"4791","2","3","12","41","219","339","156","568","697","C0000887"
"5034","2","5","7","53","51","342","454","573","492","C0000887"
"6899","2","5","7","53","184","335","259","560","373","C0000889"
"1146","2","5","8","27","70","99","162","216","290","C0000889"
"8481","2","3","12","76","153","40","38","54","75","C0000889"
"26580","2","5","8","27","70","99","162","216","290","C0000889"
"217","2","3","5","75","120","200","75","230","309","C0000889"
"2571","2","3","2","67","142","71","152","197","219","C0000889"
"8200","2","5","7","53","51","342","259","423","389","C0000889"
"338","2","5","7","53","51","342","454","573","492","C0000889"
"55315","2","3","5","80","81","296","62","94","150","C0000889"
"6519","2","3","5","45","94","199","240","415","666","C0000889"
"10381","2","3","12","76","153","40","38","54","75","C0000889"
"5443","2","5","4","68","96","326","427","548","672","C0000889"
"92","2","5","7","53","14","20","259","423","389","C0000889"
"2068","2","3","12","19","31","261","116","159","211","C0000889"
"55343","2","3","4","68","69","306","410","520","639","C0000889"
"9361","2","3","2","48","170","50","119","444","556","C0000889"
"7547","2","3","3","19","221","321","428","541","667","C0000889"
"4361","2","3","12","19","31","261","116","1","86","C0000889"
"6567","2","5","8","35","41","77","40","57","80","C0000889"
"1280","2","5","7","53","51","342","454","573","492","C0000889"
"5429","2","3","12","19","31","261","116","1","86","C0001122"
"25782","2","5","7","60","54","24","30","46","72","C0001122"
"51085","2","3","2","48","57","110","141","359","462","C0001122"
"6658","2","3","12","19","221","321","428","541","667","C0001126"
"2934","2","5","7","34","52","216","395","549","674","C0001126"
"3479","2","5","7","53","51","342","454","573","492","C0001126"
"5116","2","3","12","76","153","40","38","54","75","C0001126"
"1356","2","3","7","53","51","342","454","573","492","C0001126"
"1758","2","5","7","53","51","342","454","573","492","C0001126"
"25974","2","3","7","48","51","105","139","186","245","C0001126"
"5828","2","3","5","43","161","305","409","208","482","C0001126"
"4921","2","5","7","53","14","20","25","573","186","C0001126"
"79924","2","5","4","68","96","326","427","548","672","C0001126"
"6011","2","5","7","53","14","20","34","540","68","C0001175"
"2944","2","3","5","91","175","271","372","471","586","C0001175"
"1337","2","3","2","48","170","110","141","359","462","C0001175"
"23384","2","3","12","63","45","184","103","572","658","C0001202"
"2492","2","5","4","68","96","326","427","548","672","C0001202"
"4629","2","5","8","63","45","23","103","464","187","C0001206"
"1636","2","3","5","80","81","166","397","418","568","C0001206"
"4854","2","5","7","53","51","143","428","236","667","C0001206"
"3239","2","3","3","19","221","321","428","541","667","C0001206"
"6606","2","3","2","22","33","323","66","101","136","C0001206"
"6391","2","3","2","48","170","50","119","444","556","C0001206"
"5157","2","5","7","80","81","342","367","500","577","C0001206"
"54840","2","3","12","19","31","261","116","1","86","C0001206"
"284086","2","5","7","53","14","20","34","540","68","C0001206"
"5264","2","3","5","43","161","305","409","208","482","C0001206"
"3549","2","5","3","53","51","197","259","560","422","C0001206"
"3930","2","3","2","22","33","323","66","3","464","C0001206"
"51364","2","3","6","11","142","225","142","220","298","C0001206"
"7436","2","5","7","53","51","342","341","544","669","C0001206"
"2934","2","5","7","34","52","216","395","549","674","C0001206"
"846","2","5","4","68","96","326","427","548","672","C0001206"
"2520","2","5","4","68","96","326","427","548","672","C0001206"
