"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"5781","2","5","7","53","14","20","25","40","186","C0000768"
"8820","2","3","3","19","221","321","428","541","667","C0000768"
"7994","2","3","12","19","31","1","426","55","78","C0000768"
"3239","2","3","3","19","221","321","428","541","667","C0000768"
"54840","2","3","12","19","31","261","116","1","86","C0000768"
"3690","2","5","7","53","51","342","454","573","492","C0000768"
"1749","2","3","3","19","221","321","428","541","667","C0000768"
"26119","2","5","7","60","14","184","341","544","669","C0000768"
"7043","2","5","7","53","51","342","454","573","492","C0000768"
"5396","2","3","3","19","221","321","428","541","667","C0000768"
"3209","2","3","3","19","221","321","428","541","667","C0000768"
"776","2","5","8","63","36","166","341","390","158","C0000832"
"3712","2","3","2","48","170","50","119","444","556","C0000832"
"2296","2","3","3","19","221","321","428","541","667","C0000832"
"2353","2","3","12","19","31","1","91","489","416","C0000887"
"29954","2","5","2","27","206","324","430","215","290","C0000887"
"5828","2","3","5","43","161","305","409","208","482","C0000887"
"10913","2","3","12","41","219","339","156","568","697","C0000887"
"4283","2","5","4","68","96","326","427","548","672","C0000887"
"5979","2","5","7","53","14","20","25","40","186","C0000887"
"4286","2","3","12","19","31","261","116","1","664","C0000889"
"23600","2","3","5","80","81","305","409","208","482","C0000889"
"2774","2","2","1","9","15","21","28","42","62","C0000889"
"4338","2","3","2","110","85","75","204","267","352","C0000889"
"2697","2","3","7","76","153","40","38","54","75","C0000889"
"64421","2","3","12","19","31","261","116","1","86","C0000889"
"54903","2","3","12","76","153","40","38","54","75","C0000889"
"2395","2","3","2","48","170","50","304","167","593","C0000889"
"54809","2","5","7","50","30","193","306","148","624","C0000889"
"6521","2","5","8","35","41","199","40","415","666","C0000889"
"9333","2","1","6","11","142","225","142","220","298","C0000889"
"6595","2","3","12","19","31","1","426","55","78","C0000889"
"10342","2","3","7","60","219","40","202","66","203","C0000889"
"2334","2","5","7","53","14","20","25","40","186","C0000889"
"9871","2","3","7","60","153","40","38","54","203","C0000889"
"3984","2","5","7","53","14","20","34","540","68","C0000889"
"2316","2","5","7","53","51","342","454","573","702","C0000889"
"5660","2","5","7","34","52","326","427","548","702","C0000889"
"2483","2","3","2","22","33","323","66","101","136","C0000889"
"2022","2","5","7","53","51","342","259","423","389","C0000889"
"5376","2","5","7","53","51","342","454","573","492","C0001122"
"8089","2","3","12","19","31","1","426","55","78","C0001122"
"2317","2","5","7","63","45","23","103","287","664","C0001122"
"7469","2","3","12","19","31","261","116","159","211","C0001126"
"6496","2","3","3","19","221","321","428","541","667","C0001126"
"1906","2","5","4","68","96","326","427","548","672","C0001126"
"6948","2","5","7","48","51","105","139","186","245","C0001126"
"22954","2","3","12","41","116","268","434","468","213","C0001126"
"3798","2","3","7","76","153","40","38","54","75","C0001126"
"6523","2","3","8","45","216","337","448","565","562","C0001126"
"919","2","5","7","53","14","119","25","40","186","C0001126"
"27089","2","3","2","48","170","50","119","444","542","C0001126"
"55315","2","3","5","80","81","296","62","94","150","C0001126"
"1373","2","3","8","84","97","167","210","271","536","C0001175"
"1769","2","3","12","76","153","40","38","54","75","C0001175"
"3977","2","5","7","53","51","119","25","40","416","C0001175"
"2697","2","3","7","76","153","40","38","54","75","C0001202"
"4436","2","3","12","19","31","261","116","1","86","C0001202"
"269","2","5","7","53","14","20","259","423","389","C0001206"
"1289","2","5","7","53","51","342","454","573","492","C0001206"
"1959","2","3","3","19","151","276","91","433","118","C0001206"
"11285","2","3","2","74","205","191","396","408","620","C0001206"
"182","2","5","7","53","51","143","428","236","667","C0001206"
"7351","2","3","2","20","29","98","123","166","221","C0001206"
"7466","2","5","7","53","51","342","454","573","492","C0001206"
"55145","2","3","2","22","33","225","142","220","140","C0001206"
"6188","2","3","2","110","85","237","433","547","671","C0001206"
"9150","2","3","12","19","31","261","116","159","211","C0001206"
"348","2","5","7","53","51","342","454","573","492","C0001206"
"5594","2","5","7","34","14","20","34","540","274","C0001206"
"1236","2","5","4","68","96","326","427","548","672","C0001206"
"11277","2","3","12","19","31","261","116","1","86","C0001206"
"2657","2","5","7","53","51","342","259","423","389","C0001206"
"2260","2","5","7","53","14","20","25","40","186","C0001206"
"2626","2","3","12","19","31","118","155","287","116","C0001206"
"55280","2","3","2","22","33","323","66","101","136","C0001339"
"2115","2","3","12","19","31","276","91","433","118","C0001339"
"7003","2","3","12","19","31","276","91","433","118","C0001339"
"5732","2","5","4","68","96","326","427","548","672","C0001403"
"9971","2","3","3","19","151","276","91","433","118","C0001403"
"5308","2","3","3","19","221","321","428","541","667","C0001403"
"5314","2","3","12","76","153","40","38","54","75","C0001403"
"7353","2","3","12","41","219","339","156","568","605","C0001403"
"3643","2","5","7","53","14","20","25","40","186","C0001403"
"2516","2","3","3","19","151","276","91","433","118","C0001403"
"51086","2","3","2","68","45","232","321","406","520","C0001403"
"51","2","3","5","43","151","276","91","433","482","C0001403"
"3592","2","5","7","53","51","119","25","489","416","C0001403"
"10585","2","5","2","27","206","324","430","215","290","C0001403"
"1302","2","5","7","53","51","342","454","573","492","C0001403"
"5327","2","5","7","53","51","342","454","573","492","C0001403"
"6239","2","3","12","19","119","330","214","454","144","C0001403"
"10743","2","3","3","19","151","276","91","433","118","C0001403"
"5447","2","3","5","91","214","271","372","471","586","C0001403"
"2995","2","5","7","53","51","119","454","573","492","C0001403"
"2099","2","3","12","19","151","276","91","433","118","C0001403"
"2261","2","5","7","53","14","20","25","40","186","C0001430"
"23483","2","3","2","28","191","306","143","452","258","C0001430"
"1812","2","5","4","68","96","326","427","548","672","C0001430"
"3845","2","5","7","60","54","24","30","46","72","C0001430"
"11311","2","3","12","19","31","118","155","287","116","C0001430"
"3198","2","3","3","19","221","321","428","541","667","C0001430"
"1141","2","5","8","27","70","99","162","216","290","C0001430"
"23363","2","3","12","41","116","268","434","468","213","C0001430"
"3636","2","3","5","80","14","20","25","40","186","C0001430"
"6845","2","5","7","60","14","184","341","544","669","C0001430"
"2245","2","5","7","60","54","24","30","46","72","C0001430"
"4644","2","5","7","60","54","184","141","359","411","C0001430"
"7170","2","5","8","63","45","23","103","464","187","C0001430"
"4790","2","3","7","34","52","216","166","129","697","C0001430"
"4893","2","5","7","34","52","24","30","46","72","C0001430"
"1291","2","5","7","53","51","342","454","573","492","C0001430"
"8676","2","5","7","60","142","184","341","66","203","C0001430"
"8456","2","3","3","19","221","321","428","541","667","C0001430"
"5376","2","5","7","53","51","342","454","573","492","C0001430"
