"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"4038","2","5","7","53","51","342","454","573","492","C0000768"
"3028","2","3","2","67","92","152","32","252","154","C0000768"
"2316","2","5","7","53","51","342","454","573","702","C0000768"
"7486","2","3","12","19","31","261","116","1","86","C0000768"
"8514","2","5","7","34","52","216","395","549","674","C0000768"
"1281","2","5","7","53","51","342","454","573","492","C0000768"
"355","2","3","7","41","219","339","156","568","697","C0000768"
"1728","2","3","2","41","116","268","434","568","605","C0000768"
"6772","2","3","12","53","184","119","156","287","116","C0000768"
"472","2","3","12","19","31","261","116","1","86","C0000768"
"3690","2","5","7","53","51","342","454","573","492","C0000768"
"200894","2","5","7","60","54","24","30","46","72","C0000832"
"5172","2","5","8","45","94","199","240","415","666","C0000832"
"7290","2","3","12","19","31","1","426","55","78","C0000832"
"4538","2","3","2","48","170","50","119","444","556","C0000887"
"579","2","3","3","19","221","321","428","541","667","C0000887"
"3239","2","3","3","19","221","321","428","541","667","C0000887"
"5395","2","3","12","19","31","261","116","1","86","C0000887"
"5830","2","3","5","43","161","305","409","208","482","C0000887"
"3984","2","5","7","53","14","20","34","540","68","C0000887"
"3073","2","3","5","105","155","250","291","152","420","C0000889"
"1281","2","5","7","53","51","342","454","573","492","C0000889"
"9940","2","3","5","68","221","321","428","447","586","C0000889"
"51259","2","3","2","76","153","40","38","54","75","C0000889"
"81624","2","3","12","76","153","40","38","54","75","C0000889"
"1959","2","3","3","19","151","276","91","433","118","C0000889"
"5146","2","3","5","86","72","258","318","403","518","C0000889"
"3145","2","3","5","80","81","166","132","175","473","C0000889"
"7852","2","5","4","68","96","326","427","548","672","C0000889"
"177","2","5","7","53","51","339","156","568","697","C0000889"
"5652","2","1","6","11","142","225","142","220","298","C0000889"
"2018","2","3","3","19","221","321","428","541","667","C0000889"
"4313","2","5","7","53","51","342","454","573","492","C0000889"
"10157","2","3","5","71","102","175","222","290","371","C0000889"
"54209","2","5","7","53","51","119","395","549","674","C0000889"
"5732","2","5","4","68","96","326","427","548","672","C0000889"
"1482","2","3","3","19","221","321","428","541","667","C0000889"
"3077","2","5","7","53","51","119","395","549","674","C0000889"
"23405","2","3","2","22","33","323","66","146","194","C0000889"
"6524","2","5","8","45","94","199","240","415","666","C0000889"
"2778","2","5","4","68","96","326","427","548","672","C0001122"
"4255","2","3","12","19","31","261","116","1","86","C0001122"
"57178","2","3","12","19","31","276","91","433","118","C0001122"
"8626","2","3","3","19","221","321","428","541","667","C0001126"
"10293","2","3","12","41","116","268","434","468","213","C0001126"
"57216","2","3","12","41","116","268","259","568","422","C0001126"
"9211","2","5","7","27","36","150","341","223","628","C0001126"
"1471","2","5","7","34","52","216","395","549","492","C0001126"
"23394","2","3","12","19","31","335","444","236","373","C0001126"
"5743","2","3","5","53","175","119","167","489","416","C0001126"
