"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"8626","2","3","3","19","221","321","428","541","667","C0000768"
"6310","2","3","12","22","142","225","366","362","468","C0000768"
"5625","2","3","2","101","103","177","225","271","356","C0000768"
"5781","2","5","7","53","14","20","25","40","186","C0000768"
"1278","2","5","7","53","51","342","454","573","492","C0000768"
"6499","2","3","2","110","85","237","433","547","671","C0000768"
"5447","2","3","5","91","214","271","372","471","586","C0000768"
"23746","2","3","12","41","83","101","126","271","356","C0000768"
"7124","2","3","12","41","219","339","156","568","697","C0000768"
"55687","2","3","2","48","170","152","119","252","154","C0000768"
"6247","2","5","7","53","51","342","454","573","492","C0000768"
"3949","2","5","7","60","14","184","341","544","669","C0000832"
"1639","2","3","12","76","153","40","38","54","75","C0000832"
"8314","2","3","12","41","31","1","426","55","78","C0000832"
"55612","2","5","7","60","36","71","177","560","701","C0000887"
"1832","2","5","7","34","52","225","142","220","298","C0000887"
"7351","2","3","2","20","29","98","123","166","221","C0000887"
"23411","2","3","12","19","31","1","91","433","118","C0000887"
"4359","2","5","7","53","51","342","454","573","492","C0000887"
"249","2","3","5","27","51","335","444","560","373","C0000887"
"54453","2","5","7","60","54","24","30","46","72","C0000889"
"1293","2","5","7","53","51","342","454","573","492","C0000889"
"6557","2","5","8","45","94","199","240","415","666","C0000889"
"5048","2","3","12","76","153","40","38","54","75","C0000889"
"10528","2","3","2","110","85","237","433","547","671","C0000889"
"50937","2","5","7","53","51","335","444","560","373","C0000889"
"23451","2","3","2","22","33","323","66","101","136","C0000889"
"54453","2","5","7","60","54","24","30","46","72","C0000889"
"5654","2","5","7","53","51","342","454","573","492","C0000889"
"10000","2","5","7","53","14","20","34","540","68","C0000889"
"585","2","3","12","76","153","40","38","54","75","C0000889"
"1964","2","3","2","110","85","237","433","547","671","C0000889"
"55135","2","3","12","76","137","76","136","472","435","C0000889"
"100","2","3","5","33","21","47","56","80","199","C0000889"
"3293","2","3","2","69","83","169","94","133","70","C0000889"
"54880","2","3","12","19","31","1","426","55","78","C0000889"
"2651","2","3","2","78","184","202","124","337","434","C0000889"
"658","2","5","7","53","51","342","259","423","389","C0000889"
"8195","2","3","12","76","153","76","38","54","75","C0000889"
"5191","2","3","5","43","161","305","409","208","482","C0000889"
"1475","2","1","6","11","142","225","142","220","298","C0001122"
"7846","2","3","12","76","153","40","38","54","75","C0001122"
"6522","2","5","8","35","41","199","40","415","666","C0001122"
"617","2","3","2","48","170","50","304","167","593","C0001126"
"4000","2","3","12","26","105","178","226","297","156","C0001126"
"5828","2","3","5","43","161","305","409","208","482","C0001126"
"5308","2","3","3","19","221","321","428","541","667","C0001126"
"5771","2","5","7","53","14","296","25","40","186","C0001126"
"55670","2","3","5","43","161","305","409","208","482","C0001126"
"8313","2","3","12","41","219","339","156","568","605","C0001126"
"2074","2","3","12","19","31","1","426","55","78","C0001126"
"28982","2","3","5","25","44","165","101","274","358","C0001126"
"1387","2","3","12","19","31","276","91","433","118","C0001126"
"23729","2","3","2","90","167","148","36","51","383","C0001175"
"3759","2","5","8","63","36","166","106","110","158","C0001175"
"51750","2","3","12","19","31","261","116","1","86","C0001175"
"7490","2","3","3","19","221","321","428","541","667","C0001202"
"4990","2","3","3","19","221","321","428","541","667","C0001202"
"3973","2","5","4","68","96","326","427","548","672","C0001206"
"3930","2","3","2","22","33","323","66","3","464","C0001206"
"779","2","5","8","63","36","166","341","390","158","C0001206"
"29954","2","5","2","27","206","324","430","215","290","C0001206"
"1861","2","5","7","60","14","184","341","544","669","C0001206"
"2657","2","5","7","53","51","342","259","423","389","C0001206"
"2317","2","5","7","63","45","23","103","287","664","C0001206"
"2099","2","3","12","19","151","276","91","433","118","C0001206"
"5189","2","3","5","43","161","305","409","208","482","C0001206"
"6305","2","5","7","60","54","24","30","46","72","C0001206"
"4771","2","5","7","60","36","71","177","64","215","C0001206"
"7534","2","3","2","48","57","110","141","359","411","C0001206"
"26580","2","5","8","27","70","99","162","216","290","C0001206"
"9499","2","5","7","53","51","23","103","464","187","C0001206"
"5728","2","3","5","80","81","339","156","568","605","C0001206"
"2316","2","5","7","53","51","342","454","573","702","C0001206"
"54453","2","5","7","60","54","24","30","46","72","C0001206"
