"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1991","2","5","7","34","52","216","395","549","674","C0000768"
"1832","2","5","7","34","52","225","142","220","298","C0000768"
"23426","2","5","7","42","36","71","177","223","219","C0000768"
"673","2","5","7","53","14","20","34","540","68","C0000768"
"9569","2","3","12","19","31","276","91","433","118","C0000768"
"1261","2","5","8","63","36","166","106","110","158","C0000768"
"51715","2","5","7","60","54","24","30","46","72","C0000768"
"2733","2","3","2","22","33","323","66","101","664","C0000768"
"5327","2","5","7","53","51","342","454","573","492","C0000768"
"79722","2","3","12","76","153","40","38","54","75","C0000768"
"4359","2","5","7","53","51","342","454","573","492","C0000768"
"547","2","3","7","76","153","40","38","54","75","C0000832"
"7468","2","3","12","19","31","1","426","55","78","C0000832"
"4222","2","3","3","19","221","321","428","541","667","C0000832"
"5443","2","5","4","68","96","326","427","548","672","C0000887"
"203228","2","3","2","48","57","110","141","359","462","C0000887"
"4137","2","3","7","27","36","150","341","223","628","C0000887"
"5873","2","5","7","34","54","24","30","46","72","C0000887"
"779","2","5","8","63","36","166","341","390","158","C0000887"
"4893","2","5","7","34","52","24","30","46","72","C0000887"
"5925","2","3","12","19","31","1","426","55","78","C0000889"
"4029","2","3","2","22","85","237","433","547","194","C0000889"
"23729","2","3","2","90","167","148","36","51","383","C0000889"
"2263","2","5","7","53","14","20","25","40","186","C0000889"
"2255","2","5","7","53","14","20","25","40","186","C0000889"
"4893","2","5","7","34","52","24","30","46","72","C0000889"
"2879","2","3","5","80","81","166","378","173","229","C0000889"
"8813","2","3","2","48","116","142","136","280","363","C0000889"
"26191","2","5","7","53","14","20","25","40","186","C0000889"
"5339","2","5","7","53","51","342","454","573","492","C0000889"
"23384","2","3","12","63","45","184","103","572","658","C0000889"
"6299","2","3","12","19","221","321","428","541","667","C0000889"
"1308","2","5","7","53","51","119","454","573","492","C0000889"
"396","2","5","7","60","54","24","30","46","72","C0000889"
"5156","2","5","7","53","14","20","25","40","186","C0000889"
"1836","2","3","2","35","41","94","260","330","375","C0000889"
"673","2","5","7","53","14","20","34","540","68","C0000889"
"5190","2","3","5","43","161","305","409","208","482","C0000889"
"25778","2","3","2","41","51","138","79","160","385","C0000889"
"1311","2","5","7","53","51","342","454","573","492","C0000889"
"10999","2","3","8","45","94","298","401","506","626","C0001122"
"1301","2","5","7","53","51","342","454","573","492","C0001122"
"8292","2","5","5","27","51","342","454","573","492","C0001122"
"6335","2","5","8","63","36","166","341","390","158","C0001126"
"4193","2","3","12","19","31","1","116","89","605","C0001126"
