"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"3630","2","5","7","53","14","20","25","40","186","C0000768"
"3694","2","5","7","53","51","342","454","573","492","C0000768"
"1294","2","5","7","53","51","342","454","573","492","C0000768"
"2475","2","3","2","48","57","110","141","359","462","C0000768"
"9129","2","3","2","22","33","323","66","101","136","C0000768"
"4292","2","3","12","19","31","261","116","1","86","C0000768"
"7504","2","5","4","68","96","326","427","548","672","C0000768"
"8929","2","3","3","19","221","321","428","541","667","C0000768"
"10293","2","3","12","41","116","268","434","468","213","C0000768"
"1594","2","3","5","92","163","96","363","460","487","C0000768"
"2717","2","3","7","34","52","216","395","549","674","C0000768"
"8398","2","3","5","116","183","40","38","352","455","C0000832"
"203228","2","3","2","48","57","110","141","359","462","C0000832"
"732","2","5","7","53","51","119","395","549","674","C0000832"
"6605","2","3","12","19","31","1","426","55","78","C0000887"
"3664","2","5","7","53","184","119","156","287","116","C0000887"
"5317","2","5","7","34","52","216","142","220","298","C0000887"
"10585","2","5","2","27","206","324","430","215","290","C0000887"
"546","2","3","12","19","31","261","426","1","86","C0000887"
"2706","2","3","12","76","153","40","38","54","75","C0000887"
"54949","2","3","2","48","170","50","119","444","556","C0000889"
"2260","2","5","7","53","14","20","25","40","186","C0000889"
"80169","2","3","12","19","31","261","116","1","86","C0000889"
"1487","2","3","12","19","31","1","426","55","340","C0000889"
"5824","2","3","5","47","144","185","238","310","392","C0000889"
"1636","2","3","5","80","81","166","397","418","568","C0000889"
"4283","2","5","4","68","96","326","427","548","672","C0000889"
"1717","2","3","2","19","151","276","48","69","204","C0000889"
"11277","2","3","12","19","31","261","116","1","86","C0000889"
"4541","2","3","2","48","170","50","119","444","24","C0000889"
"9516","2","3","2","48","116","110","141","152","462","C0000889"
"2353","2","3","12","19","31","1","91","489","416","C0000889"
"5193","2","3","5","43","161","305","409","208","482","C0000889"
"7403","2","3","12","19","31","1","426","55","78","C0000889"
"1406","2","3","3","19","221","321","428","541","667","C0000889"
"673","2","5","7","53","14","20","34","540","68","C0000889"
"6310","2","3","12","22","142","225","366","362","468","C0000889"
"4621","2","5","8","63","45","23","103","464","187","C0000889"
"79147","2","3","2","27","36","150","430","215","628","C0000889"
"5091","2","3","2","35","40","130","166","57","435","C0000889"
"51816","2","5","7","34","52","216","395","549","674","C0001122"
"27235","2","3","2","48","170","50","304","167","593","C0001122"
"5308","2","3","3","19","221","321","428","541","667","C0001122"
"6208","2","3","2","110","85","237","433","547","671","C0001126"
"1261","2","5","8","63","36","166","106","110","158","C0001126"
"658","2","5","7","53","51","342","259","423","389","C0001126"
"5351","2","5","7","53","51","342","454","573","492","C0001126"
"94","2","5","7","53","51","342","259","423","389","C0001126"
"9775","2","3","2","22","33","323","66","101","136","C0001126"
"2200","2","5","7","53","51","342","454","573","492","C0001126"
"3949","2","5","7","60","14","184","341","544","669","C0001126"
"90","2","5","7","53","51","342","259","423","389","C0001126"
"8050","2","3","2","67","92","293","55","75","311","C0001126"
"5191","2","3","5","43","161","305","409","208","482","C0001175"
"3845","2","5","7","60","54","24","30","46","72","C0001175"
"4000","2","3","12","26","105","178","226","297","156","C0001175"
"8626","2","3","3","19","221","321","428","541","667","C0001202"
"1387","2","3","12","19","31","276","91","433","118","C0001202"
"85358","2","5","7","60","14","71","341","223","219","C0001206"
"2736","2","3","12","41","116","321","428","54","667","C0001206"
"6664","2","3","3","19","221","321","428","541","667","C0001206"
