"gene","0","0.5","1","1.5","2","2.5","3","3.5","4","disease"
"1","1144","2","5","8","27","70","99","162","216","290","C0000768"
"2","4514","2","3","2","48","57","110","141","359","5","C0000768"
"3","2121","2","3","12","41","116","268","434","568","605","C0000768"
"4","7248","2","3","2","48","57","110","141","359","462","C0000768"
"5","1380","2","5","7","53","51","119","395","549","674","C0000768"
"6","551","2","5","4","68","96","326","427","548","672","C0000768"
"7","55737","2","3","2","68","221","197","259","560","422","C0000768"
"8","860","2","3","12","19","31","276","91","433","118","C0000768"
"9","2538","2","3","5","90","216","333","438","561","689","C0000768"
"10","6335","2","5","8","63","36","166","341","390","158","C0000768"
"11","51371","2","3","12","41","116","268","434","568","605","C0000768"
"12","7399","2","5","7","53","51","342","454","573","492","C0000832"
"13","2516","2","3","3","19","151","276","91","433","118","C0000832"
"14","1130","2","5","7","60","54","326","141","359","462","C0000832"
"15","5595","2","3","7","53","14","20","34","540","68","C0000887"
"16","7468","2","3","12","19","31","1","426","55","78","C0000887"
"17","9247","2","5","7","53","221","197","259","423","389","C0000887"
"18","23321","2","5","7","53","184","119","156","287","116","C0000887"
"19","4692","2","5","7","53","51","119","402","489","416","C0000887"
"20","1499","2","3","12","19","221","197","259","560","422","C0000887"
"21","3454","2","5","7","53","184","119","156","287","116","C0000889"
"22","6628","2","3","2","22","33","323","66","101","136","C0000889"
"23","6262","2","5","8","63","45","23","34","464","187","C0000889"
"24","56606","2","5","7","90","216","337","448","565","562","C0000889"
"25","7421","2","3","3","19","151","276","91","433","118","C0000889"
"26","841","2","3","12","41","219","339","156","568","697","C0000889"
"27","6390","2","3","2","48","170","50","119","444","556","C0000889"
"28","9968","2","4","3","24","119","330","214","454","144","C0000889"
"29","4534","2","3","5","80","81","296","399","362","468","C0000889"
"30","3039","2","3","5","35","41","118","155","287","116","C0000889"
"31","2566","2","5","8","27","70","99","162","216","290","C0000889"
"32","1747","2","3","3","19","221","321","428","541","667","C0000889"
"33","5272","2","5","7","68","51","342","454","573","492","C0000889"
"34","11160","2","3","12","41","116","268","423","536","445","C0000889"
"35","3265","2","5","7","60","54","24","30","46","72","C0000889"
"36","50964","2","5","3","68","221","197","259","423","422","C0000889"
"37","10815","2","5","7","60","36","71","341","223","666","C0000889"
"38","26191","2","5","7","53","14","20","25","40","186","C0000889"
"39","7468","2","3","12","19","31","1","426","55","78","C0000889"
"40","6495","2","3","3","19","221","321","428","541","667","C0000889"
"41","1301","2","5","7","53","51","342","454","573","492","C0001122"
