"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"6005","2","3","2","16","197","45","155","78","695","C0000768"
"51360","2","3","3","26","35","276","91","433","203","C0000768"
"2072","2","3","12","19","31","261","116","1","86","C0000768"
"1493","2","5","7","53","51","119","25","40","186","C0000768"
"1967","2","3","2","110","85","237","433","547","671","C0000768"
"2539","2","3","2","48","57","110","141","359","383","C0000768"
"4893","2","5","7","34","52","24","30","46","72","C0000768"
"5573","2","3","12","19","184","118","155","287","116","C0000768"
"5052","2","3","5","80","81","110","141","359","229","C0000768"
"9896","2","3","5","80","81","296","399","201","274","C0000768"
"1636","2","3","5","80","81","166","397","418","568","C0000768"
"55315","2","3","5","80","81","296","62","94","150","C0000832"
"6439","2","5","5","68","96","185","238","310","272","C0000832"
"6774","2","3","12","53","14","276","25","489","416","C0000832"
"2314","2","3","12","63","45","184","103","572","658","C0000887"
"486","2","5","8","63","45","23","103","464","187","C0000887"
"4625","2","3","8","63","45","23","103","464","187","C0000887"
"7498","2","3","5","80","157","187","159","209","282","C0000887"
"9197","2","3","2","67","92","293","55","75","311","C0000887"
"2121","2","3","12","41","116","268","434","568","605","C0000887"
"3880","2","1","6","11","142","225","142","220","298","C0000889"
"6197","2","3","12","19","14","20","34","540","68","C0000889"
"6323","2","5","8","63","36","166","341","390","158","C0000889"
"10522","2","3","12","19","221","197","259","236","422","C0000889"
"8260","2","3","12","41","85","266","76","287","78","C0000889"
"3053","2","5","7","53","51","342","454","573","492","C0000889"
"7468","2","3","12","19","31","1","426","55","78","C0000889"
"6709","2","5","7","34","52","216","395","572","158","C0000889"
"10134","2","3","2","41","219","339","156","536","342","C0000889"
"22931","2","5","7","34","54","24","30","46","72","C0000889"
"8200","2","5","7","53","51","342","259","423","389","C0000889"
"4990","2","3","3","19","221","321","428","541","667","C0000889"
"7345","2","3","12","41","116","268","341","223","628","C0000889"
"51098","2","3","12","76","153","40","38","54","75","C0000889"
"7421","2","3","3","19","151","276","91","433","118","C0000889"
"8029","2","5","7","53","51","105","139","186","245","C0000889"
"8626","2","3","3","19","221","321","428","541","667","C0000889"
"5705","2","3","12","41","116","268","434","568","605","C0000889"
"5015","2","3","3","19","221","321","428","541","667","C0000889"
"3265","2","5","7","60","54","24","30","46","72","C0000889"
"2395","2","3","2","48","170","50","304","167","593","C0001122"
"8924","2","3","12","41","116","268","434","468","213","C0001122"
"3458","2","5","7","53","184","119","156","287","116","C0001122"
"10758","2","3","12","41","219","339","156","568","697","C0001126"
"4534","2","3","5","80","81","296","399","362","468","C0001126"
"5167","2","3","5","32","93","163","207","303","126","C0001126"
"6557","2","5","8","45","94","199","240","415","666","C0001126"
"1908","2","5","4","68","96","326","427","548","672","C0001126"
"22926","2","3","12","19","31","276","91","433","118","C0001126"
"6890","2","3","12","41","184","119","156","568","116","C0001126"
"7461","2","3","7","60","153","40","38","93","75","C0001126"
"3845","2","5","7","60","54","24","30","46","72","C0001126"
"7855","2","5","3","68","221","197","259","560","422","C0001126"
"79661","2","3","12","19","31","261","116","1","86","C0001175"
"5888","2","3","12","19","31","261","116","1","86","C0001175"
