"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"6571","2","3","8","60","36","71","341","223","624","C0000768"
"1758","2","5","7","53","51","342","454","573","492","C0000768"
"3736","2","5","8","63","36","166","106","110","158","C0000768"
"7053","2","3","6","11","142","225","142","220","298","C0000768"
"3426","2","5","7","53","51","119","395","549","674","C0000768"
"4593","2","5","7","53","14","20","454","573","492","C0000768"
"4692","2","5","7","53","51","119","402","489","416","C0000768"
"5468","2","3","3","19","151","276","91","433","118","C0000768"
"4638","2","5","7","53","45","23","103","464","187","C0000768"
"2260","2","5","7","53","14","20","25","40","186","C0000768"
"3295","2","3","5","43","161","305","409","208","482","C0000768"
"2301","2","5","6","11","142","225","142","220","673","C0000832"
"1285","2","5","7","53","51","342","454","573","492","C0000832"
"1947","2","5","7","53","51","20","25","560","373","C0000832"
"3077","2","5","7","53","51","119","395","549","674","C0000887"
"54187","2","3","5","80","81","296","272","452","148","C0000887"
"54345","2","5","3","19","221","321","428","541","667","C0000887"
"2200","2","5","7","53","51","342","454","573","492","C0000887"
"2737","2","3","12","19","116","321","428","54","667","C0000887"
"338","2","5","7","53","51","342","454","573","492","C0000887"
"6311","2","3","2","22","33","323","66","362","468","C0000889"
"7227","2","3","12","19","31","276","91","433","118","C0000889"
"4867","2","5","7","76","153","40","38","54","75","C0000889"
"9394","2","3","2","74","58","112","148","193","263","C0000889"
"1130","2","5","7","60","54","326","141","359","462","C0000889"
"547","2","3","7","76","153","40","38","54","75","C0000889"
"3592","2","5","7","53","51","119","25","489","416","C0000889"
"8419","2","3","12","48","170","50","119","198","224","C0000889"
"4893","2","5","7","34","52","24","30","46","72","C0000889"
"10002","2","3","3","19","151","276","91","433","118","C0000889"
"1280","2","5","7","53","51","342","454","573","492","C0000889"
"1356","2","3","7","53","51","342","454","573","492","C0000889"
"4000","2","3","12","26","105","178","226","297","156","C0000889"
"9241","2","5","7","53","51","342","259","423","389","C0000889"
"538","2","3","8","63","45","23","103","464","187","C0000889"
"2778","2","5","4","68","96","326","427","548","672","C0000889"
"3265","2","5","7","60","54","24","30","46","72","C0000889"
"25885","2","3","12","19","31","1","426","55","78","C0000889"
"7454","2","5","7","60","14","20","25","40","215","C0000889"
"4038","2","5","7","53","51","342","454","573","492","C0000889"
"23133","2","3","12","19","31","1","426","55","78","C0001122"
"25886","2","3","12","76","153","76","136","472","435","C0001122"
"3984","2","5","7","53","14","20","34","540","68","C0001122"
"5190","2","3","5","43","161","305","409","208","482","C0001126"
"5144","2","3","4","68","96","326","427","548","672","C0001126"
"5897","2","3","12","41","116","268","141","568","605","C0001126"
