"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"6638","2","3","2","22","33","323","66","101","136","C0000768"
"9663","2","3","5","80","81","296","51","488","102","C0000768"
"3889","2","1","6","11","142","225","142","220","298","C0000768"
"1719","2","3","2","76","153","40","116","54","75","C0000768"
"8518","2","3","12","19","31","1","426","55","78","C0000768"
"3930","2","3","2","22","33","323","66","3","464","C0000768"
"2006","2","5","7","53","51","342","454","573","492","C0000768"
"7518","2","3","12","19","31","261","116","1","86","C0000768"
"5444","2","3","5","80","147","236","328","411","229","C0000768"
"4726","2","3","2","48","170","50","119","444","556","C0000768"
"332","2","3","12","76","153","40","38","54","75","C0000768"
"1280","2","5","7","53","51","342","454","573","492","C0000832"
"26160","2","3","12","76","153","40","38","54","75","C0000832"
"2255","2","5","7","53","14","20","25","40","186","C0000832"
"1278","2","5","7","53","51","342","454","573","492","C0000887"
"3417","2","3","7","34","52","216","395","549","319","C0000887"
"2218","2","5","2","53","123","194","255","560","373","C0000887"
"4535","2","3","2","48","170","50","119","444","556","C0000887"
"26191","2","5","7","53","14","20","25","40","186","C0000887"
"6928","2","3","3","19","221","321","428","541","667","C0000887"
"1421","2","3","6","63","45","160","362","177","673","C0000889"
"275","2","3","5","106","104","214","70","377","488","C0000889"
"51626","2","3","12","76","153","40","38","54","75","C0000889"
"3728","2","5","7","34","52","225","142","220","298","C0000889"
"1311","2","5","7","53","51","342","454","573","492","C0000889"
"2774","2","2","1","9","15","21","28","42","62","C0000889"
"29851","2","5","7","53","14","20","25","40","186","C0000889"
"6392","2","3","2","48","170","50","119","444","556","C0000889"
"2121","2","3","12","41","116","268","434","568","605","C0000889"
"2192","2","5","7","53","51","342","454","573","492","C0000889"
"11311","2","3","12","19","31","118","155","287","116","C0000889"
"2554","2","5","8","27","70","99","162","216","290","C0000889"
"5605","2","5","7","53","14","20","34","540","68","C0000889"
"79797","2","3","2","11","142","225","214","220","144","C0000889"
"29851","2","5","7","53","14","20","25","40","186","C0000889"
"2131","2","3","2","74","58","112","148","181","416","C0000889"
"90678","2","3","12","41","116","268","434","468","213","C0000889"
"1312","2","3","2","87","79","105","426","129","25","C0000889"
"9131","2","3","12","41","219","339","347","271","356","C0000889"
"1723","2","3","2","48","170","50","119","444","556","C0000889"
"5290","2","3","7","53","14","20","25","40","186","C0001122"
"3984","2","5","7","53","14","20","34","540","68","C0001122"
"27245","2","3","6","22","142","225","366","362","468","C0001122"
"7474","2","5","3","68","221","184","259","544","669","C0001126"
"5830","2","3","5","43","161","305","409","208","482","C0001126"
"673","2","5","7","53","14","20","34","540","68","C0001126"
