"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"3587","2","5","7","53","51","119","395","549","674","C0000768"
"2071","2","3","12","19","31","261","116","159","211","C0000768"
"2697","2","3","7","76","153","40","38","54","75","C0000768"
"84197","2","5","2","53","14","20","25","215","186","C0000768"
"26504","2","3","5","42","81","296","399","201","274","C0000768"
"84282","2","3","12","41","219","339","156","568","697","C0000768"
"1175","2","5","7","60","14","184","341","544","669","C0000768"
"547","2","3","7","76","153","40","38","54","75","C0000768"
"3991","2","3","5","80","81","166","57","83","658","C0000768"
"4214","2","3","12","41","219","339","34","540","117","C0000768"
"190","2","3","3","19","151","276","91","433","118","C0000768"
"4287","2","3","12","41","116","268","434","468","215","C0000832"
"9217","2","3","2","50","47","39","100","321","255","C0000832"
"4000","2","3","12","26","105","178","226","297","156","C0000832"
"7305","2","5","7","34","52","216","395","549","674","C0000887"
"51","2","3","5","43","151","276","91","433","482","C0000887"
"763","2","3","5","35","41","77","40","526","647","C0000887"
"215","2","3","5","47","144","185","238","310","392","C0000887"
"1161","2","3","12","41","116","268","434","468","213","C0000887"
"29078","2","3","2","48","170","50","119","444","556","C0000887"
"3835","2","3","12","76","153","40","38","54","75","C0000889"
"51305","2","5","8","63","36","166","106","110","158","C0000889"
"2316","2","5","7","53","51","342","454","573","702","C0000889"
"54888","2","3","2","110","85","152","129","252","154","C0000889"
"338","2","5","7","53","51","342","454","573","492","C0000889"
"669","2","3","5","90","167","266","441","106","616","C0000889"
"1280","2","5","7","53","51","342","454","573","492","C0000889"
"5644","2","5","7","68","51","119","395","549","674","C0000889"
"23095","2","3","7","76","153","40","38","54","75","C0000889"
"351","2","5","4","68","96","326","188","145","193","C0000889"
"2317","2","5","7","63","45","23","103","287","664","C0000889"
"3976","2","5","7","53","51","119","25","489","416","C0000889"
"2737","2","3","12","19","116","321","428","54","667","C0000889"
"175","2","3","7","34","52","216","395","549","674","C0000889"
"1129","2","5","4","68","96","326","427","548","672","C0000889"
"26227","2","3","2","41","137","44","208","81","108","C0000889"
"3589","2","5","7","53","51","119","25","40","416","C0000889"
"6655","2","5","7","60","54","24","30","46","72","C0000889"
"3239","2","3","3","19","221","321","428","541","667","C0000889"
"23175","2","3","5","80","81","296","51","488","102","C0000889"
"2316","2","5","7","53","51","342","454","573","702","C0001122"
"3766","2","5","8","63","36","166","106","110","158","C0001122"
"59272","2","3","5","80","94","199","240","415","666","C0001122"
"23384","2","3","12","63","45","184","103","572","658","C0001126"
"1289","2","5","7","53","51","342","454","573","492","C0001126"
"2516","2","3","3","19","151","276","91","433","118","C0001126"
"7403","2","3","12","19","31","1","426","55","78","C0001126"
"6197","2","3","12","19","14","20","34","540","68","C0001126"
"860","2","3","12","19","31","276","91","433","118","C0001126"
"1280","2","5","7","53","51","342","454","573","492","C0001126"
"7545","2","5","3","34","52","216","142","220","298","C0001126"
"2138","2","3","12","19","31","1","426","55","78","C0001126"
"4541","2","3","2","48","170","50","119","444","24","C0001126"
"7249","2","3","7","60","57","110","141","359","462","C0001175"
"7140","2","5","8","63","45","23","103","464","187","C0001175"
"1716","2","3","2","27","36","150","221","138","188","C0001175"
"657","2","5","7","53","221","342","259","423","389","C0001202"
"367","2","3","12","19","31","276","91","433","118","C0001202"
"6905","2","3","12","76","153","40","38","54","75","C0001206"
"3299","2","3","12","42","81","296","399","201","274","C0001206"
"6885","2","3","12","41","219","339","156","568","697","C0001206"
"4541","2","3","2","48","170","50","119","444","24","C0001206"
"7809","2","5","8","63","45","23","34","464","187","C0001206"
"1545","2","3","5","91","175","271","372","443","558","C0001206"
"2516","2","3","3","19","151","276","91","433","118","C0001206"
"7039","2","3","12","19","31","1","426","55","203","C0001206"
"6528","2","5","8","45","94","199","240","415","666","C0001206"
"421","2","5","7","42","51","335","444","560","373","C0001206"
"546","2","3","12","19","31","261","426","1","86","C0001206"
"6016","2","5","7","60","54","24","30","46","72","C0001206"
"4247","2","3","2","68","67","320","98","180","279","C0001206"
"4361","2","3","12","19","31","261","116","1","86","C0001206"
"6654","2","5","7","60","54","24","30","46","72","C0001206"
"55630","2","3","5","27","81","99","162","216","290","C0001206"
"4763","2","5","7","60","54","24","30","46","214","C0001206"
"2304","2","3","12","19","221","321","428","541","667","C0001339"
"23095","2","3","7","76","153","40","38","54","75","C0001339"
"8289","2","3","12","19","31","1","426","55","78","C0001339"
"1161","2","3","12","41","116","268","434","468","213","C0001403"
"10516","2","5","7","53","51","342","454","573","492","C0001403"
"9895","2","3","2","48","57","110","141","359","462","C0001403"
"7468","2","3","12","19","31","1","426","55","78","C0001403"
