"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1917","2","3","12","41","219","339","347","572","658","C0000768"
"326","2","3","12","19","31","261","377","370","269","C0000768"
"51151","2","3","5","23","18","138","250","332","407","C0000768"
"4541","2","3","2","48","170","50","119","444","24","C0000768"
"5972","2","5","5","34","52","216","397","418","568","C0000768"
"2138","2","3","12","19","31","1","426","55","78","C0000768"
"3845","2","5","7","60","54","24","30","46","72","C0000768"
"6329","2","5","8","63","36","166","341","390","158","C0000768"
"111","2","5","4","68","96","326","427","548","672","C0000768"
"22995","2","3","12","76","153","40","38","54","75","C0000768"
"1146","2","5","8","27","70","99","162","216","290","C0000768"
"4094","2","3","12","19","31","276","91","433","118","C0000832"
"545","2","3","12","19","31","261","116","1","86","C0000832"
"25978","2","3","2","48","57","110","141","359","462","C0000832"
"9215","2","5","2","27","36","150","430","215","628","C0000887"
"1824","2","1","6","11","142","225","142","220","298","C0000887"
"338","2","5","7","53","51","342","454","573","492","C0000887"
"4843","2","3","5","43","161","305","409","489","416","C0000887"
"10166","2","3","2","84","97","167","210","278","360","C0000887"
"5443","2","5","4","68","96","326","427","548","672","C0000887"
"10878","2","5","7","53","51","119","395","549","674","C0000889"
"406","2","3","3","19","151","276","91","433","118","C0000889"
"7390","2","3","5","80","81","166","132","175","473","C0000889"
"6497","2","5","3","19","221","342","259","423","389","C0000889"
"23426","2","5","7","42","36","71","177","223","219","C0000889"
"51151","2","3","5","23","18","138","250","332","407","C0000889"
"8988","2","3","8","63","45","160","103","464","187","C0000889"
"9210","2","5","7","53","51","342","454","573","492","C0000889"
"7461","2","3","7","60","153","40","38","93","75","C0000889"
"10216","2","3","2","48","170","50","304","167","593","C0000889"
"2067","2","3","12","19","31","261","116","1","86","C0000889"
"3423","2","3","5","74","3","342","374","294","590","C0000889"
"2259","2","5","8","63","36","166","341","223","158","C0000889"
"5728","2","3","5","80","81","339","156","568","605","C0000889"
"1302","2","5","7","53","51","342","454","573","492","C0000889"
"2033","2","3","12","19","31","1","91","433","118","C0000889"
"54345","2","5","3","19","221","321","428","541","667","C0000889"
"7490","2","3","3","19","221","321","428","541","667","C0000889"
"4988","2","5","4","68","96","326","427","548","672","C0000889"
"6521","2","5","8","35","41","199","40","415","666","C0000889"
"5176","2","5","7","53","51","342","454","573","492","C0001122"
"11128","2","3","2","22","33","261","116","159","211","C0001122"
"4137","2","3","7","27","36","150","341","223","628","C0001122"
"23400","2","5","8","63","45","23","103","464","187","C0001126"
"4323","2","5","7","53","51","342","454","573","492","C0001126"
"1278","2","5","7","53","51","342","454","573","492","C0001126"
"3984","2","5","7","53","14","20","34","540","68","C0001126"
"65217","2","5","7","53","51","335","444","560","373","C0001126"
"545","2","3","12","19","31","261","116","1","86","C0001126"
"5333","2","3","5","18","16","40","417","103","58","C0001126"
"51360","2","3","3","26","35","276","91","433","203","C0001126"
"55636","2","3","3","19","221","321","428","423","389","C0001126"
"1281","2","5","7","53","51","342","454","573","492","C0001126"
"10491","2","5","7","53","51","342","454","573","492","C0001175"
"1277","2","5","7","53","51","342","454","573","492","C0001175"
"2260","2","5","7","53","14","20","25","40","186","C0001175"
"8200","2","5","7","53","51","342","259","423","389","C0001202"
"10102","2","3","2","48","182","67","76","463","153","C0001202"
"3845","2","5","7","60","54","24","30","46","72","C0001206"
"2068","2","3","12","19","31","261","116","159","211","C0001206"
"2316","2","5","7","53","51","342","454","573","702","C0001206"
"5077","2","3","3","19","221","321","428","541","667","C0001206"
"6789","2","3","7","53","14","20","34","540","68","C0001206"
"55630","2","3","5","27","81","99","162","216","290","C0001206"
